wl,ref_1,GaAs_1,wl_bg,bg_1,ref_2,GaAs_2,bg_2
747.48,2.852475,-0.014247,747.48,-0.018853,2.843592,-0.009971,-0.015234
747.5,2.859383,-0.015563,747.5,-0.014576,2.841619,-0.011945,-0.021814
747.52,2.855765,-0.015892,747.52,-0.019182,2.840961,-0.009971,-0.018195
747.54,2.85412,-0.040566,747.54,-0.016221,2.838987,-0.020169,-0.013918
747.56,2.860041,-0.017866,747.56,-0.020169,2.845895,-0.008655,-0.012931
747.58,2.853462,-0.015892,747.58,-0.018195,2.852475,-0.014905,-0.029051
747.6,2.858397,-0.013918,747.6,-0.021156,2.840303,-0.01326,-0.017208
747.62,2.855765,-0.016221,747.62,-0.023459,2.841948,-0.007997,-0.010958
747.64,2.855765,-0.014247,747.64,-0.015234,2.84425,-0.012274,-0.019182
747.66,2.853462,-0.012274,747.66,-0.016221,2.845895,-0.014247,-0.011287
747.68,2.852804,-0.012602,747.68,-0.028393,2.85083,-0.035302,-0.018524
747.7,2.85412,-0.01655,747.7,-0.008984,2.847869,-0.008984,-0.057015
747.72,2.854449,-0.016221,747.72,-0.016221,2.82813,-0.01326,-0.01326
747.74,2.852146,-0.019511,747.74,-0.01655,2.842935,-0.01326,-0.013589
747.76,2.85412,-0.015234,747.76,-0.018195,2.838987,-0.012274,-0.009971
747.78,2.852804,-0.004707,747.78,-0.015892,2.84425,-0.010629,-0.017866
747.8,2.852475,-0.010958,747.8,-0.018853,2.841948,-0.014905,-0.013918
747.82,2.856423,-0.013918,747.82,-0.020827,2.833723,-0.026091,-0.017537
747.84,2.857739,-0.01655,747.84,-0.015234,2.840303,-0.017866,-0.010958
747.86,2.850501,-0.015234,747.86,-0.015892,2.839974,-0.015234,-0.022472
747.88,2.85412,-0.012931,747.88,-0.016221,2.840303,-0.014576,-0.018853
747.9,2.851488,-0.009642,747.9,-0.018195,2.840961,-0.009313,-0.014247
747.92,2.852146,-0.010958,747.92,-0.015234,2.836684,-0.011616,-0.010958
747.94,2.851488,-0.015563,747.94,-0.014247,2.839974,-0.007997,-0.018524
747.96,2.851159,-0.028393,747.96,-0.019511,2.841948,-0.013589,-0.011945
747.98,2.84754,-0.021485,747.98,-0.015892,2.837342,-0.020169,-0.017866
748,2.852146,-0.014576,748,-0.017537,2.835368,-0.011287,-0.01655
748.02,2.858068,-0.017537,748.02,-0.014905,2.839645,-0.012274,-0.022143
748.04,2.850172,-0.011945,748.04,-0.016879,2.838987,-0.015563,-0.016221
748.06,2.849843,-0.005036,748.06,-0.018195,2.843592,-0.008984,-0.012931
748.08,2.845566,-0.007997,748.08,-0.020498,2.835039,-0.009642,-0.01655
748.1,2.848198,-0.018195,748.1,-0.020169,2.835368,-0.009971,-0.014576
748.12,2.849843,-0.013918,748.12,-0.031354,2.842935,-0.017208,-0.013918
748.14,2.847211,-0.02313,748.14,-0.021156,2.840303,-0.012274,-0.017208
748.16,2.845566,-0.018853,748.16,-0.018195,2.837342,-0.013589,-0.015892
748.18,2.849514,-0.010629,748.18,-0.021485,2.838987,-0.01655,-0.015563
748.2,2.848198,-0.016879,748.2,-0.018853,2.838658,-0.01326,-0.012931
748.22,2.85083,-0.012602,748.22,-0.01655,2.834381,-0.010958,-0.014247
748.24,2.843921,-0.01326,748.24,-0.013918,2.836355,-0.015234,-0.015234
748.26,2.84425,-0.010958,748.26,-0.015234,2.842277,-0.017866,-0.015892
748.28,2.850501,-0.011616,748.28,-0.016879,2.835039,-0.017537,-0.016879
748.3,2.848527,-0.0103,748.3,-0.012931,2.837342,-0.016879,-0.014905
748.32,2.841948,-0.011616,748.32,-0.016879,2.833723,-0.008326,-0.014247
748.34,2.851159,-0.013918,748.34,-0.022472,2.835368,-0.009313,-0.011945
748.36,2.845895,-0.017866,748.36,-0.021485,2.824512,-0.014576,-0.012274
748.38,2.843592,-0.012931,748.38,-0.017866,2.830433,-0.012274,-0.010629
748.4,2.840632,-0.013589,748.4,-0.023788,2.833723,-0.01984,-0.014576
748.42,2.840961,-0.015563,748.42,-0.015563,2.829117,-0.013918,-0.014576
748.44,2.843592,-0.027078,748.44,-0.010629,2.831091,-0.015234,-0.020498
748.46,2.843263,-0.024775,748.46,-0.011945,2.836026,-0.017208,-0.02313
748.48,2.840961,-0.012602,748.48,-0.022801,2.839316,-0.01326,-0.014905
748.5,2.840303,-0.017537,748.5,-0.023788,2.833065,-0.002075,-0.009971
748.52,2.847869,-0.020498,748.52,-0.028722,2.834381,-0.014247,-0.018853
748.54,2.840961,-0.011616,748.54,-0.017537,2.831749,-0.017208,-0.015563
748.56,2.843921,-0.015234,748.56,-0.01984,2.840961,-0.012602,-0.014905
748.58,2.84425,-0.011287,748.58,-0.003062,2.830433,-0.011945,-0.018524
748.6,2.842277,-0.019182,748.6,-0.03925,2.826157,-0.009642,-0.008984
748.62,2.842935,-0.006023,748.62,-0.056357,2.827801,-0.015563,-0.013589
748.64,2.84754,-0.020827,748.64,-0.019511,2.824841,-0.00701,-0.017537
748.66,2.82813,-0.014247,748.66,-0.01984,2.833394,-0.015234,-0.015563
748.68,2.845895,-0.018195,748.68,-0.019511,2.83142,-0.011287,-0.015234
748.7,2.838987,-0.017866,748.7,-0.036947,2.812011,-0.012602,-0.091886
748.72,2.838987,-0.015563,748.72,-0.047474,2.83142,-0.010629,-0.007668
748.74,2.840303,-0.015892,748.74,-0.018195,2.834381,-0.010958,-0.018524
748.76,2.849514,-0.014247,748.76,-0.024775,2.827144,-0.016221,-0.01655
748.78,2.842606,-0.014247,748.78,-0.014576,2.825828,-0.009971,-0.0103
748.8,2.84129,-0.013918,748.8,-0.011945,2.826486,-0.012602,-0.014247
748.82,2.843921,-0.009971,748.82,-0.01326,2.810695,-0.009313,-0.051751
748.84,2.846224,-0.017866,748.84,-0.021485,2.831749,-0.01655,-0.019511
748.86,2.842606,-0.017208,748.86,-0.014576,2.814971,-0.008655,-0.044513
748.88,2.84425,-0.012274,748.88,-0.017537,2.828459,-0.015234,-0.027078
748.9,2.841948,-0.008984,748.9,-0.01326,2.823196,-0.011287,-0.015234
748.92,2.827801,-0.015234,748.92,-0.012274,2.823854,-0.013918,-0.012931
748.94,2.84425,-0.01326,748.94,-0.010958,2.826157,-0.007339,-0.012602
748.96,2.8153,-0.046158,748.96,-0.014247,2.824183,-0.012602,-0.017208
748.98,2.841619,-0.006681,748.98,-0.014247,2.826486,-0.013589,-0.019511
749,2.837342,-0.011616,749,-0.016221,2.824512,-0.014905,-0.012931
749.02,2.837013,-0.014247,749.02,-0.0103,2.824183,-0.008326,-0.020498
749.04,2.836355,-0.034644,749.04,-0.016879,2.823854,-0.011616,-0.010958
749.06,2.838,-0.014576,749.06,-0.011287,2.826157,-0.021156,-0.012274
749.08,2.837013,-0.017208,749.08,-0.016221,2.824841,-0.013918,-0.020498
749.1,2.832736,-0.014247,749.1,-0.016221,2.826486,-0.010629,-0.011287
749.12,2.839316,-0.011287,749.12,-0.018524,2.82188,-0.010958,-0.016879
749.14,2.833065,-0.02313,749.14,-0.018524,2.824512,-0.030367,-0.009642
749.16,2.836684,-0.012602,749.16,-0.022801,2.827473,-0.013589,-0.013918
749.18,2.825828,-0.015563,749.18,-0.018853,2.832407,-0.016879,-0.017208
749.2,2.840961,-0.019182,749.2,-0.02642,2.827144,-0.014576,-0.013918
749.22,2.835697,-0.017208,749.22,-0.019511,2.82517,-0.007339,-0.015234
749.24,2.836026,-0.01655,749.24,-0.017866,2.815958,-0.015892,-0.018853
749.26,2.836355,-0.011945,749.26,-0.01326,2.829117,-0.012602,-0.012274
749.28,2.838,-0.046158,749.28,-0.01655,2.823525,-0.008984,-0.012931
749.3,2.819248,-0.009971,749.3,-0.041224,2.826157,-0.006023,-0.014905
749.32,2.834381,-0.014576,749.32,-0.018524,2.825499,-0.0103,-0.012274
749.34,2.836026,-0.016221,749.34,-0.027736,2.805431,-0.017866,-0.019511
749.36,2.834052,-0.014247,749.36,-0.035302,2.82813,-0.014576,-0.015563
749.38,2.831749,-0.012602,749.38,-0.084649,2.820564,-0.009642,-0.021156
749.4,2.831091,-0.021485,749.4,-0.019511,2.822209,-0.011616,-0.015563
749.42,2.836026,-0.015234,749.42,-0.020169,2.8153,-0.007997,-0.014576
749.44,2.834052,-0.009971,749.44,-0.015563,2.817932,-0.018195,-0.01655
749.46,2.831091,-0.013918,749.46,-0.015563,2.823525,-0.013589,-0.014247
749.48,2.833065,-0.015892,749.48,-0.017866,2.823525,-0.013589,-0.021814
749.5,2.822538,-0.014247,749.5,-0.015234,2.825499,-0.011945,-0.015563
749.52,2.820893,-0.015234,749.52,-0.019511,2.819906,-0.01655,-0.019182
749.54,2.832407,-0.019511,749.54,-0.013589,2.817274,-0.008984,-0.014576
749.56,2.833065,-0.048132,749.56,-0.019182,2.822538,-0.012931,-0.015563
749.58,2.834052,-0.011616,749.58,-0.021156,2.821222,-0.015563,-0.014247
749.6,2.822209,-0.009642,749.6,-0.017866,2.821222,-0.011287,-0.016879
749.62,2.833394,-0.02313,749.62,-0.01655,2.820564,-0.014905,-0.009642
749.64,2.829775,-0.011616,749.64,-0.02313,2.820893,-0.011945,-0.010629
749.66,2.832407,-0.011945,749.66,-0.015234,2.821551,-0.011616,-0.017537
749.68,2.83471,-0.005694,749.68,-0.018195,2.825828,-0.009642,-0.012602
749.7,2.83142,-0.014247,749.7,-0.020169,2.819577,-0.020498,-0.020827
749.72,2.814642,-0.0103,749.72,-0.021485,2.825499,-0.010958,-0.012274
749.74,2.828459,-0.010958,749.74,-0.017208,2.818919,-0.011945,-0.015234
749.76,2.829117,-0.014247,749.76,-0.025104,2.822209,-0.015563,-0.024446
749.78,2.826815,-0.055041,749.78,-0.018524,2.822538,-0.009971,-0.030038
749.8,2.830762,-0.018195,749.8,-0.017866,2.818261,-0.018853,-0.017866
749.82,2.825499,-0.014576,749.82,-0.009971,2.815629,-0.009313,-0.018195
749.84,2.827801,-0.015234,749.84,-0.019511,2.814313,-0.016879,-0.014905
749.86,2.82517,-0.013918,749.86,-0.058002,2.824512,-0.013918,-0.011616
749.88,2.828459,-0.018853,749.88,-0.016879,2.815629,-0.010958,-0.01655
749.9,2.824841,-0.040566,749.9,-0.017866,2.817274,-0.012274,-0.014576
749.92,2.831749,-0.015892,749.92,-0.017208,2.817932,-0.015563,-0.020498
749.94,2.824512,-0.015234,749.94,-0.024117,2.81859,-0.011945,-0.014576
749.96,2.822867,-0.010958,749.96,-0.020498,2.814313,-0.025433,-0.013589
749.98,2.819577,-0.014247,749.98,-0.015234,2.814313,-0.014247,-0.012274
750,2.824183,-0.01655,750,-0.020169,2.8153,-0.0103,-0.018524
750.02,2.830104,-0.007339,750.02,-0.01655,2.812339,-0.010958,-0.008655
750.04,2.828788,-0.030367,750.04,-0.015892,2.815958,-0.014576,-0.015234
750.06,2.822209,-0.017208,750.06,-0.017208,2.817932,-0.005694,-0.071161
750.08,2.826157,-0.014247,750.08,-0.018853,2.814971,-0.01655,-0.013918
750.1,2.824841,-0.010629,750.1,-0.019182,2.818261,-0.031025,-0.026749
750.12,2.826815,-0.008655,750.12,-0.020498,2.81859,-0.012931,-0.01655
750.14,2.823854,-0.013918,750.14,-0.018524,2.816616,-0.012931,-0.015892
750.16,2.823196,-0.012931,750.16,-0.021156,2.816616,-0.009971,-0.023459
750.18,2.823854,-0.015563,750.18,-0.020827,2.814313,-0.015563,-0.012274
750.2,2.821222,-0.019182,750.2,-0.021156,2.80905,-0.009642,-0.008984
750.22,2.830104,0.001215,750.22,-0.022472,2.818261,-0.012602,-0.014576
750.24,2.822209,-0.011945,750.24,-0.022143,2.80905,-0.001746,-0.01984
750.26,2.822867,-0.009642,750.26,-0.011945,2.8153,-0.012602,-0.014247
750.28,2.824183,-0.014576,750.28,-0.018195,2.812011,-0.011945,-0.018853
750.3,2.815629,-0.013589,750.3,-0.018524,2.814642,-0.017866,-0.014576
750.32,2.819906,-0.015892,750.32,-0.014905,2.813655,-0.010958,-0.017537
750.34,2.823196,-0.013918,750.34,-0.022143,2.812997,-0.011945,-0.015563
750.36,2.81859,-0.011616,750.36,-0.021156,2.813655,-0.011945,-0.009971
750.38,2.82188,-0.009642,750.38,-0.017866,2.814313,-0.01984,-0.018195
750.4,2.823525,-0.012274,750.4,-0.016879,2.813655,-0.019182,-0.05537
750.42,2.820564,-0.015234,750.42,-0.024446,2.813326,-0.011616,-0.016221
750.44,2.823196,-0.015234,750.44,-0.030696,2.815629,-0.012602,-0.017866
750.46,2.821551,-0.016879,750.46,-0.022801,2.810366,-0.01326,-0.017537
750.48,2.820564,-0.013589,750.48,-0.015892,2.813655,-0.01326,-0.014247
750.5,2.819906,-0.015892,750.5,-0.022472,2.809379,-0.012931,-0.020169
750.52,2.820893,-0.013918,750.52,-0.012931,2.810695,-0.018524,-0.010958
750.54,2.819577,-0.012602,750.54,-0.015892,2.809379,-0.007668,-0.019182
750.56,2.819248,-0.016221,750.56,-0.018195,2.810695,-0.018195,-0.021156
750.58,2.817603,-0.01326,750.58,-0.015892,2.812668,-0.017208,-0.017866
750.6,2.817274,-0.010629,750.6,-0.020827,2.8153,-0.014576,-0.018853
750.62,2.822867,-0.012274,750.62,-0.021156,2.812997,-0.008655,-0.017208
750.64,2.817274,-0.009971,750.64,-0.021814,2.817603,-0.015234,-0.031354
750.66,2.818261,-0.014576,750.66,-0.019182,2.807405,-0.01655,-0.019511
750.68,2.817932,-0.016221,750.68,-0.021156,2.808721,-0.011945,-0.0103
750.7,2.819577,-0.011287,750.7,-0.017866,2.808063,-0.01655,-0.017537
750.72,2.82188,-0.014905,750.72,-0.019511,2.814971,-0.018195,-0.01984
750.74,2.821222,-0.011945,750.74,-0.013918,2.817932,-0.017537,-0.016221
750.76,2.8153,-0.054383,750.76,-0.012602,2.812668,-0.008984,-0.019182
750.78,2.820564,-0.013918,750.78,-0.02642,2.808392,-0.016879,-0.024446
750.8,2.821222,-0.011287,750.8,-0.017866,2.809379,-0.013589,-0.015234
750.82,2.819248,-0.011616,750.82,-0.01655,2.806089,-0.010958,-0.013589
750.84,2.819577,-0.018524,750.84,-0.019182,2.798522,-0.011945,0.005162
750.86,2.817932,-0.015234,750.86,-0.011945,2.803128,-0.011287,-0.025104
750.88,2.821551,-0.01326,750.88,-0.021156,2.806747,-0.015892,-0.01655
750.9,2.818261,-0.008326,750.9,-0.021485,2.805102,-0.015892,-0.022801
750.92,2.815958,-0.0103,750.92,-0.025104,2.800496,-0.007668,-0.014905
750.94,2.813655,-0.054054,750.94,-0.054054,2.805102,-0.021814,-0.016879
750.96,2.813984,-0.011616,750.96,-0.020169,2.805431,-0.012602,-0.023459
750.98,2.812011,-0.01984,750.98,-0.021814,2.80247,-0.011616,-0.013589
751,2.817274,-0.016879,751,-0.024117,2.805431,-0.01984,-0.015563
751.02,2.8153,-0.015234,751.02,-0.019511,2.804773,-0.011287,-0.017208
751.04,2.817274,-0.016879,751.04,-0.019511,2.801812,-0.011616,-0.012602
751.06,2.816945,-0.014247,751.06,-0.019182,2.80247,-0.012931,-0.013589
751.08,2.814313,-0.011616,751.08,-0.018853,2.804773,-0.011287,-0.016221
751.1,2.814642,-0.014576,751.1,-0.017866,2.803786,-0.01984,-0.027736
751.12,2.816287,-0.012274,751.12,-0.017208,2.811024,-0.015563,-0.020169
751.14,2.812668,-0.016879,751.14,-0.027078,2.804115,-0.011287,-0.020827
751.16,2.812997,-0.0103,751.16,-0.012931,2.80247,-0.011945,-0.008984
751.18,2.810037,-0.014247,751.18,-0.015892,2.803128,-0.012931,-0.017866
751.2,2.81859,-0.012602,751.2,-0.015234,2.797535,-0.01326,-0.020827
751.22,2.813326,-0.015892,751.22,-0.021156,2.800167,-0.010629,-0.01326
751.24,2.814971,-0.013589,751.24,-0.017866,2.797535,-0.01326,-0.010629
751.26,2.808063,-0.008984,751.26,-0.021485,2.799838,-0.014905,-0.017537
751.28,2.811353,-0.015892,751.28,-0.021156,2.792601,-0.010958,-0.016879
751.3,2.808721,-0.022472,751.3,-0.024446,2.794904,-0.011945,-0.021485
751.32,2.810037,-0.021156,751.32,-0.019511,2.796549,-0.010629,-0.060962
751.34,2.811353,-0.016221,751.34,-0.022143,2.802141,-0.010958,-0.017537
751.36,2.812339,-0.016221,751.36,-0.018853,2.795891,-0.028393,-0.020827
751.38,2.813655,-0.018853,751.38,-0.018195,2.798851,-0.011287,-0.020169
751.4,2.808063,0.001873,751.4,-0.031683,2.799509,-0.012931,-0.022472
751.42,2.811353,-0.017537,751.42,-0.021156,2.806418,-0.016221,-0.01655
751.44,2.808392,-0.01655,751.44,-0.015892,2.795891,0.000228,-0.017537
751.46,2.80576,-0.014905,751.46,-0.019182,2.79918,-0.01655,-0.012931
751.48,2.800167,-0.012931,751.48,-0.024775,2.800496,-0.013918,-0.038263
751.5,2.804444,-0.021156,751.5,-0.02313,2.796549,-0.012931,-0.018853
751.52,2.809708,-0.022472,751.52,-0.015892,2.79293,-0.015234,-0.015892
751.54,2.805431,-0.015234,751.54,-0.022143,2.800825,-0.014905,-0.016221
751.56,2.809708,-0.008326,751.56,-0.016221,2.795562,-0.011616,-0.020498
751.58,2.805431,-0.010958,751.58,-0.021814,2.790956,-0.017537,-0.014905
751.6,2.807734,-0.012931,751.6,-0.020498,2.801483,-0.016879,-0.01326
751.62,2.811353,-0.010629,751.62,-0.019511,2.794904,-0.02313,-0.019182
751.64,2.802799,-0.010629,751.64,-0.017537,2.798851,-0.022143,-0.020169
751.66,2.805102,-0.015892,751.66,-0.01984,2.794904,-0.010958,-0.014576
751.68,2.811353,-0.01326,751.68,-0.023788,2.793259,-0.014905,-0.019182
751.7,2.802799,-0.014576,751.7,-0.017537,2.787995,-0.014247,-0.011945
751.72,2.808721,-0.013918,751.72,-0.024775,2.79293,-0.011616,-0.034644
751.74,2.79293,-0.008655,751.74,-0.022472,2.792601,-0.014905,-0.019511
751.76,2.805102,-0.016879,751.76,-0.017537,2.788324,-0.01655,-0.021485
751.78,2.804773,-0.013918,751.78,-0.013918,2.794246,-0.009642,-0.007997
751.8,2.817603,-0.011287,751.8,-0.017866,2.79622,-0.018195,-0.019182
751.82,2.804115,-0.014576,751.82,-0.019182,2.794904,-0.023459,-0.032012
751.84,2.803128,-0.014576,751.84,-0.022143,2.79293,-0.017866,-0.011616
751.86,2.80247,-0.01655,751.86,-0.022801,2.794904,-0.010629,-0.019182
751.88,2.802799,-0.007339,751.88,-0.036289,2.792272,-0.02938,-0.011945
751.9,2.804115,-0.014905,751.9,-0.027078,2.79293,-0.009313,-0.017537
751.92,2.801483,-0.017537,751.92,-0.024446,2.790956,-0.023459,-0.021814
751.94,2.807405,-0.018853,751.94,-0.020827,2.792272,-0.05208,-0.008984
751.96,2.795891,-0.011945,751.96,-0.017537,2.786021,-0.010629,-0.013918
751.98,2.802799,-0.018853,751.98,-0.018524,2.794904,-0.035631,-0.019182
752,2.801812,-0.022472,752,-0.018524,2.790956,-0.017208,-0.017208
752.02,2.802141,-0.013918,752.02,-0.026749,2.793917,-0.015892,-0.019182
752.04,2.803128,-0.012602,752.04,-0.025433,2.786021,-0.013589,-0.019182
752.06,2.799509,-0.000101,752.06,-0.022472,2.787995,-0.017537,-0.017866
752.08,2.802799,-0.013918,752.08,-0.01984,2.787008,-0.014905,-0.012274
752.1,2.798851,-0.019182,752.1,-0.020169,2.801483,-0.018853,-0.013589
752.12,2.794246,-0.020827,752.12,-0.022472,2.796877,-0.015234,-0.022801
752.14,2.79918,-0.019511,752.14,-0.01984,2.795562,-0.016879,-0.017208
752.16,2.79918,-0.025104,752.16,-0.019182,2.776152,-0.016879,-0.021814
752.18,2.80247,-0.015563,752.18,-0.02313,2.78306,-0.009971,-0.049119
752.2,2.799509,-0.034644,752.2,-0.022472,2.792272,-0.014905,-0.018853
752.22,2.796877,-0.013918,752.22,-0.025762,2.786021,-0.008984,-0.014905
752.24,2.798522,-0.016879,752.24,-0.020498,2.792601,-0.012931,-0.02642
752.26,2.798193,-0.015892,752.26,-0.019182,2.782073,-0.017208,-0.020498
752.28,2.79918,-0.011945,752.28,-0.022472,2.790298,-0.012602,-0.012274
752.3,2.800496,-0.016879,752.3,-0.028064,2.788653,-0.016879,-0.011945
752.32,2.799838,-0.01655,752.32,-0.020827,2.793588,-0.044842,-0.015234
752.34,2.79622,-0.024117,752.34,-0.017537,2.788982,-0.014247,-0.018524
752.36,2.792272,-0.012602,752.36,-0.021156,2.775494,-0.015563,-0.020827
752.38,2.795891,-0.016879,752.38,-0.017866,2.790956,-0.010629,0.000228
752.4,2.782402,-0.015563,752.4,-0.019511,2.785363,-0.014247,-0.017866
752.42,2.797864,-0.011616,752.42,-0.02938,2.785363,-0.016221,-0.014576
752.44,2.79622,-0.016879,752.44,-0.02313,2.785692,-0.008984,-0.017537
752.46,2.79293,-0.018524,752.46,-0.01655,2.788982,-0.01326,-0.019182
752.48,2.796549,-0.019182,752.48,-0.019182,2.791285,-0.01326,-0.020498
752.5,2.791943,-0.019511,752.5,-0.018524,2.787666,-0.018195,-0.01655
752.52,2.793588,-0.017208,752.52,-0.022472,2.782731,-0.028064,-0.046816
752.54,2.79622,-0.021814,752.54,-0.035302,2.786021,-0.009971,-0.018195
752.56,2.797864,-0.025104,752.56,-0.018524,2.787666,-0.012274,-0.020827
752.58,2.790627,-0.014247,752.58,-0.017208,2.780758,-0.014905,-0.017208
752.6,2.791614,-0.017866,752.6,-0.023459,2.787666,-0.006023,-0.019182
752.62,2.793917,-0.012602,752.62,-0.031683,2.788653,-0.012931,-0.003391
752.64,2.796549,-0.015234,752.64,-0.023788,2.788653,-0.013589,-0.017208
752.66,2.792272,-0.017208,752.66,-0.032341,2.787995,-0.011945,-0.022472
752.68,2.795562,-0.01655,752.68,-0.02313,2.784047,-0.013589,-0.037276
752.7,2.794575,-0.016879,752.7,-0.015234,2.787008,-0.01326,-0.015563
752.72,2.792601,-0.018853,752.72,-0.018195,2.776481,-0.018195,-0.007668
752.74,2.793588,-0.021814,752.74,-0.017537,2.779771,-0.012931,-0.024775
752.76,2.791943,-0.01984,752.76,-0.025762,2.784047,-0.013589,-0.021485
752.78,2.794246,-0.012931,752.78,-0.018853,2.787008,-0.015563,-0.018853
752.8,2.793259,-0.022801,752.8,-0.020498,2.779442,-0.0103,-0.018195
752.82,2.794575,-0.015234,752.82,-0.015234,2.782073,-0.012602,-0.002733
752.84,2.789969,-0.008326,752.84,-0.019511,2.785692,-0.012274,-0.017537
752.86,2.789969,-0.014576,752.86,-0.006352,2.786679,-0.04254,-0.019182
752.88,2.794246,-0.011616,752.88,-0.020827,2.778455,-0.013918,-0.017866
752.9,2.789311,-0.019511,752.9,-0.021814,2.778126,-0.015892,-0.022801
752.92,2.791285,-0.015563,752.92,-0.009642,2.785034,-0.012274,-0.016221
752.94,2.788653,-0.018195,752.94,-0.020169,2.779771,-0.017208,-0.010629
752.96,2.790298,-0.016879,752.96,-0.015563,2.767598,-0.017537,-0.012931
752.98,2.791943,-0.014247,752.98,-0.020169,2.779771,-0.013918,-0.018853
753,2.788324,-0.018524,753,-0.018195,2.78306,-0.014905,-0.024117
753.02,2.798193,-0.016221,753.02,-0.018524,2.777797,-0.012931,-0.026091
753.04,2.787666,-0.015563,753.04,-0.025104,2.77352,-0.01655,-0.021156
753.06,2.790956,-0.01984,753.06,-0.018195,2.779113,-0.013589,-0.015563
753.08,2.788653,-0.017208,753.08,-0.01984,2.778455,-0.014576,-0.016879
753.1,2.7801,-0.01655,753.1,-0.020498,2.779442,-0.01326,-0.023459
753.12,2.788982,-0.016879,753.12,-0.017208,2.772862,-0.011287,-0.015234
753.14,2.790956,-0.018853,753.14,-0.020169,2.782402,-0.013918,-0.019182
753.16,2.790298,-0.018195,753.16,-0.027078,2.781744,-0.013918,-0.022143
753.18,2.785692,-0.023459,753.18,-0.018195,2.77681,-0.019511,-0.013589
753.2,2.788982,-0.055041,753.2,-0.024117,2.775823,-0.009971,-0.017208
753.22,2.791614,-0.015234,753.22,-0.021156,2.777139,-0.01984,-0.010629
753.24,2.78964,-0.018853,753.24,-0.015892,2.773849,-0.008655,-0.021485
753.26,2.790627,-0.01655,753.26,-0.01655,2.771217,-0.013589,-0.020169
753.28,2.791285,-0.009313,753.28,-0.020827,2.773849,-0.014247,-0.013589
753.3,2.787666,-0.008326,753.3,-0.019182,2.776481,-0.013589,-0.033328
753.32,2.791614,-0.017208,753.32,-0.027407,2.779771,-0.019511,-0.018524
753.34,2.793588,-0.011945,753.34,-0.016879,2.766282,-0.015892,-0.014905
753.36,2.784376,-0.018524,753.36,-0.01655,2.775823,-0.008326,-0.021814
753.38,2.788324,-0.01326,753.38,-0.022801,2.780429,-0.013918,-0.016221
753.4,2.784047,-0.017866,753.4,-0.014576,2.777797,-0.046816,-0.022801
753.42,2.787008,-0.007668,753.42,-0.022472,2.7801,-0.014905,-0.017208
753.44,2.787995,-0.01326,753.44,-0.01655,2.781087,-0.012274,-0.001417
753.46,2.780758,-0.017208,753.46,-0.018853,2.773849,-0.051093,-0.018524
753.48,2.787008,-0.022801,753.48,-0.017537,2.773191,-0.018195,-0.018853
753.5,2.787337,-0.017537,753.5,-0.018853,2.775494,-0.014576,-0.028393
753.52,2.785034,-0.021156,753.52,-0.020169,2.774507,-0.009642,-0.013589
753.54,2.788982,-0.012274,753.54,-0.042869,2.777468,-0.013589,-0.013918
753.56,2.78635,-0.012274,753.56,-0.022143,2.774507,-0.011945,-0.01984
753.58,2.78635,-0.017208,753.58,-0.017537,2.771546,-0.015892,-0.019182
753.6,2.779771,-0.014247,753.6,-0.016221,2.774178,-0.020498,-0.01655
753.62,2.780758,-0.014905,753.62,-0.018853,2.772533,-0.009642,-0.020827
753.64,2.784376,-0.01655,753.64,-0.03925,2.765953,-0.020169,-0.016221
753.66,2.78635,-0.01655,753.66,-0.025762,2.775494,-0.013918,-0.018853
753.68,2.781744,-0.014905,753.68,-0.004049,2.761019,-0.015892,-0.026091
753.7,2.784376,-0.016879,753.7,-0.017537,2.762993,-0.015234,-0.024775
753.72,2.775823,-0.018524,753.72,-0.035631,2.768914,-0.014576,-0.014905
753.74,2.785363,-0.015563,753.74,-0.020498,2.770559,-0.020169,-0.014576
753.76,2.778784,-0.017537,753.76,-0.017208,2.773849,-0.014247,-0.022801
753.78,2.778126,-0.014247,753.78,-0.022801,2.774178,-0.01655,-0.019182
753.8,2.779113,-0.014905,753.8,-0.01655,2.771217,-0.012602,-0.018195
753.82,2.783718,-0.018853,753.82,-0.015892,2.772533,-0.015892,-0.017208
753.84,2.780758,-0.016879,753.84,-0.01984,2.770888,-0.014576,-0.022801
753.86,2.780758,-0.021814,753.86,-0.020498,2.764967,-0.011287,-0.019182
753.88,2.779771,-0.017208,753.88,-0.01655,2.785363,-0.012274,-0.016221
753.9,2.778126,-0.011287,753.9,-0.020498,2.770559,-0.015563,-0.018195
753.92,2.780429,-0.034973,753.92,-0.019511,2.756742,-0.015563,-0.018853
753.94,2.775165,-0.017208,753.94,-0.014247,2.764638,-0.009971,-0.017208
753.96,2.775823,-0.014247,753.96,-0.018195,2.771875,-0.012602,-0.017537
753.98,2.777139,-0.014247,753.98,-0.018853,2.770888,-0.009642,-0.020169
754,2.778784,-0.012274,754,-0.020498,2.764309,-0.012274,-0.0103
754.02,2.777139,-0.012274,754.02,-0.017208,2.76694,-0.018195,-0.014905
754.04,2.772533,-0.014247,754.04,-0.015892,2.77023,-0.010958,-0.012602
754.06,2.772533,-0.011945,754.06,-0.019511,2.771875,-0.018524,-0.013589
754.08,2.773849,-0.010958,754.08,-0.057673,2.767927,-0.040566,-0.019511
754.1,2.773849,-0.011616,754.1,-0.02313,2.764309,-0.011287,-0.014576
754.12,2.768585,-0.012602,754.12,-0.018853,2.767927,-0.011945,-0.030038
