wl,ref_1,GaAs_1,wl_bg,bg_1,ref_2,GaAs_2,bg_2
916.02,2.456055,1.085529,,,2.441909,1.075989,
916.04,2.460003,1.092109,,,2.445528,1.074673,
916.06,2.460332,1.089806,,,2.444212,1.077963,
916.08,2.457371,1.089477,,,2.441909,1.076318,
916.1,2.461648,1.088819,,,2.447173,1.04671,
916.12,2.460003,1.065791,,,2.441909,1.079937,
916.14,2.457371,1.089477,,,2.439936,1.07237,
916.16,2.45474,1.086187,,,2.446844,1.083227,
916.18,2.452766,1.088819,,,2.441251,1.075989,
916.2,2.458029,1.091122,,,2.445199,1.073028,
916.22,2.446844,1.097702,,,2.441251,1.073686,
916.24,2.459674,1.096057,,,2.444212,1.077634,
916.26,2.45474,1.094741,,,2.445199,1.077305,
916.28,2.453095,1.093754,,,2.443225,1.080924,
916.3,2.454411,1.093754,,,2.426776,1.080924,
916.32,2.461977,1.097373,,,2.440264,1.083227,
916.34,2.455069,1.092767,,,2.445528,1.085529,
916.36,2.458358,1.096386,,,2.445199,1.078621,
916.38,2.454082,1.095728,,,2.442238,1.072699,
916.4,2.455726,1.096057,,,2.44158,1.078621,
916.42,2.453095,1.100991,,,2.446515,1.081911,
916.44,2.448818,1.09836,,,2.449147,1.083227,
916.46,2.460661,1.092109,,,2.451779,1.086845,
916.48,2.458358,1.094412,,,2.443883,1.080595,
916.5,2.456713,1.097702,,,2.44158,1.087174,
916.52,2.4577,1.096386,,,2.442896,1.080595,
916.54,2.46428,1.090135,,,2.450463,1.082898,
916.56,2.459345,1.09178,,,2.451121,1.082569,
916.58,2.451121,1.092438,,,2.444541,1.087503,
916.6,2.462306,1.092438,,,2.445528,1.087174,
916.62,2.436975,1.102636,,,2.447831,1.068093,
916.64,2.459674,1.095728,,,2.453424,1.084871,
916.66,2.459016,1.098689,,,2.452437,1.089477,
916.68,2.460332,1.104939,,,2.447502,1.086516,
916.7,2.455398,1.099675,,,2.453424,1.086187,
916.72,2.456713,1.09836,,,2.449805,1.088161,
916.74,2.456384,1.096386,,,2.44158,1.085858,
916.76,2.461977,1.100662,,,2.449805,1.086516,
916.78,2.463951,1.105268,,,2.434014,1.089806,
916.8,2.468557,1.098689,,,2.449476,1.084871,
916.82,2.46099,1.099018,,,2.443554,1.086845,
916.84,2.474149,1.07237,,,2.449476,1.087174,
916.86,2.457371,1.100333,,,2.449805,1.087174,
916.88,2.470202,1.097044,,,2.445528,1.085858,
916.9,2.469873,1.104281,,,2.445528,1.081911,
916.92,2.464609,1.098031,,,2.442238,1.092438,
916.94,2.465925,1.099018,,,2.44816,1.090464,
916.96,2.463622,1.106584,,,2.442567,1.088161,
916.98,2.468228,1.105597,,,2.45145,1.088161,
917,2.464609,1.08224,,,2.45145,1.087174,
917.02,2.470202,1.097702,,,2.450463,1.088819,
917.04,2.467241,1.100333,,,2.443554,1.086187,
917.06,2.468228,1.105268,,,2.434672,1.097702,
917.08,2.459674,1.102636,,,2.448489,1.091451,
917.1,2.469215,1.104939,,,2.450134,1.089806,
917.12,2.461648,1.110203,,,2.453095,1.092109,
917.14,2.467241,1.104281,,,2.452766,1.086845,
917.16,2.469215,1.105597,,,2.447502,1.088819,
917.18,2.45474,1.103952,,,2.453424,1.09178,
917.2,2.465925,1.10132,,,2.434672,1.089148,
917.22,2.468228,1.105597,,,2.44816,1.09507,
917.24,2.463622,1.099346,,,2.450792,1.091451,
917.26,2.461977,1.083556,,,2.45474,1.084542,
917.28,2.468886,1.110532,,,2.436975,1.091451,
917.3,2.470531,1.101978,,,2.44816,1.089806,
917.32,2.46757,1.107242,,,2.453095,1.095728,
917.34,2.468886,1.105597,,,2.452108,1.092438,
917.36,2.465596,1.103952,,,2.45145,1.096057,
917.38,2.471846,1.104939,,,2.45145,1.092438,
917.4,2.467241,1.104281,,,2.450134,1.095728,
917.42,2.465596,1.103952,,,2.451779,1.092109,
917.44,2.465925,1.11119,,,2.450792,1.094083,
917.46,2.464938,1.1079,,,2.44816,1.071383,
917.48,2.462964,1.103294,,,2.450463,1.089806,
917.5,2.468886,1.103952,,,2.45474,1.094412,
917.52,2.464609,1.104939,,,2.448818,1.094741,
917.54,2.467241,1.106584,,,2.451121,1.093425,
917.56,2.462964,1.105597,,,2.452437,1.090135,
917.58,2.467899,1.105597,,,2.451121,1.093425,
917.6,2.46428,1.109216,,,2.456384,1.084542,
917.62,2.465925,1.09178,,,2.452437,1.09178,
917.64,2.465925,1.1079,,,2.450463,1.090135,
917.66,2.463293,1.083884,,,2.455726,1.097702,
917.68,2.456055,1.107571,,,2.449147,1.083556,
917.7,2.468886,1.108558,,,2.450134,1.090135,
917.72,2.459674,1.111519,,,2.447831,1.089148,
917.74,2.466583,1.105268,,,2.455726,1.091122,
917.76,2.465596,1.106584,,,2.448489,1.097044,
917.78,2.472833,1.107242,,,2.452108,1.089477,
917.8,2.469544,1.104281,,,2.458029,1.095399,
917.82,2.46757,1.108229,,,2.45474,1.096057,
917.84,2.470202,1.109874,,,2.454411,1.092109,
917.86,2.470202,1.105926,,,2.456055,1.085858,
917.88,2.472833,1.106584,,,2.444541,1.092109,
917.9,2.466912,1.107571,,,2.453424,1.093425,
917.92,2.468557,1.090135,,,2.434672,1.091122,
917.94,2.470531,1.103952,,,2.452437,1.09507,
917.96,2.471846,1.105597,,,2.458029,1.095399,
917.98,2.468557,1.105268,,,2.4577,1.091451,
918,2.474807,1.10461,,,2.453424,1.099018,
918.02,2.473162,1.1079,,,2.454411,1.090464,
918.04,2.467899,1.109216,,,2.453753,1.097702,
918.06,2.469873,1.109216,,,2.451779,1.091451,
918.08,2.467899,1.109216,,,2.456384,1.097373,
918.1,2.467899,1.11119,,,2.460661,1.094412,
918.12,2.471846,1.110532,,,2.460003,1.095728,
918.14,2.466583,1.103294,,,2.475794,1.100991,
918.16,2.471188,1.107242,,,2.459674,1.098031,
918.18,2.474149,1.107571,,,2.461977,1.0852,
918.2,2.474807,1.111848,,,2.4577,1.07566,
918.22,2.472175,1.111519,,,2.454082,1.092109,
918.24,2.468886,1.111848,,,2.461977,1.094741,
918.26,2.467899,1.111848,,,2.461977,1.090135,
918.28,2.474149,1.106584,,,2.458029,1.100662,
918.3,2.475794,1.110203,,,2.456713,1.088819,
918.32,2.472504,1.106584,,,2.459016,1.103952,
918.34,2.470202,1.111848,,,2.458029,1.093425,
918.36,2.475465,1.110532,,,2.444541,1.094083,
918.38,2.470531,1.109216,,,2.458358,1.092109,
918.4,2.474149,1.107242,,,2.463622,1.093425,
918.42,2.465267,1.108558,,,2.458358,1.094412,
918.44,2.473491,1.106584,,,2.458029,1.100004,
918.46,2.47382,1.105926,,,2.454082,1.09507,
918.48,2.468886,1.111848,,,2.455398,1.098031,
918.5,2.47086,1.106255,,,2.461648,1.092767,
918.52,2.469544,1.110532,,,2.464938,1.093754,
918.54,2.469215,1.111519,,,2.462964,1.093425,
918.56,2.469873,1.116124,,,2.462964,1.093754,
918.58,2.474807,1.114151,,,2.459674,1.098031,
918.6,2.474478,1.106913,,,2.460332,1.094741,
918.62,2.469215,1.107571,,,2.457371,1.098689,
918.64,2.445857,1.112506,,,2.440264,1.089806,
918.66,2.469873,1.106584,,,2.461319,1.097044,
918.68,2.475465,1.106255,,,2.457371,1.092767,
918.7,2.475136,1.105926,,,2.461319,1.084871,
918.72,2.478755,1.111848,,,2.46099,1.095728,
918.74,2.474478,1.110861,,,2.460661,1.087832,
918.76,2.474478,1.11119,,,2.458029,1.092109,
918.78,2.472833,1.10461,,,2.456384,1.095399,
918.8,2.47382,1.106584,,,2.459345,1.092767,
918.82,2.474807,1.107242,,,2.463622,1.098031,
918.84,2.469873,1.112506,,,2.459674,1.094083,
918.86,2.475136,1.11119,,,2.46099,1.101649,
918.88,2.477439,1.115466,,,2.464938,1.095399,
918.9,2.474149,1.084871,,,2.462306,1.102965,
918.92,2.466583,1.110532,,,2.462964,1.099346,
918.94,2.479742,1.112835,,,2.478426,1.078621,
918.96,2.475465,1.106584,,,2.458687,1.096057,
918.98,2.471188,1.112835,,,2.468228,1.08224,
919,2.474149,1.106913,,,2.467241,1.10132,
919.02,2.478097,1.123033,,,2.459674,1.099346,
919.04,2.478097,1.111519,,,2.461648,1.102636,
919.06,2.480071,1.110203,,,2.467241,1.099018,
919.08,2.475136,1.114809,,,2.449805,1.101649,
919.1,2.472175,1.111519,,,2.456713,1.10132,
919.12,2.473491,1.113822,,,2.461648,1.11448,
919.14,2.472833,1.110532,,,2.468886,1.073028,
919.16,2.483032,1.113493,,,2.464609,1.074344,
919.18,2.488295,1.113822,,,2.446186,1.100333,
919.2,2.478755,1.120401,,,2.462306,1.103623,
919.22,2.481058,1.119743,,,2.465596,1.102965,
919.24,2.474807,1.113822,,,2.462964,1.1079,
919.26,2.476452,1.112506,,,2.46428,1.103294,
919.28,2.475136,1.116782,,,2.463622,1.102307,
919.3,2.473491,1.111848,,,2.461648,1.094412,
919.32,2.478097,1.11119,,,2.465267,1.103623,
919.34,2.478097,1.114809,,,2.465596,1.100333,
919.36,2.479084,1.110532,,,2.46428,1.106584,
919.38,2.479084,1.119414,,,2.469215,1.099675,
919.4,2.483361,1.113822,,,2.463293,1.100662,
919.42,2.475465,1.112177,,,2.461648,1.099346,
919.44,2.484019,1.117111,,,2.464609,1.103623,
919.46,2.476123,1.116782,,,2.468228,1.100662,
919.48,2.478097,1.09507,,,2.458687,1.105597,
919.5,2.480729,1.11448,,,2.46428,1.106584,
919.52,2.478097,1.120072,,,2.465267,1.108229,
919.54,2.481716,1.120401,,,2.469873,1.104281,
919.56,2.482703,1.120401,,,2.479742,1.105268,
919.58,2.480071,1.11448,,,2.463951,1.10461,
919.6,2.480071,1.094412,,,2.460661,1.103623,
919.62,2.481716,1.11119,,,2.469544,1.103623,
919.64,2.484019,1.118098,,,2.46099,1.106913,
919.66,2.481716,1.121059,,,2.466583,1.108887,
919.68,2.481058,1.11744,,,2.464609,1.108887,
919.7,2.482374,1.122704,,,2.449147,1.087174,
919.72,2.458029,1.122704,,,2.466254,1.110203,
919.74,2.484677,1.118098,,,2.463951,1.106255,
919.76,2.482374,1.118756,,,2.467241,1.109216,
919.78,2.482374,1.123033,,,2.468557,1.105926,
919.8,2.480729,1.12073,,,2.467899,1.103952,
919.82,2.483032,1.124678,,,2.464938,1.110532,
919.84,2.484019,1.123362,,,2.461648,1.1079,
919.86,2.48369,1.127968,,,2.464938,1.090135,
919.88,2.484019,1.125336,,,2.465925,1.110861,
919.9,2.485664,1.125994,,,2.467241,1.11119,
919.92,2.483361,1.118098,,,2.465267,1.108558,
919.94,2.479413,1.119085,,,2.463951,1.110203,
919.96,2.4804,1.118427,,,2.463951,1.107242,
919.98,2.482374,1.123033,,,2.465596,1.106584,
920,2.479413,1.127968,,,2.466254,1.106913,
920.02,2.484348,1.124678,,,2.459345,1.11119,
920.04,2.484019,1.126323,,,2.468228,1.104939,
920.06,2.483361,1.121059,,,2.46428,1.109874,
920.08,2.485335,1.118756,,,2.466254,1.108887,
920.1,2.48369,1.119085,,,2.464938,1.113822,
920.12,2.482045,1.120401,,,2.465596,1.111519,
920.14,2.484348,1.12073,,,2.463951,1.109545,
920.16,2.482703,1.119743,,,2.466912,1.1079,
920.18,2.469873,1.123362,,,2.466583,1.094412,
920.2,2.482374,1.128955,,,2.466254,1.108229,
920.22,2.4804,1.126652,,,2.459016,1.109545,
920.24,2.482703,1.123691,,,2.471188,1.113493,
920.26,2.485664,1.122375,,,2.463293,1.112835,
920.28,2.486979,1.120401,,,2.462306,1.096715,
920.3,2.488295,1.124349,,,2.470531,1.110203,
920.32,2.486979,1.123691,,,2.46757,1.102636,
920.34,2.487637,1.122375,,,2.484348,1.089477,
920.36,2.49981,1.127639,,,2.47086,1.110861,
920.38,2.486322,1.117769,,,2.459674,1.109545,
920.4,2.486979,1.123033,,,2.468886,1.109216,
920.42,2.484348,1.124678,,,2.466583,1.112177,
920.44,2.482703,1.106255,,,2.471517,1.108229,
920.46,2.48665,1.123691,,,2.44816,1.105926,
920.48,2.484019,1.122375,,,2.468228,1.109545,
920.5,2.485006,1.120401,,,2.472175,1.108229,
920.52,2.488295,1.128955,,,2.47086,1.107571,
920.54,2.492901,1.123033,,,2.448489,1.112506,
920.56,2.488953,1.12073,,,2.46428,1.110532,
920.58,2.491914,1.123033,,,2.473491,1.109545,
920.6,2.482374,1.122375,,,2.469544,1.109216,
920.62,2.488953,1.123033,,,2.475794,1.102965,
920.64,2.487308,1.122704,,,2.47711,1.110861,
920.66,2.485993,1.117769,,,2.472833,1.105926,
920.68,2.485993,1.109874,,,2.468228,1.109874,
920.7,2.489611,1.115795,,,2.469544,1.102307,
920.72,2.479413,1.118427,,,2.465267,1.107571,
920.74,2.485664,1.124678,,,2.462306,1.107242,
920.76,2.490927,1.121717,,,2.471517,1.109216,
920.78,2.488295,1.120401,,,2.475465,1.101978,
920.8,2.487308,1.136521,,,2.475794,1.109216,
920.82,2.488624,1.126323,,,2.466254,1.105926,
920.84,2.485664,1.120401,,,2.469215,1.109216,
920.86,2.481058,1.101978,,,2.476452,1.107242,
920.88,2.487308,1.120072,,,2.472504,1.114809,
920.9,2.488295,1.121388,,,2.474149,1.104939,
920.92,2.492901,1.125665,,,2.469544,1.110203,
920.94,2.488295,1.120072,,,2.466912,1.105268,
920.96,2.491256,1.111848,,,2.471517,1.106255,
920.98,2.491256,1.097373,,,2.463622,1.100991,
921,2.488953,1.122046,,,2.469544,1.115137,
921.02,2.493888,1.121717,,,2.476452,1.111848,
921.04,2.488953,1.122046,,,2.469544,1.113164,
921.06,2.489611,1.098689,,,2.469873,1.109545,
921.08,2.490598,1.125007,,,2.472504,1.109545,
921.1,2.488953,1.118756,,,2.469544,1.103623,
921.12,2.47711,1.123362,,,2.474149,1.114151,
921.14,2.49323,1.122046,,,2.474149,1.104939,
921.16,2.490927,1.123362,,,2.474478,1.102965,
921.18,2.491585,1.121388,,,2.482703,1.1079,
921.2,2.488953,1.121388,,,2.474149,1.1079,
921.22,2.494546,1.121059,,,2.470202,1.109545,
921.24,2.493888,1.128626,,,2.475136,1.105597,
921.26,2.475794,1.119085,,,2.472175,1.110203,
921.28,2.49323,1.125336,,,2.476781,1.106255,
921.3,2.491256,1.125665,,,2.478426,1.109874,
921.32,2.490269,1.118098,,,2.472504,1.111848,
921.34,2.484019,1.12402,,,2.480071,1.108887,
921.36,2.461977,1.125665,,,2.477768,1.110861,
921.38,2.490269,1.128955,,,2.473162,1.112835,
921.4,2.490598,1.117769,,,2.476452,1.108887,
921.42,2.491585,1.12073,,,2.475794,1.118427,
921.44,2.488295,1.117111,,,2.458029,1.113164,
921.46,2.481716,1.122046,,,2.476452,1.119414,
921.48,2.495862,1.119414,,,2.472175,1.115137,
921.5,2.500139,1.122704,,,2.471846,1.115137,
921.52,2.490598,1.122704,,,2.480729,1.109216,
921.54,2.49323,1.127968,,,2.476781,1.109216,
921.56,2.492243,1.126652,,,2.479742,1.112835,
921.58,2.490598,1.128297,,,2.476452,1.110203,
921.6,2.495204,1.126323,,,2.481058,1.115795,
921.62,2.494546,1.124678,,,2.47711,1.106584,
921.64,2.497836,1.125336,,,2.468228,1.117111,
921.66,2.493559,1.125665,,,2.47086,1.114151,
921.68,2.496849,1.128297,,,2.47711,1.116124,
921.7,2.500468,1.129613,,,2.478097,1.111848,
921.72,2.494217,1.122046,,,2.480071,1.118098,
921.74,2.478426,1.112835,,,2.478426,1.123691,
921.76,2.486322,1.132244,,,2.481716,1.11744,
921.78,2.495533,1.118098,,,2.470531,1.118427,
921.8,2.494546,1.121059,,,2.478097,1.116453,
921.82,2.501126,1.125007,,,2.476123,1.113822,
921.84,2.496849,1.102965,,,2.482703,1.125665,
921.86,2.489611,1.128297,,,2.480071,1.128626,
921.88,2.492901,1.130599,,,2.488624,1.113493,
921.9,2.49981,1.130599,,,2.478426,1.119743,
921.92,2.491914,1.129284,,,2.476123,1.115466,
921.94,2.491914,1.123033,,,2.479084,1.118427,
921.96,2.508692,1.12073,,,2.478755,1.116453,
921.98,2.490598,1.131257,,,2.477768,1.120072,
922,2.495862,1.127639,,,2.481716,1.116453,
922.02,2.494217,1.131586,,,2.482374,1.120401,
922.04,2.496191,1.130928,,,2.480071,1.121388,
922.06,2.500139,1.126652,,,2.4804,1.118427,
922.08,2.496191,1.131257,,,2.475136,1.119743,
922.1,2.49652,1.125994,,,2.482374,1.116453,
922.12,2.495533,1.125336,,,2.47711,1.119743,
922.14,2.500468,1.120401,,,2.485006,1.121717,
922.16,2.494875,1.128297,,,2.484348,1.117111,
922.18,2.500139,1.131586,,,2.4804,1.12073,
922.2,2.500139,1.130928,,,2.475136,1.121059,
922.22,2.495862,1.129284,,,2.472175,1.124349,
922.24,2.491256,1.132573,,,2.481058,1.118756,
922.26,2.493559,1.131257,,,2.483032,1.099346,
922.28,2.493888,1.129942,,,2.485664,1.11744,
922.3,2.500468,1.135205,,,2.48665,1.120401,
922.32,2.502112,1.109874,,,2.483032,1.119414,
922.34,2.49652,1.131915,,,2.47711,1.121717,
922.36,2.494217,1.130599,,,2.479742,1.103294,
922.38,2.504086,1.133231,,,2.48369,1.123033,
922.4,2.499152,1.132573,,,2.482374,1.121059,
922.42,2.496849,1.134547,,,2.48369,1.122704,
922.44,2.488953,1.134876,,,2.481716,1.120072,
922.46,2.478426,1.104939,,,2.48665,1.122704,
922.48,2.495533,1.136192,,,2.487308,1.121059,
922.5,2.509021,1.104281,,,2.482374,1.11744,
922.52,2.494875,1.129613,,,2.481058,1.123362,
922.54,2.494875,1.137508,,,2.484019,1.123033,
922.56,2.494875,1.13685,,,2.487966,1.122375,
922.58,2.498494,1.13356,,,2.486322,1.12073,
922.6,2.488295,1.128955,,,2.479742,1.12073,
922.62,2.499152,1.135534,,,2.482374,1.095728,
922.64,2.497507,1.130271,,,2.47711,1.119414,
922.66,2.501126,1.132244,,,2.482374,1.118756,
922.68,2.494875,1.136521,,,2.482374,1.117769,
922.7,2.495204,1.135205,,,2.486322,1.12073,
922.72,2.500139,1.139811,,,2.479413,1.100004,
922.74,2.500797,1.147048,,,2.483361,1.122704,
922.76,2.498823,1.131915,,,2.480071,1.12073,
922.78,2.495862,1.114809,,,2.481058,1.116453,
922.8,2.497178,1.134218,,,2.480729,1.129942,
922.82,2.500797,1.121059,,,2.484019,1.12073,
922.84,2.498165,1.129613,,,2.482374,1.117769,
922.86,2.503757,1.134876,,,2.467899,1.121388,
922.88,2.499152,1.136192,,,2.481716,1.115795,
922.9,2.504086,1.137179,,,2.485664,1.119414,
922.92,2.497836,1.131915,,,2.484348,1.118098,
922.94,2.501126,1.13356,,,2.486979,1.126323,
922.96,2.500797,1.130271,,,2.478097,1.120072,
922.98,2.501784,1.129284,,,2.488295,1.12073,
923,2.504744,1.130599,,,2.487637,1.11744,
923.02,2.50277,1.129613,,,2.48665,1.12402,
923.04,2.499481,1.109874,,,2.484677,1.115466,
923.06,2.500797,1.110861,,,2.484019,1.121059,
923.08,2.498494,1.127639,,,2.488953,1.114809,
923.1,2.500797,1.133889,,,2.490269,1.122046,
923.12,2.503428,1.131586,,,2.482374,1.117769,
923.14,2.498823,1.130928,,,2.476781,1.12402,
923.16,2.500139,1.134876,,,2.486979,1.116124,
923.18,2.503099,1.136192,,,2.489282,1.130928,
923.2,2.495204,1.129284,,,2.487966,1.12402,
923.22,2.501455,1.136192,,,2.488953,1.117769,
923.24,2.497836,1.134218,,,2.495862,1.121059,
923.26,2.497507,1.131586,,,2.482703,1.118427,
923.28,2.503428,1.129942,,,2.475136,1.121059,
923.3,2.505731,1.130271,,,2.488953,1.118756,
923.32,2.504086,1.128955,,,2.487637,1.121717,
923.34,2.504415,1.13356,,,2.485664,1.118756,
923.36,2.506718,1.135534,,,2.485993,1.11744,
923.38,2.501784,1.129284,,,2.486322,1.119085,
923.4,2.495204,1.131257,,,2.487637,1.122046,
923.42,2.513298,1.130928,,,2.484348,1.121717,
923.44,2.498823,1.126981,,,2.48665,1.126323,
923.46,2.501126,1.129942,,,2.487637,1.122704,
923.48,2.500139,1.136192,,,2.484019,1.124349,
923.5,2.502112,1.133231,,,2.486979,1.118427,
923.52,2.500139,1.137179,,,2.485993,1.118756,
923.54,2.503428,1.122375,,,2.488295,1.126323,
923.56,2.49981,1.130271,,,2.490927,1.1079,
923.58,2.507705,1.129942,,,2.489611,1.119085,
923.6,2.505731,1.130599,,,2.487308,1.122046,
923.62,2.504744,1.132573,,,2.488295,1.126652,
923.64,2.501784,1.136521,,,2.484019,1.122375,
923.66,2.50935,1.140798,,,2.490598,1.119743,
923.68,2.503757,1.128297,,,2.489282,1.12073,
923.7,2.509021,1.133231,,,2.485006,1.125665,
923.72,2.510008,1.130599,,,2.494546,1.126981,
923.74,2.508034,1.135534,,,2.487308,1.127639,
923.76,2.509679,1.139153,,,2.459016,1.125007,
923.78,2.502441,1.132244,,,2.490598,1.125007,
923.8,2.501126,1.132244,,,2.487637,1.125665,
923.82,2.496849,1.137508,,,2.486979,1.119743,
923.84,2.50277,1.137508,,,2.498494,1.102965,
923.86,2.505402,1.140469,,,2.491256,1.124349,
923.88,2.505731,1.132244,,,2.487308,1.131257,
923.9,2.506718,1.137508,,,2.491256,1.126652,
923.92,2.50606,1.137837,,,2.487966,1.126652,
923.94,2.50606,1.136192,,,2.492901,1.127639,
923.96,2.501784,1.138166,,,2.494217,1.115795,
923.98,2.49981,1.139482,,,2.491914,1.125336,
924,2.505731,1.140798,,,2.481387,1.130928,
924.02,2.507047,1.143759,,,2.492901,1.125007,
924.04,2.508034,1.145404,,,2.487308,1.128955,
924.06,2.503757,1.142114,,,2.490927,1.129613,
924.08,2.492243,1.137837,,,2.487637,1.127968,
924.1,2.503757,1.140469,,,2.48994,1.124349,
924.12,2.506718,1.14014,,,2.495862,1.130928,
924.14,2.508363,1.137179,,,2.493888,1.123033,
924.16,2.501455,1.112177,,,2.492572,1.112506,
924.18,2.503757,1.136521,,,2.494875,1.127968,
924.2,2.508692,1.138824,,,2.490598,1.11448,
924.22,2.506389,1.139482,,,2.488953,1.127968,
924.24,2.508692,1.140798,,,2.490927,1.126981,
924.26,2.509679,1.134547,,,2.495204,1.127968,
924.28,2.510666,1.135534,,,2.491914,1.127639,
924.3,2.509021,1.139482,,,2.490927,1.128955,
924.32,2.50935,1.138495,,,2.487308,1.130599,
924.34,2.504744,1.116782,,,2.497836,1.126323,
924.36,2.508692,1.139482,,,2.498823,1.132573,
924.38,2.505073,1.14343,,,2.493888,1.120401,
924.4,2.508692,1.119085,,,2.494546,1.130271,
924.42,2.510337,1.141785,,,2.493888,1.129613,
924.44,2.507047,1.139482,,,2.494546,1.128626,
924.46,2.507376,1.144746,,,2.494875,1.131586,
924.48,2.51264,1.140469,,,2.494546,1.129613,
924.5,2.514943,1.142114,,,2.48994,1.134218,
924.52,2.509679,1.137179,,,2.496191,1.125336,
924.54,2.511653,1.145075,,,2.489611,1.134218,
924.56,2.513298,1.142114,,,2.492243,1.125994,
924.58,2.506389,1.143101,,,2.495204,1.132573,
924.6,2.500139,1.141456,,,2.494217,1.130928,
924.62,2.509021,1.144417,,,2.498494,1.131915,
924.64,2.509679,1.138824,,,2.491585,1.131257,
924.66,2.513298,1.137179,,,2.505731,1.133231,
924.68,2.511982,1.138824,,,2.498494,1.130599,
924.7,2.505731,1.145404,,,2.495533,1.129284,
924.72,2.505731,1.145075,,,2.495862,1.131257,
924.74,2.511982,1.141456,,,2.492901,1.114151,
924.76,2.516259,1.136521,,,2.498494,1.128955,
924.78,2.511653,1.139482,,,2.493559,1.126323,
924.8,2.508692,1.137837,,,2.492243,1.132244,
924.82,2.514943,1.111848,,,2.498165,1.131915,
924.84,2.510666,1.142772,,,2.493559,1.123033,
924.86,2.510666,1.142772,,,2.494546,1.126981,
924.88,2.507047,1.142114,,,2.494875,1.118427,
924.9,2.514943,1.137837,,,2.491256,1.129284,
924.92,2.51264,1.14014,,,2.494875,1.125007,
924.94,2.513298,1.143759,,,2.497178,1.132573,
924.96,2.509679,1.139153,,,2.494546,1.122704,
924.98,2.511982,1.144417,,,2.502112,1.128297,
925,2.50935,1.13356,,,2.498165,1.11744,
925.02,2.501126,1.135534,,,2.494875,1.126652,
925.04,2.511653,1.140469,,,2.491914,1.131586,
925.06,2.514614,1.138495,,,2.495862,1.122046,
925.08,2.514285,1.13685,,,2.496849,1.126323,
925.1,2.513627,1.137508,,,2.493888,1.119414,
925.12,2.510337,1.138166,,,2.496849,1.125007,
925.14,2.506718,1.139153,,,2.489611,1.12402,
925.16,2.514285,1.152312,,,2.497507,1.122046,
925.18,2.505731,1.138824,,,2.495862,1.128626,
925.2,2.50935,1.143101,,,2.500468,1.123362,
925.22,2.501126,1.14014,,,2.498823,1.128297,
925.24,2.50935,1.140798,,,2.49652,1.125994,
925.26,2.49981,1.139811,,,2.499481,1.123691,
925.28,2.510666,1.139482,,,2.498165,1.126323,
925.3,2.50935,1.138166,,,2.497836,1.135534,
925.32,2.510666,1.14343,,,2.497178,1.128626,
925.34,2.515272,1.144746,,,2.501784,1.111519,
925.36,2.515272,1.140469,,,2.495204,1.130271,
925.38,2.514285,1.145404,,,2.500139,1.129942,
925.4,2.51593,1.143101,,,2.501784,1.133231,
925.42,2.517575,1.140469,,,2.49981,1.129942,
925.44,2.518561,1.123691,,,2.496191,1.130271,
925.46,2.517903,1.14014,,,2.501455,1.128297,
925.48,2.520864,1.145733,,,2.492572,1.130271,
925.5,2.51264,1.140798,,,2.484348,1.116124,
925.52,2.516259,1.141127,,,2.49981,1.130599,
925.54,2.501784,1.143101,,,2.503099,1.125665,
925.56,2.515272,1.138495,,,2.504744,1.131586,
925.58,2.505402,1.147706,,,2.500797,1.130271,
925.6,2.518232,1.138824,,,2.502441,1.135205,
925.62,2.501455,1.139153,,,2.502441,1.127968,
925.64,2.518232,1.14639,,,2.500139,1.130928,
925.66,2.516917,1.145075,,,2.499152,1.130928,
925.68,2.51593,1.148035,,,2.504415,1.129613,
925.7,2.51264,1.145733,,,2.503757,1.134218,
925.72,2.51889,1.147048,,,2.499481,1.130271,
925.74,2.519877,1.118098,,,2.50277,1.138495,
925.76,2.518232,1.150338,,,2.500139,1.129284,
925.78,2.52547,1.142443,,,2.498165,1.135863,
925.8,2.514943,1.146719,,,2.501126,1.102965,
925.82,2.515272,1.146719,,,2.500468,1.136521,
925.84,2.517246,1.133889,,,2.49652,1.131586,
925.86,2.517575,1.144746,,,2.505731,1.136521,
925.88,2.51889,1.141785,,,2.483361,1.132244,
925.9,2.521522,1.129942,,,2.493888,1.132244,
925.92,2.514285,1.14343,,,2.498823,1.137179,
925.94,2.519548,1.141785,,,2.501455,1.12073,
925.96,2.524483,1.142114,,,2.501126,1.101649,
925.98,2.514943,1.150338,,,2.501126,1.134218,
926,2.521522,1.150338,,,2.504744,1.132573,
926.02,2.523167,1.146062,,,2.503099,1.14014,
926.04,2.513627,1.145404,,,2.499152,1.133889,
926.06,2.50606,1.147377,,,2.498494,1.13685,
926.08,2.513298,1.145733,,,2.50606,1.139482,
926.1,2.513298,1.14639,,,2.500139,1.129613,
926.12,2.519548,1.14343,,,2.502112,1.137179,
926.14,2.519548,1.148693,,,2.504744,1.138824,
926.16,2.516917,1.123691,,,2.500468,1.135863,
926.18,2.522509,1.150009,,,2.502441,1.13685,
926.2,2.517575,1.148693,,,2.504744,1.134218,
926.22,2.521193,1.14639,,,2.504744,1.140798,
926.24,2.520535,1.14343,,,2.504086,1.127968,
926.26,2.520206,1.144746,,,2.499481,1.138824,
926.28,2.524483,1.151983,,,2.505402,1.137179,
926.3,2.52218,1.150667,,,2.498494,1.136521,
926.32,2.526786,1.147377,,,2.497178,1.108887,
926.34,2.52218,1.150996,,,2.504415,1.143759,
