wl,hg_1,hg_2,bg_1,bg_2
459.34,0.006807,0.006478,0.003517,0.006807
459.36,0.00911,0.007136,0.002202,0.001544
459.38,0.010426,0.008123,0.002202,0.006149
459.4,0.008452,0.008781,0.003517,0.004833
459.42,0.010426,0.009439,0.004504,0.003517
459.44,0.005162,0.005491,0.001215,0.001544
459.46,0.007794,0.008781,0.002531,0.003189
459.48,0.007794,0.008123,0.001544,0.007136
459.5,0.011084,0.010097,0.001873,0.005491
459.52,0.008781,0.00911,0.001215,0.007136
459.54,0.011084,0.00911,0.002531,0.003517
459.56,0.009768,0.005162,0.003189,0.004504
459.58,0.010097,0.005491,0.004175,0.003846
459.6,0.008452,0.007794,0.001873,0.005162
459.62,0.00911,0.007794,0.003846,0.003517
459.64,0.00911,0.007136,0.003189,0.004175
459.66,0.00911,0.008123,0.002531,0.006478
459.68,0.006807,0.010755,0.005491,0.00286
459.7,0.008781,0.006807,0.002531,0.005162
459.72,0.008452,0.00582,0.002202,0.003517
459.74,0.00582,0.008452,0.003517,0.003189
459.76,0.008781,0.00582,0.00582,0.003846
459.78,0.009768,0.010426,0.001544,0.004175
459.8,0.007465,0.00911,0.001544,0.003189
459.82,0.010755,0.006478,0.002531,0.00582
459.84,0.009768,0.007136,0.001215,0.005162
459.86,0.012729,0.010426,0.004504,0.004504
459.88,0.008452,0.00582,0.004504,0.006807
459.9,0.009439,0.008781,0.000557,0.005162
459.92,0.007465,0.007794,0.000228,0.00582
459.94,0.00911,0.006807,0.003517,0.006807
459.96,0.010097,0.009768,0.00286,0.006478
459.98,0.007794,0.007136,0.00286,0.007136
460,0.006149,0.008781,0.003517,0.007465
460.02,0.009439,0.00911,0.001215,0.005491
460.04,0.008123,0.006478,0.001215,0.00582
460.06,0.008123,0.007465,0.005162,0.006807
460.08,0.006807,0.006807,0.001544,0.00582
460.1,0.007794,0.004175,0.002202,0.005162
460.12,0.007465,0.006807,0.003846,0.004504
460.14,0.010755,0.004175,0.003846,0.005491
460.16,0.012071,0.007794,0.003846,0.004833
460.18,0.009768,0.005491,0.002202,0.006149
460.2,0.008452,0.006478,0.000886,0.006478
460.22,0.008781,0.010097,0.004175,0.007465
460.24,0.008781,0.008123,0.006478,0.004504
460.26,0.009439,0.005491,0.003846,0.00582
460.28,0.008781,0.010755,0.000886,0.007136
460.3,0.008452,0.00582,0.004175,0.006807
460.32,0.007136,0.008123,-0.000759,0.004175
460.34,0.00911,0.010755,0.006807,0.003189
460.36,0.009768,0.008452,0.001873,0.007794
460.38,0.009768,0.00911,0.00286,0.00582
460.4,0.009768,0.007794,0.002531,0.005491
460.42,0.00911,0.007136,0.001215,0.007136
460.44,0.011742,0.006807,-0.001088,0.007136
460.46,0.00911,0.00911,0.004175,0.008781
460.48,0.006149,0.006807,0.003846,0.008452
460.5,0.00911,0.008452,0.001544,0.007794
460.52,0.008452,0.006149,0.003846,0.003189
460.54,0.007136,0.00911,0.001873,0.006149
460.56,0.00911,0.006149,0.004833,0.006807
460.58,0.008452,0.009439,0.004833,0.005491
460.6,0.008781,0.009439,0.00286,0.006807
460.62,0.00911,0.003189,0.004833,0.006478
460.64,0.010426,0.007136,0.005162,0.006149
460.66,0.008123,0.008781,-0.001088,0.008452
460.68,0.006807,0.005162,0.00286,0.006478
460.7,0.009439,0.010426,0.000886,0.003517
460.72,0.010097,0.004833,0.004175,0.00582
460.74,0.011413,0.006807,0.002531,0.00286
460.76,0.009768,0.006478,0.003189,0.006149
460.78,0.008452,0.007136,0.001544,0.004175
460.8,0.010426,0.007136,-0.001088,0.009768
460.82,0.007465,0.006149,0.005162,0.006478
460.84,0.008123,0.006807,0.002202,0.004175
460.86,0.010426,0.008123,0.000228,0.006149
460.88,0.004504,0.007794,0.002202,0.005491
460.9,0.011084,0.007794,0.002531,0.004504
460.92,0.008452,0.006478,0.002531,0.008452
460.94,0.007136,0.007465,0.001544,0.004504
460.96,0.008123,0.008452,0.003189,0.003517
460.98,0.0124,0.007136,0.002202,0.005491
461,0.009768,0.004833,0.00286,0.006149
461.02,0.009439,0.005491,0.003189,0.00582
461.04,0.009439,0.006149,0.003517,0.004175
461.06,0.008781,0.006478,0.006149,0.005491
461.08,0.00911,0.006807,0.002531,0.006149
461.1,0.007136,0.006807,0.004833,0.002202
461.12,0.00911,0.006149,0.006478,0.004833
461.14,0.00582,0.005162,0.003517,0.004175
461.16,0.010426,0.005162,0.004504,0.002202
461.18,0.007794,0.008123,0.00286,0.004833
461.2,0.008123,0.008781,-0.001088,0.003189
461.22,0.010097,0.006807,0.001873,0.007465
461.24,0.011084,0.00582,0.003517,0.006478
461.26,0.011742,0.006478,0.000557,0.007136
461.28,0.010097,0.008781,0.005491,0.007465
461.3,0.009768,0.006478,0.004833,0.006149
461.32,0.007465,0.006478,0.004175,0.006149
461.34,0.008452,0.007465,0.003517,0.00286
461.36,0.008781,0.004504,0.00582,0.004504
461.38,0.011742,0.007465,0.002531,0.003189
461.4,0.010755,0.004504,0.003189,0.008123
461.42,0.00911,0.007794,0.003189,0.00582
461.44,0.010097,0.006149,0.004175,0.003189
461.46,0.007794,0.007465,0.003846,0.004833
461.48,0.00911,0.004175,0.005162,0.00286
461.5,0.008452,0.006807,0.003517,0.004175
461.52,0.010426,0.007465,0.005162,0.005162
461.54,0.010755,0.003846,-0.000101,0.004833
461.56,0.006478,0.009768,0.006807,0.004504
461.58,0.006807,0.007794,0.003189,0.006149
461.6,0.00911,0.00582,0.006478,0.006478
461.62,0.00911,0.007136,0.003517,0.004175
461.64,0.010755,0.008123,0.003846,0.00582
461.66,0.007465,0.006478,0.003517,0.00286
461.68,0.00911,0.004833,0.00286,0.003189
461.7,0.008781,0.006478,0.006478,0.004175
461.72,0.010097,0.009768,0.002531,0.003517
461.74,0.010426,0.005162,0.00286,0.004175
461.76,0.009768,0.007465,0.004833,0.005162
461.78,0.011084,0.010755,0.003846,0.00582
461.8,0.007794,0.005162,0.003517,0.00286
461.82,0.010097,0.006807,0.004504,0.005162
461.84,0.012071,0.008452,0.004504,0.000886
461.86,0.008452,0.005491,0.006149,0.004833
461.88,0.008123,0.008452,0.002531,0.003846
461.9,0.010426,0.007465,0.004175,0.004833
461.92,0.006807,0.008452,0.00286,0.00286
461.94,0.008123,0.006149,0.006807,0.004833
461.96,0.0124,0.007794,0.006478,0.007465
461.98,0.00911,0.009768,0.004175,0.006149
462,0.011413,0.007136,0.003517,0.004833
462.02,0.010097,0.008452,0.004833,0.004833
462.04,0.011413,0.006807,0.005491,0.007794
462.06,0.009439,0.006807,0.006478,0.004833
462.08,0.00911,0.009768,0.004504,0.006149
462.1,0.010426,0.004833,0.004833,0.004833
462.12,0.00911,0.006807,0.008452,0.004833
462.14,0.010755,0.007136,0.006149,0.003846
462.16,0.010426,0.007136,0.00582,0.005491
462.18,0.007794,0.007794,0.002202,0.004833
462.2,0.011084,0.005162,0.005491,0.006807
462.22,0.007794,0.00582,0.004504,0.003517
462.24,0.010097,0.006807,0.003189,0.006478
462.26,0.008123,0.00911,0.000886,0.010097
462.28,0.011084,0.006478,0.00582,0.004833
462.3,0.011084,0.010097,0.007465,0.006478
462.32,0.009439,0.00582,0.004175,0.00582
462.34,0.008781,0.007136,0.006149,0.005162
462.36,0.009439,0.008452,0.006478,0.003846
462.38,0.011084,0.004833,0.005491,0.005162
462.4,0.006807,0.005162,0.00582,0.004175
462.42,0.008781,0.008123,0.007136,0.006149
462.44,0.008452,0.006478,0.005491,0.006149
462.46,0.007794,0.006807,0.006478,0.006478
462.48,0.008452,0.010426,0.005491,0.003846
462.5,0.011742,0.008781,0.009439,0.005162
462.52,0.008452,0.006807,0.004504,0.004175
462.54,0.011084,0.007465,0.007136,0.007136
462.56,0.008123,0.006807,0.006807,0.004175
462.58,0.00911,0.010426,0.003846,0.00582
462.6,0.007136,0.007794,0.010097,0.006478
462.62,0.011413,0.009768,0.00582,0.005162
462.64,0.007794,0.007136,0.005491,0.007136
462.66,0.00911,0.008781,0.006478,0.007465
462.68,0.007465,0.008781,0.006149,0.003517
462.7,0.007136,0.009768,0.007136,0.006478
462.72,0.007465,0.00911,0.005491,0.005491
462.74,0.009768,0.011413,0.008123,0.007136
462.76,0.007136,0.008123,0.005491,0.004504
462.78,0.008452,0.011413,0.006149,0.004833
462.8,0.008781,0.008452,0.006478,0.007136
462.82,0.005491,0.011413,0.00582,0.004175
462.84,0.007794,0.008452,0.004833,0.00582
462.86,0.00911,0.010755,0.005491,0.004175
462.88,0.011742,0.009439,0.007136,0.003517
462.9,0.011413,0.011413,0.00582,0.007136
462.92,0.010426,0.010426,0.006807,0.005491
462.94,0.009768,0.008781,0.004504,0.005162
462.96,0.010097,0.007794,0.006478,0.007465
462.98,0.006478,0.007465,0.003517,0.00582
463,0.008781,0.0124,0.004833,0.004504
463.02,0.011742,0.009439,0.004833,0.003846
463.04,0.008781,0.008123,0.006478,0.003189
463.06,0.011084,0.010426,0.00582,0.003846
463.08,0.008452,0.009768,0.004504,0.002531
463.1,0.010426,0.008452,0.006478,0.002202
463.12,0.010097,0.009439,0.004175,0.002202
463.14,0.007465,0.008123,0.004504,0.004833
463.16,0.013387,0.008123,0.005162,0.003517
463.18,0.009768,0.008781,0.003846,0.003846
463.2,0.008452,0.009439,0.003846,0.007794
463.22,0.00911,0.008123,0.004833,0.004504
463.24,0.008123,0.009439,0.004504,0.005491
463.26,0.00911,0.009768,0.005162,0.006149
463.28,0.011413,0.007794,0.005162,0.004504
463.3,0.011742,0.008781,0.004175,0.004504
463.32,0.011084,0.008452,0.006807,0.005491
463.34,0.009768,0.012071,0.004833,0.00582
463.36,0.012071,0.007794,0.007465,0.004504
463.38,0.008123,0.008781,0.004833,0.002531
463.4,0.010755,0.011413,0.00286,0.003846
463.42,0.009768,0.011413,0.00286,0.004175
463.44,0.012729,0.011084,0.006149,0.004833
463.46,0.013058,0.008452,0.000886,0.004175
463.48,0.007465,0.007794,0.005162,0.006149
463.5,0.010097,0.012729,0.00286,0.004833
463.52,0.010426,0.007465,0.00582,0.002531
463.54,0.007465,0.007136,0.008123,0.002202
463.56,0.007136,0.007794,0.007465,0.006807
463.58,0.006807,0.010426,0.00286,0.004833
463.6,0.007794,0.007794,0.002202,0.002531
463.62,0.010426,0.009768,0.003846,0.003846
463.64,0.008452,0.010426,0.000886,0.001215
463.66,0.010097,0.007794,0.00286,0.003189
463.68,0.009439,0.009768,0.004504,0.003517
463.7,0.012729,0.010426,0.003846,0.005491
463.72,0.010097,0.009439,0.004504,0.003189
463.74,0.010097,0.009439,0.004175,0.00286
463.76,0.00911,0.010097,0.005491,0.003517
463.78,0.010755,0.009439,0.004175,0.005491
463.8,0.009768,0.011084,0.001544,0.006478
463.82,0.008123,0.008452,0.003846,0.005491
463.84,0.008781,0.013716,0.004175,0.004833
463.86,0.011084,0.010426,0.003846,0.003517
463.88,0.010097,0.011413,0.004504,0.004833
463.9,0.009439,0.011084,0.004175,0.005491
463.92,0.008781,0.008781,0.003189,0.003846
463.94,0.0124,0.006478,0.004504,0.004175
463.96,0.010426,0.0124,0.005491,0.005491
463.98,0.010755,0.007465,0.001873,0.007465
464,0.010097,0.008781,0.003846,0.003846
464.02,0.007465,0.007465,0.002202,0.007136
464.04,0.008123,0.007794,0.003189,0.007794
464.06,0.008452,0.007136,0.004833,0.00286
464.08,0.008781,0.008781,0.00582,0.006149
464.1,0.009439,0.010097,0.001873,0.006807
464.12,0.00582,0.008452,0.003189,0.005162
464.14,0.006478,0.009768,0.004833,0.00582
464.16,0.010097,0.008123,0.00286,0.002202
464.18,0.010426,0.009768,0.00286,0.005162
464.2,0.00911,0.00582,0.004504,0.006149
464.22,0.008452,0.006807,0.00582,0.004833
464.24,0.011742,0.008452,0.00286,0.00582
464.26,0.005162,0.00911,0.004504,0.007465
464.28,0.008123,0.008123,0.002531,0.007794
464.3,0.00911,0.007794,0.000228,0.005491
464.32,0.008781,0.008452,0.00286,0.006807
464.34,0.008781,0.010426,0.003189,0.003517
464.36,0.008452,0.009768,0.002202,0.00582
464.38,0.010097,0.004504,0.003846,0.003517
464.4,0.010755,0.006149,0.004504,0.006149
464.42,0.011413,0.008123,0.00582,0.004504
464.44,0.008452,0.006149,0.008452,0.007465
464.46,0.007794,0.007136,0.006149,0.003846
464.48,0.010097,0.008452,0.004175,0.006478
464.5,0.011742,0.008781,0.004833,0.005491
464.52,0.011742,0.010426,0.004833,0.006478
464.54,0.011413,0.006478,0.003189,0.005491
464.56,0.010426,0.012729,0.00582,0.005162
464.58,0.010097,0.00582,0.001215,0.00582
464.6,0.008123,0.007794,0.001544,0.007465
464.62,0.009768,0.008123,0.004504,0.008452
464.64,0.011084,0.010097,0.002202,0.006478
464.66,0.007136,0.003846,0.004175,0.003517
464.68,0.010755,0.006478,0.003517,0.003517
464.7,0.011742,0.00911,0.000886,0.006478
464.72,0.008452,0.00911,0.005162,0.004833
464.74,0.010755,0.010426,0.004504,0.005162
464.76,0.011084,0.005162,0.002531,0.006807
464.78,0.010426,0.00582,0.004833,0.006807
464.8,0.009768,0.007794,0.004175,0.004833
464.82,0.009439,0.007136,0.00286,0.005162
464.84,0.010426,0.008452,0.003189,0.00582
464.86,0.008452,0.008781,0.001873,0.005162
464.88,0.010426,0.008123,0.003189,0.006478
464.9,0.011084,0.008452,0.002531,0.004175
464.92,0.009439,0.009439,0.001873,0.004175
464.94,0.010426,0.010097,0.000557,0.005162
464.96,0.007136,0.006478,0.004175,0.008123
464.98,0.007794,0.008123,0.007136,0.00911
465,0.007794,0.010097,0.001873,0.004504
465.02,0.011084,0.006807,0.003189,0.004504
465.04,0.010426,0.004833,0.00582,0.007465
465.06,0.010097,0.006478,0.003189,0.004504
465.08,0.00911,0.006478,0.004504,0.005491
465.1,0.008452,0.007465,0.002202,0.008123
465.12,0.00911,0.005491,0.003846,0.004504
465.14,0.011742,0.008781,0.001544,0.00582
465.16,0.009439,0.009768,0.00286,0.004833
465.18,0.009768,0.009439,0.000886,0.006478
465.2,0.011084,0.007136,0.004504,0.004504
465.22,0.007136,0.007794,0.004504,0.00286
465.24,0.007794,0.006807,0.003517,0.005491
465.26,0.010097,0.006149,0.003517,0.005162
465.28,0.007136,0.005491,0.00286,0.003846
465.3,0.010755,0.008452,0.004504,0.005162
465.32,0.009439,0.007465,0.00582,0.006149
465.34,0.009439,0.009439,0.001544,0.004504
465.36,0.006807,0.00582,0.001544,0.003189
465.38,0.010426,0.006478,0.007136,0.006807
465.4,0.006478,0.007465,0.001873,0.006149
465.42,0.009768,0.007136,0.000886,0.004504
465.44,0.013387,0.006149,0.002202,0.005491
465.46,0.010426,0.007136,0.001873,0.006807
465.48,0.007794,0.006149,0.00286,0.00286
465.5,0.009439,0.006149,0.000886,0.002531
465.52,0.009768,0.006807,0.00286,0.004504
465.54,0.011084,0.008123,0.002202,0.004833
465.56,0.010755,0.004833,0.002202,0.003846
465.58,0.006807,0.010097,0.001544,0.006478
465.6,0.008452,0.008781,0.00286,0.00582
465.62,0.010097,0.008123,0.00582,0.004175
465.64,0.007794,0.007465,0.001215,0.00286
465.66,0.009439,0.00911,0.000886,0.007465
465.68,0.009768,0.008452,0.002202,0.004833
465.7,0.008452,0.010755,-0.000759,0.003189
465.72,0.00911,0.00911,0.003189,0.004504
465.74,0.009439,0.008452,0.005162,0.005491
465.76,0.011742,0.008781,0.004175,0.003846
465.78,0.010755,0.009439,0.00286,0.003846
465.8,0.008452,0.009768,0.002531,0.006478
465.82,0.008781,0.007465,0.001215,0.003846
465.84,0.004833,0.008452,0.004504,0.004833
465.86,0.00911,0.006478,0.003189,0.004175
465.88,0.010426,0.006807,0.001544,0.006807
465.9,0.009439,0.009768,0.003189,0.005162
465.92,0.008123,0.00911,0.002531,0.004504
465.94,0.009768,0.006807,0.001873,0.005162
465.96,0.011084,0.009768,0.001873,0.008452
465.98,0.008452,0.008123,0.001215,0.003189
466,0.007465,0.010755,0.00286,0.007136
466.02,0.0124,0.006478,0.003189,0.004504
466.04,0.011742,0.010097,0.00582,0.006478
466.06,0.008781,0.006478,0.001873,0.006478
466.08,0.010097,0.006478,0.001544,0.005491
466.1,0.007136,0.010097,0.004175,0.003846
466.12,0.010755,0.006478,0.000228,0.003189
466.14,0.009768,0.010097,0.005491,0.00582
466.16,0.007136,0.005162,0.004833,0.004175
466.18,0.008123,0.009439,0.002531,0.007465
466.2,0.009768,0.008123,0.003189,0.005162
466.22,0.012071,0.007794,0.003517,0.000557
466.24,0.008123,0.008123,0.004504,0.004504
466.26,0.008452,0.007465,-0.000101,0.00582
466.28,0.008123,0.007136,0.003846,0.005162
466.3,0.007794,0.008781,0.003189,0.00582
466.32,0.00911,0.006478,0.00286,0.007794
466.34,0.007794,0.00911,0.002531,0.004504
466.36,0.009439,0.009768,0.001873,0.00286
466.38,0.010097,0.008452,0.00286,0.004504
466.4,0.012729,0.006478,0.001544,0.004175
466.42,0.011084,0.007465,-0.001088,0.003846
466.44,0.008452,0.00582,0.000557,0.006478
466.46,0.009439,0.006149,0.001215,0.003517
466.48,0.007465,0.006149,0.001544,0.004175
466.5,0.006807,0.006478,0.000557,0.005162
466.52,0.00911,0.010097,0.003189,0.006149
466.54,0.004833,0.010755,0.00286,0.00582
466.56,0.00582,0.007136,0.002531,0.00582
466.58,0.006807,0.008123,0.001544,0.007136
466.6,0.009439,0.008452,0.002202,0.004504
466.62,0.009768,0.008123,0.000886,0.006478
466.64,0.008123,0.007136,0.006149,0.006807
466.66,0.007794,0.006807,0.002531,0.004833
466.68,0.006478,0.005491,-0.000759,0.004833
466.7,0.007794,0.007136,-0.00043,0.003517
466.72,0.00582,0.005491,-0.000101,0.004175
466.74,0.007465,0.007465,0.003189,0.002531
466.76,0.006807,0.008123,-0.001746,0.007794
466.78,0.009768,0.00582,0.000886,0.003846
466.8,0.010097,0.008781,0.000228,0.00582
466.82,0.008781,0.006149,0.000228,0.004504
466.84,0.006149,0.007136,0.003517,0.005491
466.86,0.009439,0.005491,0.000886,0.00286
466.88,0.007465,0.011084,0.003846,0.006807
466.9,0.006149,0.00582,0.003189,0.003846
466.92,0.010097,0.005491,0.000228,0.007136
466.94,0.010097,0.010426,0.001215,0.003517
466.96,0.007794,0.011084,0.005162,0.004504
466.98,0.010426,0.005491,0.001544,0.007465
467,0.008781,0.007794,0.00286,0.003846
467.02,0.006807,0.008452,0.003517,0.004175
467.04,0.009768,0.00911,0.000886,0.004504
467.06,0.00582,0.006478,0.001544,0.004504
467.08,0.009768,0.008452,0.000886,0.005162
467.1,0.006807,0.008123,-0.000759,0.003517
467.12,0.009768,0.006807,0.000228,0.007136
467.14,0.010426,0.007794,0.001215,0.005162
467.16,0.010097,0.010097,0.001544,0.004175
467.18,0.008452,0.007794,0.004833,0.007465
467.2,0.009768,0.007136,0.001215,0.006149
467.22,0.006478,0.010755,0.000557,0.006149
467.24,0.010097,0.008452,-0.000759,0.004504
467.26,0.008781,0.009439,0.000886,0.006807
467.28,0.008123,0.011742,-0.000759,0.004833
467.3,0.007794,0.00911,-0.001746,0.006807
467.32,0.008123,0.009768,0.003517,0.004833
467.34,0.008452,0.007136,0.001215,0.001215
467.36,0.010426,0.007465,0.002202,0.003846
467.38,0.007794,0.00911,-0.000759,0.005162
467.4,0.008452,0.010097,0.002531,0.005491
467.42,0.009768,0.008781,0.001873,0.00582
467.44,0.008781,0.00582,0.001873,0.00286
467.46,0.008123,0.007794,0.001215,0.006478
467.48,0.006807,0.006807,0.001215,0.006478
467.5,0.00911,0.008452,0.002202,0.00582
467.52,0.011742,0.009439,0.000886,0.00582
467.54,0.009439,0.009768,0.004833,0.00582
467.56,0.011413,0.007794,0.000886,0.005491
467.58,0.010755,0.00582,0.002202,0.006149
467.6,0.010097,0.00911,0.001215,0.004175
467.62,0.008123,0.00911,0.001215,0.00582
467.64,0.007136,0.006149,0.002202,0.004175
467.66,0.008452,0.006149,0.004833,0.003846
467.68,0.010097,0.008452,0.004175,0.006478
467.7,0.007136,0.008452,0.001873,0.00286
467.72,0.011413,0.007136,0.003846,0.005162
467.74,0.009768,0.00911,0.002202,0.006149
467.76,0.00911,0.006807,0.00286,0.007136
467.78,0.008123,0.006478,0.001215,0.004504
467.8,0.008452,0.003846,0.001215,0.006807
467.82,0.009439,0.00911,0.000886,0.009768
467.84,0.008123,0.008123,0.003517,0.008123
467.86,0.010097,0.011084,0.000886,0.004504
467.88,0.009439,0.009768,0.000557,0.003846
467.9,0.008452,0.009439,0.002531,0.004504
467.92,0.00911,0.008452,0.001873,0.004833
467.94,0.009768,0.008452,0.002202,0.005162
467.96,0.007794,0.007136,0.002202,0.007136
467.98,0.00911,0.00911,0.001544,0.007794
468,0.009768,0.005162,0.000228,0.004175
468.02,0.009439,0.009439,0.00286,0.005491
468.04,0.00911,0.007794,0.001544,0.006149
468.06,0.009768,0.010755,0.006478,0.004504
468.08,0.008123,0.007794,0.000557,0.00582
468.1,0.008452,0.00911,0.003846,0.007136
468.12,0.008123,0.009768,0.003846,0.00911
468.14,0.007465,0.008781,0.004504,0.005162
468.16,0.006478,0.010097,0.004175,0.006149
468.18,0.007794,0.007794,0.004175,0.006478
468.2,0.007794,0.006807,0.005162,0.007136
468.22,0.006807,0.007794,0.001873,0.007794
468.24,0.011084,0.007794,0.002531,0.008781
468.26,0.006478,0.009768,0.004175,0.007465
468.28,0.010426,0.00911,0.003517,0.006149
468.3,0.012071,0.007794,0.006478,0.005491
468.32,0.006149,0.007465,0.005162,0.007136
468.34,0.005162,0.009439,0.001873,0.005491
468.36,0.008452,0.010426,0.003846,0.00582
468.38,0.008781,0.008123,0.003846,0.009439
468.4,0.009768,0.00582,0.001215,0.008123
468.42,0.008452,0.007465,0.003189,0.006478
468.44,0.011084,0.008452,0.00286,0.007136
468.46,0.007794,0.009439,0.004833,0.007136
468.48,0.008781,0.007136,0.005491,0.007794
468.5,0.008781,0.008781,0.005162,0.007465
468.52,0.006807,0.010426,0.005491,0.00582
468.54,0.010755,0.00582,0.00286,0.008123
468.56,0.006807,0.008123,0.003189,0.005162
468.58,0.007465,0.009439,0.003189,0.006478
468.6,0.010097,0.00911,0.003189,0.003846
468.62,0.011413,0.007136,0.004833,0.008781
468.64,0.008452,0.006807,0.004175,0.00582
468.66,0.008123,0.009768,0.00582,0.007136
468.68,0.010097,0.007794,0.004833,0.007136
468.7,0.010426,0.008452,0.003189,0.006478
468.72,0.010755,0.00911,0.002202,0.007136
468.74,0.009768,0.008781,0.006149,0.006807
468.76,0.00911,0.00911,0.006807,0.007136
468.78,0.010426,0.007794,0.006478,0.006149
468.8,0.012071,0.008452,0.005491,0.003846
468.82,0.009439,0.007465,0.001873,0.006478
468.84,0.007794,0.008123,0.005162,0.008123
468.86,0.008452,0.006478,0.003517,0.010426
468.88,0.007136,0.006807,0.006478,0.006807
468.9,0.011084,0.007136,0.003189,0.00911
468.92,0.008452,0.007465,-0.001088,0.007465
468.94,0.009439,0.008452,0.004175,0.00911
468.96,0.005162,0.00911,0.000886,0.005162
468.98,0.007136,0.007794,0.002202,0.004175
469,0.011084,0.008452,0.004504,0.006478
469.02,0.011084,0.009439,0.003189,0.005162
469.04,0.010426,0.007794,0.001215,0.005162
469.06,0.00582,0.006478,0.00286,0.006807
469.08,0.0124,0.005162,0.003517,0.007794
469.1,0.008781,0.008123,0.002202,0.003189
469.12,0.006807,0.004833,0.002202,0.007136
469.14,0.008123,0.008452,0.001544,0.007136
469.16,0.005162,0.00582,0.004504,0.008781
469.18,0.008452,0.007794,0.005162,0.006478
469.2,0.008452,0.006807,-0.001417,0.006807
469.22,0.011084,0.007465,0.004504,0.008781
469.24,0.007794,0.007136,0.003846,0.006807
469.26,0.008123,0.006478,0.001215,0.006807
469.28,0.009768,0.008123,0.000886,0.00582
469.3,0.00911,0.007136,0.005491,0.008452
469.32,0.007794,0.008123,0.002531,0.006807
469.34,0.007136,0.008123,0.003189,0.006478
469.36,0.007465,0.009439,0.004504,0.00582
469.38,0.00911,0.00582,0.00286,0.005162
469.4,0.007465,0.004833,0.005162,0.009768
469.42,0.010426,0.007136,0.00286,0.008781
469.44,0.009439,0.005162,0.004504,0.00911
469.46,0.00911,0.011084,0.001544,0.008123
469.48,0.006149,0.007794,0.003517,0.008123
469.5,0.009439,0.008123,0.003517,0.006807
469.52,0.008452,0.00911,0.004504,0.005162
469.54,0.012071,0.008123,0.004504,0.006149
469.56,0.008452,0.010426,0.003517,0.005491
469.58,0.010426,0.007136,0.002202,0.005162
469.6,0.006807,0.009768,0.004175,0.006478
469.62,0.010426,0.006807,0.004504,0.006478
469.64,0.00911,0.007794,0.002531,0.005162
469.66,0.007136,0.008123,0.003189,0.007136
469.68,0.010755,0.008452,0.000557,0.006807
469.7,0.008781,0.004833,0.003846,0.007465
469.72,0.007794,0.010097,0.002531,0.006478
469.74,0.010097,0.008452,0.002531,0.006149
469.76,0.009439,0.00911,0.002531,0.007465
469.78,0.00911,0.00582,0.004175,0.006478
469.8,0.007465,0.010755,0.003517,0.00582
469.82,0.011742,0.007794,0.000886,0.006807
469.84,0.012071,0.007794,0.005162,0.007136
469.86,0.013716,0.004833,0.000886,0.004175
469.88,0.010426,0.009768,0.000557,0.006149
469.9,0.009768,0.00911,0.003517,0.006807
469.92,0.010426,0.006807,0.003846,0.004175
469.94,0.008781,0.00911,0.000886,0.003846
469.96,0.009439,0.006149,0.004175,0.005491
469.98,0.009768,0.006807,0.001215,0.004833
470,0.012071,0.006478,0.007136,0.005491
470.02,0.012071,0.007794,0.002531,0.008123
470.04,0.010426,0.005162,0.001873,0.00582
470.06,0.008123,0.005491,0.000886,0.009768
470.08,0.011084,0.006807,0.007794,0.006807
470.1,0.010426,0.007465,0.002531,0.006478
470.12,0.007465,0.008452,0.001873,0.005491
470.14,0.010755,0.00582,0.000228,0.007136
470.16,0.008452,0.005491,0.003846,0.006478
470.18,0.011084,0.006478,0.003189,0.004504
470.2,0.011084,0.007794,0.003189,0.007136
470.22,0.009768,0.005491,0.004504,0.007465
470.24,0.007794,0.007136,0.003189,0.004833
470.26,0.011084,0.009439,0.005491,0.006149
470.28,0.008452,0.006149,0.003189,0.007794
470.3,0.011742,0.00582,0.00286,0.006149
470.32,0.010097,0.009439,0.003846,0.006149
470.34,0.007794,0.005491,0.002531,0.004833
470.36,0.007465,0.005162,0.004175,0.006149
470.38,0.008123,0.008123,0.004833,0.005491
470.4,0.009439,0.008123,0.001544,0.005162
470.42,0.011413,0.008123,0.002531,0.007794
470.44,0.009439,0.007465,0.003517,0.005162
470.46,0.00582,0.012071,0.004833,0.006149
470.48,0.010097,0.009439,0.002531,0.007794
470.5,0.009768,0.010097,0.003846,0.006149
470.52,0.010097,0.011742,0.00286,0.005162
470.54,0.008781,0.010755,0.001544,0.007794
470.56,0.010426,0.00911,0.002202,0.005162
470.58,0.009768,0.007136,0.004833,0.009439
470.6,0.005491,0.008123,0.002531,0.007136
470.62,0.007794,0.009768,0.004175,0.005491
470.64,0.012729,0.005491,0.001215,0.006807
470.66,0.008781,0.006807,0.003189,0.006478
470.68,0.007465,0.00911,0.003189,0.006149
470.7,0.008452,0.010755,0.00582,0.007794
470.72,0.008781,0.004504,0.003517,0.007794
470.74,0.009768,0.00911,0.002531,0.008452
470.76,0.012729,0.006807,0.001544,0.004175
470.78,0.010755,0.011742,0.003517,0.005491
470.8,0.006478,0.010426,0.003189,0.004175
470.82,0.010097,0.007465,0.00286,0.006807
470.84,0.007794,0.004175,0.003189,0.005162
470.86,0.010097,0.00582,0.006149,0.008123
470.88,0.006807,0.010097,0.004175,0.004175
470.9,0.00911,0.005491,0.006478,0.007465
470.92,0.006149,0.007794,0.006807,0.004504
470.94,0.008452,0.007136,0.004175,0.005491
470.96,0.013387,0.009768,0.001873,0.004833
