wl,hg_1,hg_2,bg_1,bg_2
577.9,0.003189,0.009439,0.000228,0.007794
577.92,0.001873,0.011084,0.004833,0.007465
577.94,0.00582,0.007465,0.005491,0.004833
577.96,0.003189,0.007794,0.003517,0.00582
577.98,0.001215,0.007136,0.003189,0.005491
578,0.005162,0.007465,0.00286,0.004175
578.02,0.000557,0.006807,0.001544,0.005491
578.04,0.003517,0.00911,0.00286,0.00582
578.06,-0.000759,0.00911,0.003189,0.004175
578.08,0.001215,0.008123,0.002202,0.007136
578.1,0.00286,0.006807,0.004175,0.008123
578.12,0.004175,0.006149,-0.000101,0.006149
578.14,0.001215,0.004175,0.001544,0.003846
578.16,0.003846,0.011413,0.000557,0.003189
578.18,0.005162,0.007794,0.000557,0.00286
578.2,0.00286,0.007136,0.000557,0.00286
578.22,0.001215,0.006807,-0.002075,0.006478
578.24,0.000228,0.00911,0.001215,0.001215
578.26,0.004175,0.00582,0.003189,0.005162
578.28,0.003846,0.00911,0.004175,0.00911
578.3,0.002202,0.007136,0.002202,0.008781
578.32,0.004504,0.006149,0.001873,0.008123
578.34,0.002202,0.010426,0.003517,0.005162
578.36,0.002202,0.007794,0.004175,0.00582
578.38,0.004504,0.009768,0.000886,0.006478
578.4,0.002531,0.009768,0.000557,0.006478
578.42,0.00286,0.010097,0.000886,0.007794
578.44,0.003846,0.007794,0.003517,0.007465
578.46,0.002531,0.00911,0.001215,0.00582
578.48,0.003517,0.008123,-0.00043,0.006478
578.5,0.003846,0.011084,0.000886,0.004504
578.52,0.005491,0.006478,0.00286,0.007465
578.54,0.003517,0.005491,0.002202,0.004833
578.56,0.003189,0.006478,0.000557,0.005491
578.58,0.004504,0.008781,0.001544,0.005491
578.6,0.000886,0.010426,0.001215,0.006807
578.62,0.00286,0.008781,0.002202,0.006807
578.64,0.005491,0.007136,0.003189,0.003846
578.66,0.004175,0.008781,0.001544,0.006149
578.68,0.004833,0.006478,0.00286,0.005491
578.7,0.004833,0.006807,0.001873,0.007465
578.72,0.004833,0.00911,0.000228,0.00582
578.74,0.003846,0.009439,0.000228,0.007465
578.76,0.003846,0.009439,0.00286,0.007136
578.78,0.005162,0.007136,0.001215,0.002531
578.8,0.004833,0.004504,0.004833,0.006149
578.82,0.006478,0.009439,0.001544,0.005491
578.84,0.004833,0.009439,0.004175,0.003846
578.86,0.00286,0.007794,0.000886,0.006807
578.88,0.001873,0.010426,0.003189,0.005491
578.9,0.003517,0.011413,0.002531,0.004833
578.92,0.004175,0.006807,0.001544,0.006149
578.94,0.00286,0.008123,0.001215,0.006807
578.96,0.001544,0.00911,0.002202,0.00582
578.98,0.004175,0.010097,0.001873,0.005162
579,0.002202,0.00911,0.002531,0.006478
579.02,0.004504,0.00911,0.000886,0.007794
579.04,0.000886,0.009768,0.005491,0.004175
579.06,0.00286,0.00911,0.001873,0.003517
579.08,0.003846,0.006478,0.004504,0.006149
579.1,0.002531,0.007465,0.005162,0.007465
579.12,0.006149,0.00911,0.001544,0.008123
579.14,0.004504,0.0124,0.003517,0.006478
579.16,0.003517,0.00911,0.003517,0.006149
579.18,0.003846,0.00911,-0.000101,0.006807
579.2,0.003846,0.006478,0.001215,0.00582
579.22,0.004833,0.010426,0.005162,0.007136
579.24,0.005162,0.007465,0.00582,0.005491
579.26,0.007136,0.007465,0.003189,0.00582
579.28,0.005491,0.008123,0.000228,0.007136
579.3,0.00286,0.010426,0.003517,0.006478
579.32,0.004504,0.008781,0.001215,0.008452
579.34,0.004504,0.006149,0.000557,0.005162
579.36,0.00582,0.008123,-0.00043,0.008452
579.38,0.006478,0.006478,0.001873,0.008123
579.4,0.006149,0.007794,0.003846,0.008123
579.42,0.002202,0.008452,0.001215,0.006807
579.44,0.003189,0.00582,0.00582,0.006807
579.46,0.007136,0.008452,0.002531,0.008781
579.48,0.003846,0.008123,0.004175,0.007465
579.5,0.004175,0.006478,0.004175,0.008452
579.52,0.004504,0.009768,0.005491,0.007136
579.54,0.003189,0.00911,0.005162,0.006478
579.56,0.003189,0.008452,0.004504,0.00582
579.58,0.004175,0.00582,0.002531,0.005491
579.6,0.006478,0.008452,0.003846,0.004833
579.62,0.003189,0.00911,0.005491,0.008123
579.64,0.003517,0.010426,0.002531,0.00582
579.66,0.004833,0.00911,0.001215,0.007136
579.68,0.006478,0.00582,0.001873,0.010097
579.7,0.005491,0.010097,0.004175,0.009439
579.72,0.005491,0.011413,0.002202,0.010097
579.74,0.005491,0.008452,0.002531,0.005491
579.76,0.004175,0.00911,0.000557,0.00582
579.78,0.002202,0.008781,0.00286,0.006149
579.8,0.006478,0.008452,0.003189,0.007136
579.82,0.006149,0.007465,0.001544,0.009768
579.84,0.005491,0.006478,0.002202,0.007465
579.86,0.005491,0.006807,0.001544,0.007794
579.88,0.003517,0.008452,0.00286,0.010097
579.9,0.001873,0.007136,0.00286,0.00582
579.92,0.003189,0.009439,0.001215,0.005491
579.94,0.003189,0.010426,0.001873,0.007465
579.96,0.003846,0.005491,0.004175,0.008123
579.98,0.006149,0.010097,0.00286,0.008781
580,0.00582,0.007136,0.000557,0.00582
580.02,0.001544,0.007794,0.003189,0.008781
580.04,0.003189,0.006478,0.001215,0.008123
580.06,0.004175,0.005491,0.001873,0.005162
580.08,0.001215,0.010755,-0.000101,0.007794
580.1,0.002202,0.00911,0.003189,0.007794
580.12,0.003846,0.007465,0.001873,0.007465
580.14,0.003189,0.008781,0.003189,0.006807
580.16,0.001873,0.00582,0.002202,0.007794
580.18,0.001873,0.006807,0.001215,0.006149
580.2,0.00286,0.007794,0.003189,0.007465
580.22,0.003189,0.009768,0.004175,0.006478
580.24,0.003189,0.008123,0.003846,0.006807
580.26,0.004833,0.008123,0.004504,0.00582
580.28,0.004504,0.008123,0.003517,0.005162
580.3,0.000557,0.008123,-0.00043,0.004833
580.32,0.00286,0.009439,0.003189,0.007136
580.34,0.004504,0.005491,0.002202,0.004504
580.36,0.004504,0.007465,0.00286,0.009439
580.38,0.001544,0.008781,0.003517,0.006807
580.4,0.003517,0.008123,0.002531,0.005162
580.42,0.005491,0.007136,0.005162,0.005491
580.44,0.001873,0.009439,0.001215,0.005491
580.46,0.005162,0.010097,0.002202,0.004833
580.48,0.00286,0.008452,0.001873,0.004833
580.5,0.004504,0.006478,0.002531,0.006478
580.52,0.003189,0.006478,0.003517,0.00286
580.54,0.004833,0.00911,0.004833,0.005491
580.56,0.004504,0.010426,0.003189,0.004175
580.58,0.003846,0.008123,0.001873,0.005162
580.6,0.007136,0.009768,0.001873,0.006807
580.62,0.005162,0.008452,-0.000759,0.005491
580.64,0.002202,0.009768,0.00286,0.004504
580.66,0.000886,0.00911,0.002202,0.004504
580.68,0.00286,0.009768,0.003189,0.003517
580.7,0.000228,0.007794,0.000886,0.004833
580.72,0.009768,0.009439,0.002531,0.006149
580.74,0.004504,0.008452,0.001215,0.003189
580.76,0.004175,0.00911,0.004504,0.00582
580.78,0.003517,0.008452,0.002202,0.005162
580.8,0.001544,0.011084,0.002202,0.001215
580.82,0.003846,0.008781,0.003189,0.007794
580.84,0.003189,0.007465,0.000228,0.006478
580.86,0.001215,0.008781,0.002531,0.007136
580.88,0.004504,0.004175,0.003189,0.005162
580.9,0.004833,0.010097,-0.000101,0.008123
580.92,0.001544,0.010097,0.003846,0.004175
580.94,0.003517,0.008781,0.001873,0.005491
580.96,0.003189,0.008123,0.001215,0.005491
580.98,0.004175,0.009439,-0.00043,0.00582
581,0.003189,0.009439,0.001544,0.007794
581.02,0.006807,0.008452,-0.00043,0.005162
581.04,0.001215,0.008123,0.002531,0.009439
581.06,0.005491,0.009768,0.000557,0.005162
581.08,0.000886,0.008781,-0.001746,0.00582
581.1,0.003189,0.009439,-0.000101,0.007465
581.12,0.00582,0.008452,0.001873,0.004833
581.14,0.003517,0.009768,0.001873,0.008123
581.16,0.003189,0.010097,0.004175,0.004504
581.18,0.00286,0.006807,0.000557,0.005162
581.2,0.002531,0.009768,0.000557,0.001544
581.22,0.000228,0.006149,0.002202,0.008781
581.24,0.002531,0.010097,0.002531,0.00582
581.26,0.003846,0.010426,0.001544,0.010426
581.28,0.004833,0.008123,0.003846,0.004833
581.3,0.004833,0.009439,-0.002404,0.006149
581.32,0.00286,0.007465,0.004175,0.006149
581.34,0.00286,0.011084,-0.002733,0.004504
581.36,0.004504,0.00911,0.005162,0.007465
581.38,0.00286,0.008781,0.001215,0.006807
581.4,0.004504,0.011084,0.003517,0.003517
581.42,0.001873,0.011413,0.004175,0.005162
581.44,0.00582,0.008781,0.000557,0.006478
581.46,0.006149,0.013058,0.004833,0.005491
581.48,0.00286,0.013058,0.003517,0.006478
581.5,0.00286,0.010097,0.004504,0.003846
581.52,0.005162,0.010426,0.001215,0.004504
581.54,0.004175,0.010755,0.006149,0.003846
581.56,0.006149,0.009439,0.002202,0.007136
581.58,0.005162,0.00911,0.005162,0.003189
581.6,-0.00043,0.00911,0.000886,0.003517
581.62,0.003517,0.004833,0.001873,0.005162
581.64,0.003189,0.009768,-0.001088,0.00582
581.66,0.002531,0.010755,-0.000759,0.004175
581.68,0.008123,0.010097,0.001873,0.004504
581.7,0.00582,0.009768,0.00286,0.00582
581.72,0.001544,0.010755,0.004504,0.004175
581.74,0.005162,0.011413,0.003189,0.006807
581.76,0.00582,0.011742,0.00286,0.00582
581.78,0.00582,0.010426,0.001873,0.006478
581.8,0.004504,0.010755,0.001873,0.005491
581.82,0.007136,0.009768,0.004833,0.007136
581.84,0.003189,0.00911,0.003189,0.005162
581.86,0.003846,0.012729,0.002531,0.00582
581.88,0.005491,0.010097,0.003189,0.006807
581.9,0.00286,0.010755,0.001544,0.005162
581.92,0.004175,0.010755,0.002202,0.004833
581.94,0.007794,0.009768,0.003846,0.00582
581.96,0.00582,0.009768,0.002202,0.004504
581.98,0.00286,0.010426,0.005491,0.006807
582,0.005491,0.014374,0.003517,0.008123
582.02,0.006149,0.008452,0.002531,0.007136
582.04,0.002531,0.010426,0.00286,0.003846
582.06,0.002202,0.008123,0.000557,0.006478
582.08,0.007136,0.0124,0.001873,0.004833
582.1,0.00582,0.008123,0.00286,0.008452
582.12,0.004833,0.008452,0.003189,0.006149
582.14,0.003846,0.011084,0.002202,0.00582
582.16,0.006478,0.006149,0.002202,0.008781
582.18,0.00582,0.007136,0.003517,0.006807
582.2,0.004504,0.010426,0.000557,0.00582
582.22,0.004833,0.008781,0.000886,0.008452
582.24,0.007136,0.010426,0.001873,0.007465
582.26,0.007136,0.011413,0.003189,0.007136
582.28,0.00286,0.013058,0.001544,0.006807
582.3,0.004175,0.007136,0.000886,0.008452
582.32,0.003846,0.008781,0.002531,0.007465
582.34,0.004175,0.008123,0.003846,0.007465
582.36,0.005491,0.011413,0.00286,0.007136
582.38,0.005162,0.009768,0.002531,0.008123
582.4,0.003846,0.0124,0.003517,0.007136
582.42,0.004504,0.006807,0.003189,0.006478
582.44,0.00582,0.008452,0.003517,0.010097
582.46,0.004833,0.010097,0.002531,0.00582
582.48,0.002531,0.008781,0.002202,0.005491
582.5,0.005162,0.008781,0.002531,0.005162
582.52,0.005162,0.011084,-0.000759,0.007136
582.54,0.004175,0.010426,0.003517,0.004504
582.56,0.003517,0.007465,0.001215,0.008123
582.58,0.004504,0.011742,0.002531,0.004833
582.6,0.003189,0.012071,-0.00043,0.008123
582.62,0.004833,0.008781,0.000228,0.006807
582.64,0.004175,0.008123,0.004833,0.007794
582.66,0.004504,0.010426,0.002531,0.006149
582.68,0.004175,0.007794,0.004175,0.00582
582.7,0.003846,0.008781,0.000886,0.00582
582.72,0.00286,0.007136,0.001873,0.007794
582.74,0.003189,0.011084,0.002202,0.00582
582.76,0.001873,0.009439,0.001873,0.007794
582.78,0.004175,0.007794,0.003846,0.006149
582.8,0.003517,0.007136,0.003189,0.004504
582.82,0.003846,0.010755,0.002202,0.00582
582.84,0.002202,0.00911,0.003846,0.003846
582.86,0.002202,0.006807,0.004175,0.004833
582.88,0.004175,0.009439,0.003189,0.00582
582.9,0.001544,0.010426,-0.000759,0.005162
582.92,0.004175,0.010426,-0.00043,0.006149
582.94,0.00582,0.008452,0.001544,0.004833
582.96,0.001215,0.010426,0.001215,0.005162
582.98,0.000886,0.008781,0.003846,0.005162
583,0.003189,0.009439,0.002202,0.000557
583.02,0.001544,0.009439,0.003517,0.003846
583.04,0.005162,0.008781,0.001215,0.004504
583.06,0.001215,0.008452,0.001544,0.006807
583.08,0.000557,0.008123,0.002202,0.005491
583.1,0.003846,0.011413,0.000557,0.003846
583.12,0.006149,0.00911,0.001873,0.006807
583.14,0.004175,0.010426,0.002202,0.005162
583.16,0.003846,0.011742,0.001873,0.005162
583.18,0.002202,0.013387,0.001873,0.003189
583.2,0.00286,0.00582,0.002531,0.008123
583.22,0.007136,0.011742,0.000886,0.002202
583.24,0.003846,0.010097,0.00286,0.006149
583.26,0.001873,0.011742,0.001873,0.005162
583.28,0.006478,0.010097,0.001215,0.001873
583.3,0.004175,0.010097,0.001215,0.004504
583.32,0.004504,0.009439,0.003189,0.00582
583.34,0.004175,0.010755,0.003846,0.006149
583.36,0.004833,0.008781,-0.000101,0.007136
583.38,0.003846,0.011084,0.005162,0.004504
583.4,0.00582,0.00911,0.00286,0.001215
583.42,0.002531,0.00911,0.005162,0.006478
583.44,0.00286,0.007465,0.000886,0.002531
583.46,0.004175,0.012071,0.00286,0.007794
583.48,0.004175,0.008781,0.001215,0.005491
583.5,0.004504,0.008452,0.001215,0.004833
583.52,0.00286,0.008123,-0.001746,0.006807
583.54,0.004504,0.010097,-0.000101,0.006149
583.56,0.002531,0.008781,0.00286,0.002531
583.58,0.004175,0.00911,0.004504,0.003846
583.6,0.003517,0.008452,0.004175,0.003517
583.62,0.001215,0.009439,0.001544,0.004175
583.64,0.003846,0.007136,0.000886,0.005491
583.66,0.005162,0.006807,0.000228,0.003189
583.68,0.001215,0.007465,-0.00043,0.004504
583.7,0.003517,0.006807,0.002531,0.004175
583.72,0.00286,0.010755,0.001544,0.008452
583.74,0.003189,0.007136,0.001215,0.004504
583.76,0.002531,0.005491,0.00286,0.004504
583.78,0.00286,0.007465,0.001544,0.005162
583.8,0.00582,0.00911,0.000886,0.001873
583.82,0.001215,0.007794,0.005162,0.003517
583.84,0.000886,0.00911,0.003189,0.003846
583.86,0.001544,0.010097,-0.00043,0.001873
583.88,0.001873,0.00911,0.000886,0.003846
583.9,0.000228,0.008781,0.000886,0.003517
583.92,0.003846,0.010426,0.001215,0.006807
583.94,0.001544,0.010755,0.004175,0.005491
583.96,0.001544,0.0124,0.003189,0.007794
583.98,0.002531,0.009768,0.000557,0.003189
584,0.005162,0.007136,0.000228,0.005162
584.02,0.001215,0.00582,0.000886,0.002531
584.04,0.00286,0.010755,0.002202,0.002531
584.06,0.002531,0.010426,-0.00043,0.005491
584.08,0.004175,0.007794,0.000228,0.003517
584.1,0.000557,0.008781,0.005162,0.004833
584.12,0.005491,0.006478,-0.000101,0.006807
584.14,0.00286,0.009768,0.005162,0.00286
584.16,0.004175,0.007465,0.001873,-0.000101
584.18,0.001544,0.008781,-0.001088,0.00286
584.2,0.001873,0.010755,-0.001088,0.001873
584.22,0.004833,0.00911,-0.001746,0.006478
584.24,0.004175,0.010426,0.00286,0.004504
584.26,0.000228,0.006807,0.002202,0.00286
584.28,0.002531,0.006807,0.003189,0.002202
584.3,0.002531,0.00911,0.000228,0.003846
584.32,0.004833,0.008123,-0.000101,0.001873
584.34,0.001544,0.011413,0.001215,0.005162
584.36,0.001215,0.010755,0.000557,0.003517
584.38,0.004833,0.006807,0.004504,0.00286
584.4,0.003189,0.009768,-0.000101,0.004833
584.42,0.002531,0.010097,0.001544,0.003846
584.44,0.000228,0.006807,-0.000759,0.002531
584.46,0.002202,0.012071,0.003189,0.001215
584.48,0.001544,0.009439,0.002531,0.003517
584.5,0.001544,0.011084,-0.000101,0.00286
584.52,0.003517,0.007465,-0.001746,0.004504
584.54,0.003846,0.008781,0.002531,0.001873
584.56,0.004175,0.007465,0.001215,0.004504
584.58,0.002202,0.011413,-0.00043,0.001873
584.6,0.004175,0.009439,0.002531,0.000557
584.62,0.001215,0.008781,0.000228,0.004504
584.64,0.00286,0.011742,0.003189,0.001873
584.66,0.005491,0.00911,-0.001746,0.004504
584.68,0.000557,0.011084,0.001873,0.002202
584.7,0.003517,0.009439,-0.001746,0.00286
584.72,0.00286,0.008452,0.002531,0.001873
584.74,0.003189,0.007465,0.002202,0.004833
584.76,0.003517,0.007794,-0.000101,0.003517
584.78,0.002202,0.008452,0.003846,0.002531
584.8,0.005162,0.007136,-0.000759,0.000886
584.82,0.003189,0.00911,0.001215,0.001873
584.84,0.004504,0.00911,0.002531,0.001873
584.86,0.003517,0.009768,0.00286,0.001215
584.88,0.003189,0.006807,-0.001746,0.002202
584.9,0.002202,0.010097,0.001215,0.002202
584.92,0.001873,0.009768,-0.000759,0.001215
584.94,0.00286,0.011084,-0.000101,0.003846
584.96,0.004504,0.009768,-0.001746,0.005162
584.98,0.001215,0.012729,0.000886,0.003846
585,0.00286,0.00582,0.002531,0.004833
585.02,0.002202,0.008781,0.003189,0.003846
585.04,0.001544,0.010426,-0.00043,0.001544
585.06,0.004175,0.00582,0.002531,0.003846
585.08,0.001215,0.009768,0.001215,0.003189
585.1,0.001544,0.006807,0.001873,0.003189
585.12,0.004175,0.010097,0.002531,0.001544
585.14,0.002531,0.010426,0.000886,0.00286
585.16,0.001873,0.011084,0.001544,0.002531
585.18,0.004504,0.008781,0.002531,0.006478
585.2,0.002531,0.009768,0.004833,0.002202
585.22,-0.001746,0.011742,0.001544,0.002202
585.24,0.003189,0.007794,0.003517,0.003846
585.26,0.003517,0.010755,-0.001088,0.002202
585.28,0.001544,0.007465,0.001873,0.002531
585.3,0.005162,0.010097,-0.000101,0.003517
585.32,0.002202,0.010097,0.003846,0.002531
585.34,0.003846,0.007794,0.001215,0.003517
585.36,0.00286,0.010097,0.001544,0.001544
585.38,0.001873,0.009768,-0.001417,0.004504
585.4,0.002531,0.010426,0.00286,0.003846
585.42,0.000228,0.00911,0.00286,0.003846
585.44,0.002202,0.009439,0.003846,0.00286
585.46,0.003517,0.008123,0.000228,0.002531
585.48,0.001215,0.008781,0.000886,0.004175
585.5,0.002202,0.011084,0.003189,0.004504
585.52,0.001873,0.010097,0.002531,0.00286
585.54,0.003517,0.007136,-0.000101,0.001873
585.56,0.004175,0.008452,0.001873,0.001873
585.58,0.002202,0.004833,0.000557,0.005162
585.6,0.002202,0.00911,0.001544,0.002531
585.62,0.002531,0.010755,0.000886,0.004833
585.64,0.004504,0.00911,-0.001746,0.001215
585.66,0.00286,0.009768,0.000886,0.001215
585.68,0.005162,0.010426,-0.000101,0.006807
585.7,0.001544,0.010426,-0.00043,0.003189
585.72,0.001544,0.008123,0.001544,0.005162
585.74,0.003846,0.011084,0.003189,0.001215
585.76,0.00286,0.007794,0.000228,0.004175
585.78,0.000886,0.007465,-0.000101,0.004175
585.8,0.002202,0.008123,0.004175,0.002202
585.82,0.00286,0.008452,0.001544,0.004833
585.84,0.003846,0.008781,0.003517,0.002531
585.86,-0.000101,0.008452,0.00286,0.000228
585.88,0.000557,0.008452,-0.000101,0.002531
585.9,0.001873,0.006807,0.003846,0.003517
585.92,0.002531,0.007794,0.002531,0.003189
585.94,0.001873,0.009768,0.004504,0.004504
585.96,0.005491,0.007465,0.000886,0.001873
585.98,0.004833,0.008452,0.001215,-0.001746
586,0.001544,0.009439,-0.001088,0.003189
586.02,0.002202,0.005491,0.000228,0.005162
586.04,0.002202,0.009768,0.003517,0.004504
586.06,0.001544,0.006478,0.000557,0.001215
586.08,0.003189,0.010097,0.001873,-0.00043
586.1,0.002531,0.007465,-0.000101,0.003517
586.12,0.003517,0.008781,0.000228,0.001215
586.14,0.001544,0.008781,0.001215,-0.00043
586.16,0.000886,0.008123,0.001544,-0.000101
586.18,0.000557,0.007136,0.000228,0.001544
586.2,0.003517,0.007465,0.000228,0.000886
586.22,0.003846,0.009439,0.003189,0.003189
586.24,0.003189,0.009768,0.005491,0.003517
586.26,0.001215,0.00911,0.000228,0.001544
586.28,0.002531,0.007794,0.001215,0.004175
586.3,0.003517,0.010426,0.001215,0.001873
586.32,0.003189,0.010426,0.00286,0.004175
586.34,0.003189,0.006807,0.003517,0.001873
586.36,0.001873,0.00582,0.001544,0.001544
586.38,0.002531,0.006807,0.006807,0.001215
586.4,0.00286,0.008781,0.004833,0.001544
586.42,0.002531,0.009439,0.001873,0.001873
586.44,-0.000101,0.010426,0.004833,0.003189
586.46,0.000886,0.009768,0.005491,0.003189
586.48,0.002531,0.00911,0.000557,0.000886
586.5,0.000228,0.004833,-0.001088,0.003846
586.52,-0.001088,0.013058,0.00286,0.002531
586.54,0.005162,0.008781,0.003517,0.003189
586.56,0.001215,0.010426,0.00286,0.003189
586.58,0.002531,0.00582,0.002202,0.003846
586.6,-0.001088,0.006149,0.002531,0.001215
586.62,0.000886,0.008123,0.004175,0.002202
586.64,0.002202,0.008781,0.003846,0.004175
586.66,0.001544,0.007465,0.003846,0.000228
586.68,0.001215,0.007136,0.001873,0.002531
586.7,0.001215,0.007794,0.002202,-0.000101
586.72,-0.001088,0.00582,0.00286,0.001873
586.74,0.00286,0.008123,0.003189,0.000228
586.76,0.000557,0.009439,0.004833,0.003189
586.78,0.001873,0.006478,0.002202,0.004504
586.8,0.002202,0.008781,0.003517,0.001215
586.82,0.002531,0.009439,0.001544,0.002531
586.84,0.001215,0.00911,0.00582,0.001873
586.86,0.000886,0.006478,0.005491,0.000557
586.88,0.003517,0.006478,0.003189,0.001873
586.9,0.001544,0.007794,0.003189,0.001215
586.92,0.001873,0.007136,0.002531,0.003189
586.94,0.001544,0.006478,0.004833,-0.001088
586.96,0.002202,0.008123,0.003189,0.002202
586.98,0.000228,0.007794,0.000886,0.002202
587,0.000228,0.005491,0.003846,0.004833
587.02,0.000228,0.006478,0.007465,0.001215
587.04,0.000557,0.009768,0.003517,0.00286
587.06,0.001215,0.008781,0.001873,0.000886
587.08,0.001544,0.00582,0.00582,0.006478
587.1,0.000886,0.00582,0.003846,0.004175
587.12,-0.001088,0.005162,0.003189,0.000886
587.14,0.000228,0.008781,0.003517,-0.00043
587.16,0.000228,0.007794,0.003189,0.005162
587.18,0.000557,0.006478,0.001215,0.004175
587.2,-0.000101,0.007794,0.004504,0.004504
587.22,0.002202,0.008123,0.004175,0.003517
587.24,-0.001088,0.006478,0.003189,0.002531
587.26,0.000886,0.007465,0.001544,0.001215
587.28,0.000228,0.008781,0.005491,0.003189
587.3,0.001215,0.007136,0.001873,0.002202
587.32,0.001215,0.009439,0.006149,0.00286
587.34,0.002531,0.008452,0.003189,0.002202
587.36,0.000228,0.005491,0.003517,0.002202
587.38,0.001215,0.008452,0.000557,0.001215
587.4,0.003189,0.008452,0.001544,0.004833
587.42,0.000886,0.011413,0.004504,0.005491
587.44,-0.001746,0.006478,0.003189,0.004175
587.46,0.001215,0.008452,0.003846,0.004504
587.48,0.001215,0.005491,0.002202,0.004175
587.5,0.002202,0.00582,0.000557,0.004175
587.52,0.001215,0.007136,0.001544,0.003189
587.54,-0.000101,0.007465,0.00286,0.000886
587.56,0.001215,0.00911,0.004504,0.004175
587.58,0.000228,0.008452,0.003517,0.004504
587.6,-0.000101,0.006807,0.00286,0.002202
587.62,0.004504,0.00911,0.002531,0.00582
587.64,0.001873,0.006807,-0.002075,0.002202
587.66,0.001215,0.006807,0.004175,0.005491
587.68,-0.000759,0.008452,0.003846,0.00582
587.7,0.001873,0.007794,0.005162,0.00286
587.72,0.000557,0.007794,0.00582,0.001873
587.74,0.003846,0.006149,0.004504,0.004833
587.76,0.00286,0.008452,0.001215,0.002531
587.78,0.000886,0.007136,0.00582,0.004833
587.8,0.003846,0.008123,0.004175,0.006149
587.82,0.004175,0.007136,0.004833,0.003846
587.84,0.003517,0.00911,0.003517,0.001215
587.86,0.001873,0.008123,0.005491,0.002202
587.88,0.003517,0.00911,0.004504,0.003189
587.9,0.004175,0.006478,0.003189,0.004504
587.92,0.001544,0.006478,0.007465,0.005491
587.94,0.003846,0.007465,0.003846,0.003846
587.96,0.001215,0.008781,0.003189,0.003846
587.98,-0.000101,0.009768,0.001215,-0.000101
588,-0.000759,0.007465,0.001215,0.004833
588.02,-0.00043,0.00911,0.004504,0.003846
588.04,0.001544,0.00911,0.003517,0.005162
588.06,0.003517,0.010097,0.006478,0.005162
588.08,0.000228,0.010426,0.006478,0.003846
588.1,0.000557,0.006478,0.005162,0.002531
588.12,0.002202,0.010426,0.003189,0.004504
588.14,0.001544,0.010426,0.003517,0.001215
588.16,0.000557,0.010755,0.003517,0.002202
588.18,0.001544,0.008123,0.00582,0.003846
588.2,0.00286,0.007794,0.001215,0.004833
588.22,0.001215,0.007794,0.003517,0.003846
588.24,0.000886,0.010097,0.003846,0.005491
588.26,0.001544,0.009439,0.004833,0.003189
588.28,0.000228,0.00911,0.006478,0.002531
588.3,-0.00043,0.011413,0.002202,0.005491
588.32,0.002531,0.012071,0.003846,0.002531
588.34,0.002531,0.007136,0.004175,0.003517
588.36,0.001544,0.007794,0.003846,0.002531
588.38,0.002531,0.006478,0.006149,0.001544
588.4,-0.000759,0.007465,0.001873,0.003846
588.42,0.000886,0.006478,0.006478,0.007136
588.44,0.000886,0.008781,0.00582,0.004833
588.46,0.001544,0.006807,0.004175,0.00286
588.48,0.002531,0.007136,0.007136,0.003517
588.5,0.000228,0.010426,0.006807,0.003846
588.52,-0.002075,0.010097,0.001544,0.004175
588.54,0.000557,0.007794,0.003189,0.003189
588.56,0.000886,0.010097,0.004833,0.004833
588.58,0.005491,0.009439,0.003189,0.001873
588.6,0.000228,0.009768,0.00582,0.004504
588.62,0.001544,0.008123,0.004175,0.001544
588.64,0.002202,0.008452,0.005491,0.002531
588.66,0.001215,0.005491,0.002202,0.006149
588.68,0.002531,0.008123,0.002202,0.004175
588.7,0.000228,0.008123,0.004833,0.000557
588.72,0.000557,0.007136,0.00286,0.004504
588.74,0.002531,0.00911,0.004833,0.005162
588.76,0.000557,0.010426,0.003846,0.003189
588.78,0.004504,0.00911,0.004504,0.003517
588.8,-0.00043,0.012071,0.008452,0.003189
588.82,0.000228,0.007136,0.005162,0.003846
588.84,0.001873,0.009439,0.004175,0.001544
588.86,0.000886,0.008123,0.003189,0.003846
588.88,0.000557,0.010097,0.004175,0.004175
588.9,0.002531,0.009439,0.003189,0.002202
588.92,0.003517,0.009439,0.002531,0.00286
588.94,0.001873,0.00911,0.00582,0.004504
588.96,0.002202,0.010097,0.003846,0.004833
588.98,-0.002075,0.00911,0.004504,0.005491
589,0.002202,0.010426,0.004175,0.003189
589.02,-0.000101,0.007794,0.004175,0.006478
589.04,0.002202,0.010097,0.003189,0.003517
589.06,0.001215,0.009439,0.006149,0.004833
589.08,0.00286,0.008123,0.006149,0.006149
589.1,0.001873,0.007465,0.005491,0.003517
589.12,-0.00043,0.008123,0.006149,0.00286
589.14,0.000557,0.008781,0.003189,0.004504
589.16,-0.001417,0.010426,0.004833,0.005491
589.18,0.002202,0.010755,0.002531,0.003517
589.2,0.005162,0.008123,0.003189,0.001873
589.22,0.002202,0.008123,0.003189,0.004833
589.24,0.00286,0.00582,0.002202,0.00582
589.26,0.001215,0.009439,0.004833,0.004833
589.28,0.002202,0.008781,0.006807,0.003517
589.3,0.000557,0.005491,0.006478,0.009439
589.32,0.000557,0.008452,0.006149,0.004175
589.34,0.001873,0.013058,0.004833,0.003846
589.36,0.000228,0.008452,0.004504,0.00286
589.38,-0.00043,0.009768,0.005162,0.003846
589.4,0.00286,0.008452,0.007794,0.004504
589.42,0.001873,0.011742,0.006149,0.002202
589.44,0.00286,0.006807,0.007136,0.004175
589.46,0.00286,0.00911,0.005162,0.003189
