560.000000	  0.435593
560.050000	  0.435893
560.100000	  0.437035
560.150000	  0.435912
560.200000	  0.435585
560.250000	  0.438099
560.300000	  0.438051
560.350000	  0.437809
560.400000	  0.438738
560.450000	  0.437222
560.500000	  0.437686
560.550000	  0.437051
560.600000	  0.438025
560.650000	  0.438833
560.700000	  0.439812
560.750000	  0.439457
560.800000	  0.438249
560.850000	  0.438217
560.900000	  0.439944
560.950000	  0.438712
561.000000	  0.439225
561.050000	  0.440370
561.100000	  0.439373
561.150000	  0.439583
561.200000	  0.441007
561.250000	  0.439423
561.300000	  0.439520
561.350000	  0.438907
561.400000	  0.438954
561.450000	  0.439317
561.500000	  0.439620
561.550000	  0.438557
561.600000	  0.439228
561.650000	  0.436804
561.700000	  0.437875
561.750000	  0.439480
561.800000	  0.440878
561.850000	  0.439602
561.900000	  0.441402
561.950000	  0.440738
562.000000	  0.440036
562.050000	  0.440136
562.100000	  0.439709
562.150000	  0.438988
562.200000	  0.439273
562.250000	  0.438580
562.300000	  0.438833
562.350000	  0.441378
562.400000	  0.440412
562.450000	  0.439941
562.500000	  0.441707
562.550000	  0.440125
562.600000	  0.439912
562.650000	  0.441912
562.700000	  0.442697
562.750000	  0.441749
562.800000	  0.441883
562.850000	  0.441528
562.900000	  0.439549
562.950000	  0.440244
563.000000	  0.441749
563.050000	  0.442189
563.100000	  0.439423
563.150000	  0.440286
563.200000	  0.440938
563.250000	  0.443307
563.300000	  0.443018
563.350000	  0.444402
563.400000	  0.441223
563.450000	  0.442460
563.500000	  0.440970
563.550000	  0.443818
563.600000	  0.443289
563.650000	  0.443315
563.700000	  0.442525
563.750000	  0.444670
563.800000	  0.442397
563.850000	  0.441370
563.900000	  0.443228
563.950000	  0.442960
564.000000	  0.443726
564.050000	  0.442018
564.100000	  0.444894
564.150000	  0.443918
564.200000	  0.445347
564.250000	  0.444597
564.300000	  0.445286
564.350000	  0.445939
564.400000	  0.447363
564.450000	  0.446410
564.500000	  0.447997
564.550000	  0.447915
564.600000	  0.447497
564.650000	  0.447621
564.700000	  0.447313
564.750000	  0.449016
564.800000	  0.445965
564.850000	  0.450313
564.900000	  0.449821
564.950000	  0.450560
565.000000	  0.448997
565.050000	  0.449605
565.100000	  0.448908
565.150000	  0.448510
565.200000	  0.449147
565.250000	  0.450079
565.300000	  0.449534
565.350000	  0.449247
565.400000	  0.453153
565.450000	  0.453182
565.500000	  0.453021
565.550000	  0.452179
565.600000	  0.450674
565.650000	  0.450947
565.700000	  0.451537
565.750000	  0.451253
565.800000	  0.453140
565.850000	  0.453748
565.900000	  0.451982
565.950000	  0.453624
566.000000	  0.453277
566.050000	  0.452429
566.100000	  0.453603
566.150000	  0.454956
566.200000	  0.454161
566.250000	  0.455898
566.300000	  0.455485
566.350000	  0.454403
566.400000	  0.453913
566.450000	  0.454761
566.500000	  0.456395
566.550000	  0.456040
566.600000	  0.458285
566.650000	  0.457998
566.700000	  0.457561
566.750000	  0.459364
566.800000	  0.459248
566.850000	  0.457901
566.900000	  0.458630
566.950000	  0.458230
567.000000	  0.458580
567.050000	  0.460909
567.100000	  0.459801
567.150000	  0.459306
567.200000	  0.459196
567.250000	  0.459835
567.300000	  0.458077
567.350000	  0.460014
567.400000	  0.459559
567.450000	  0.459401
567.500000	  0.461535
567.550000	  0.459009
567.600000	  0.460356
567.650000	  0.459317
567.700000	  0.461459
567.750000	  0.461309
567.800000	  0.462038
567.850000	  0.460432
567.900000	  0.461833
567.950000	  0.460472
568.000000	  0.461017
568.050000	  0.461319
568.100000	  0.461109
568.150000	  0.461177
568.200000	  0.462262
568.250000	  0.460809
568.300000	  0.460069
568.350000	  0.463291
568.400000	  0.460888
568.450000	  0.461243
568.500000	  0.461401
568.550000	  0.462609
568.600000	  0.462222
568.650000	  0.461867
568.700000	  0.463635
568.750000	  0.463630
568.800000	  0.463091
568.850000	  0.462230
568.900000	  0.464836
568.950000	  0.464617
569.000000	  0.467138
569.050000	  0.465599
569.100000	  0.466238
569.150000	  0.467796
569.200000	  0.466244
569.250000	  0.466715
569.300000	  0.467196
569.350000	  0.467767
569.400000	  0.467820
569.450000	  0.470939
569.500000	  0.470568
569.550000	  0.471336
569.600000	  0.471531
569.650000	  0.469683
569.700000	  0.472023
569.750000	  0.470641
569.800000	  0.471994
569.850000	  0.471739
569.900000	  0.472241
569.950000	  0.472805
570.000000	  0.472102
570.050000	  0.470883
570.100000	  0.472668
570.150000	  0.472470
570.200000	  0.475215
570.250000	  0.473839
