wl_1,ref_1_ND64,wl_2,ref_2_ND64,wl_3,ref_3_ND64,Cu2O_1_77K_ND4,Cu2O_2_77K_ND1,Cu2O_3_77K_ND4,Cu2O_1_150K_ND4,Cu2O_1_296K_ND4,BG_23_ND64,BG_1_ND4
565.86,0.685162,,,,,0.067997,,,0.063721,0.075564,,
565.88,0.685491,,,,,0.073261,,,0.055496,0.075893,,
565.9,0.687136,,,,,0.069642,,,0.06076,0.078854,,
565.92,0.6924,,,,,0.061747,,,0.061418,0.074906,,
565.94,0.686149,,,,,0.076222,,,0.057799,0.074906,,
565.96,0.688123,,,,,0.069971,,,0.058128,0.07359,,
565.98,0.680885,,,,,0.068655,,,0.058457,0.067997,,
566,0.682201,,,,,0.071287,,,0.061747,0.075235,,
566.02,0.683188,,,,,0.069642,,,0.06405,0.075235,,
566.04,0.694044,,,,,0.074577,,,0.051877,0.075235,,
566.06,0.682201,,,,,0.069642,,,0.063721,0.073261,,
566.08,0.694044,,,,,0.071287,,,0.060431,0.079512,,
566.1,0.684833,,,,,0.072932,,,0.046614,0.073261,,
566.12,0.681872,,,,,0.066024,,,0.065037,0.068984,,
566.14,0.675293,,,,,0.068326,,,0.071945,0.066024,,
566.16,0.684833,,,,,0.07359,,,0.043324,0.074248,,
566.18,0.687136,,,,,0.070629,,,0.063063,0.075564,,
566.2,0.684504,,,,,0.070629,,,0.055496,0.073919,,
566.22,0.68582,,,,,0.069971,,,0.05747,0.073261,,
566.24,0.687136,,,,,0.070629,,,0.059773,0.078196,,
566.26,0.6924,,,,,0.073261,,,0.061089,0.075235,,
566.28,0.690426,,,,,0.069313,,,0.068326,0.081486,,
566.3,0.68911,,,,,0.066681,,,0.059115,0.074906,,
566.32,0.681543,,,,,0.061089,,,0.061418,0.06076,,
566.34,0.685491,,,,,0.065037,,,0.062405,0.077867,,
566.36,0.684504,,,,,0.074906,,,0.065037,0.078525,,
566.38,0.686807,,,,,0.067668,,,0.061418,0.072603,,
566.4,0.700295,,,,,0.066681,,,0.060102,0.074577,,
566.42,0.683517,,,,,0.068326,,,0.061418,0.075564,,
566.44,0.682201,,,,,0.070629,,,0.06076,0.081814,,
566.46,0.686149,,,,,0.068326,,,0.061089,0.071616,,
566.48,0.690755,,,,,0.067339,,,0.065037,0.079512,,
566.5,0.688781,,,,,0.070629,,,0.064708,0.074906,,
566.52,0.679898,,,,,0.071287,,,0.06076,0.071945,,
566.54,0.687465,,,,,0.070958,,,0.061747,0.072932,,
566.56,0.68582,,,,,0.068984,,,0.063063,0.058128,,
566.58,0.67924,,,,,0.058786,,,0.06076,0.05418,,
566.6,0.678582,,,,,0.071945,,,0.058128,0.055496,,
566.62,0.680227,,,,,0.064379,,,0.06405,0.075893,,
566.64,0.686807,,,,,0.069642,,,0.057141,0.07359,,
566.66,0.684175,,,,,0.056483,,,0.062076,0.073919,,
566.68,0.685491,,,,,0.071616,,,0.051219,0.070958,,
566.7,0.690426,,,,,0.06076,,,0.063392,0.068326,,
566.72,0.691413,,,,,0.071616,,,0.063721,0.070629,,
566.74,0.689439,,,,,0.070629,,,0.063392,0.075564,,
566.76,0.683846,,,,,0.072932,,,0.057141,0.076222,,
566.78,0.688123,,,,,0.073261,,,0.062076,0.073261,,
566.8,0.684504,,,,,0.072932,,,0.060431,0.069642,,
566.82,0.680885,,,,,0.072274,,,0.059444,0.07688,,
566.84,0.68911,,,,,0.067668,,,0.061747,0.072603,,
566.86,0.689439,,,,,0.071287,,,0.054509,0.071616,,
566.88,0.678911,,,,,0.075564,,,0.059444,0.07359,,
566.9,0.686807,,,,,0.056154,,,0.062076,0.072603,,
566.92,0.686478,,,,,0.071945,,,0.055825,0.072932,,
566.94,0.681872,,,,,0.075564,,,0.06076,0.077867,,
566.96,0.687794,,,,,0.074577,,,0.061747,0.067668,,
566.98,0.685162,,,,,0.068655,,,0.064379,0.074248,,
567,0.665423,,,,,0.079841,,,0.060431,0.07359,,
567.02,0.682201,,,,,0.073261,,,0.062076,0.07688,,
567.04,0.687465,,,,,0.067997,,,0.069313,0.075893,,
567.06,0.688123,,,,,0.069313,,,0.063721,0.077538,,
567.08,0.689768,,,,,0.073261,,,0.063063,0.070958,,
567.1,0.686149,,,,,0.072274,,,0.06076,0.073919,,
567.12,0.694702,,,,,0.069313,,,0.062734,0.078525,,
567.14,0.687794,,,,,0.072603,,,0.063392,0.079512,,
567.16,0.68582,,,,,0.075235,,,0.053193,0.070958,,
567.18,0.684833,,,,,0.068655,,,0.063392,0.075235,,
567.2,0.687794,,,,,0.0703,,,0.042008,0.074906,,
567.22,0.696676,,,,,0.07359,,,0.065366,0.077538,,
567.24,0.690426,,,,,0.072932,,,0.060431,0.073261,,
567.26,0.666739,,,,,0.073919,,,0.064708,0.066024,,
567.28,0.688781,,,,,0.0703,,,0.062405,0.076222,,
567.3,0.686149,,,,,0.071945,,,0.062734,0.07359,,
567.32,0.687465,,,,,0.074248,,,0.065037,0.075235,,
567.34,0.679569,,,,,0.074577,,,0.061089,0.072603,,
567.36,0.68582,,,,,0.074248,,,0.06076,0.073261,,
567.38,0.693386,,,,,0.069642,,,0.068655,0.075893,,
567.4,0.686478,,,,,0.074248,,,0.065366,0.07359,,
567.42,0.693386,,,,,0.070958,,,0.047272,0.074577,,
567.44,0.665094,,,,,0.067997,,,0.06405,0.075893,,
567.46,0.688123,,,,,0.071287,,,0.061747,0.075893,,
567.48,0.682859,,,,,0.07688,,,0.062734,0.075564,,
567.5,0.691084,,,,,0.073919,,,0.061418,0.077867,,
567.52,0.690755,,,,,0.071945,,,0.065037,0.074906,,
567.54,0.685162,,,,,0.069313,,,0.062405,0.075235,,
567.56,0.690755,,,,,0.078854,,,0.064379,0.078196,,
567.58,0.691084,,,,,0.072603,,,0.049246,0.076222,,
567.6,0.6924,,,,,0.059115,,,0.056812,0.073261,,
567.62,0.697005,,,,,0.077867,,,0.061418,0.070629,,
567.64,0.688781,,,,,0.071616,,,0.063392,0.078854,,
567.66,0.689768,,,,,0.069642,,,0.066352,0.076222,,
567.68,0.674635,,,,,0.07688,,,0.065695,0.073919,,
567.7,0.68582,,,,,0.075235,,,0.057141,0.074248,,
567.72,0.68911,,,,,0.077209,,,0.063392,0.07359,,
567.74,0.687794,,,,,0.074906,,,0.063392,0.076551,,
567.76,0.687465,,,,,0.072274,,,0.055167,0.07688,,
567.78,0.683846,,,,,0.075893,,,0.061747,0.077867,,
567.8,0.674964,,,,,0.072932,,,0.058786,0.077209,,
567.82,0.682201,,,,,0.074906,,,0.063721,0.075564,,
567.84,0.688781,,,,,0.07359,,,0.058786,0.077867,,
567.86,0.693057,,,,,0.071287,,,0.064379,0.075235,,
567.88,0.685491,,,,,0.072274,,,0.054509,0.077209,,
567.9,0.680885,,,,,0.073261,,,0.05747,0.079183,,
567.92,0.700953,,,,,0.07359,,,0.06076,0.072274,,
567.94,0.693386,,,,,0.067668,,,0.063063,0.077209,,
567.96,0.680885,,,,,0.072274,,,0.061089,0.071287,,
567.98,0.689768,,,,,0.073919,,,0.060431,0.078854,,
568,0.692728,,,,,0.070629,,,0.063063,0.068326,,
568.02,0.670029,,,,,0.075235,,,0.062076,0.079512,,
568.04,0.700624,,,,,0.071945,,,0.057141,0.070629,,
568.06,0.691084,,,,,0.073919,,,0.065366,0.075893,,
568.08,0.685491,,,,,0.075235,,,0.061747,0.078525,,
568.1,0.699637,,,,,0.075564,,,0.059444,0.076551,,
568.12,0.697663,,,,,0.078196,,,0.063721,0.08017,,
568.14,0.681214,,,,,0.079841,,,0.06405,0.074248,,
568.16,0.678253,,,,,0.075235,,,0.063063,0.075235,,
568.18,0.689768,,,,,0.078525,,,0.058786,0.07688,,
568.2,0.687794,,,,,0.079841,,,0.067997,0.077538,,
568.22,0.692728,,,,,0.075893,,,0.059115,0.078525,,
568.24,0.697005,,,,,0.072274,,,0.058786,0.068984,,
568.26,0.697334,,,,,0.072932,,,0.064379,0.077538,,
568.28,0.689768,,,,,0.071287,,,0.046943,0.073919,,
568.3,0.691742,,,,,0.075893,,,0.058128,0.060102,,
568.32,0.693386,,,,,0.075893,,,0.063392,0.072603,,
568.34,0.690426,,,,,0.077209,,,0.063392,0.081157,,
568.36,0.696018,,,,,0.073919,,,0.055167,0.077209,,
568.38,0.690755,,,,,0.07688,,,0.064708,0.076551,,
568.4,0.691742,,,,,0.077209,,,0.065037,0.075893,,
568.42,0.683846,,,,,0.075893,,,0.059115,0.077538,,
568.44,0.686149,,,,,0.073919,,,0.063721,0.081157,,
568.46,0.694373,,,,,0.077209,,,0.061747,0.078854,,
568.48,0.687465,,,,,0.059115,,,0.06405,0.080828,,
568.5,0.687794,,,,,0.078854,,,0.061747,0.078525,,
568.52,0.685162,,,,,0.070958,,,0.062076,0.077209,,
568.54,0.684175,,,,,0.07688,,,0.062734,0.075564,,
568.56,0.689768,,,,,0.076222,,,0.061418,0.057141,,
568.58,0.692728,,,,,0.072932,,,0.06701,0.077867,,
568.6,0.691413,,,,,0.065366,,,0.063721,0.077209,,
568.62,0.691742,,,,,0.079512,,,0.064708,0.079512,,
568.64,0.69536,,,,,0.075893,,,0.064379,0.07688,,
568.66,0.695689,,,,,0.078854,,,0.063063,0.078854,,
568.68,0.693057,,,,,0.074577,,,0.058786,0.079512,,
568.7,0.689768,,,,,0.07688,,,0.057799,0.072274,,
568.72,0.68911,,,,,0.079512,,,0.058786,0.076222,,
568.74,0.691742,,,,,0.06076,,,0.064379,0.079183,,
568.76,0.688123,,,,,0.078525,,,0.064379,0.08017,,
568.78,0.683517,,,,,0.075235,,,0.06405,0.074248,,
568.8,0.691084,,,,,0.07688,,,0.065037,0.072932,,
568.82,0.69536,,,,,0.077209,,,0.06701,0.079512,,
568.84,0.698321,,,,,0.074577,,,0.062076,0.079512,,
568.86,0.683846,,,,,0.078196,,,0.063063,0.077867,,
568.88,0.692728,,,,,0.078525,,,0.062405,0.090697,,
568.9,0.691084,,,,,0.054509,,,0.062734,0.076222,,
568.92,0.697992,,,,,0.075235,,,0.046614,0.079841,,
568.94,0.695689,,,,,0.077538,,,0.061418,0.078196,,
568.96,0.681872,,,,,0.079512,,,0.058786,0.073919,,
568.98,0.696347,,,,,0.076222,,,0.064708,0.07688,,
569,0.693715,,,,,0.078854,,,0.063721,0.076551,,
569.02,0.694702,,,,,0.079512,,,0.058457,0.068326,,
569.04,0.6924,,,,,0.074906,,,0.065037,0.070629,,
569.06,0.688452,,,,,0.080828,,,0.067668,0.074906,,
569.08,0.695031,,,,,0.078525,,,0.054509,0.077209,,
569.1,0.696347,,,,,0.079512,,,0.060431,0.074577,,
569.12,0.694702,,,,,0.077538,,,0.060431,0.069313,,
569.14,0.700295,,,,,0.077538,,,0.056812,0.078854,,
569.16,0.698321,,,,,0.07688,,,0.062734,0.081486,,
569.18,0.694044,,,,,0.087078,,,0.059444,0.081486,,
569.2,0.697663,,,,,0.076222,,,0.062734,0.075564,,
569.22,0.688452,,,,,0.07688,,,0.044969,0.075893,,
569.24,0.690755,,,,,0.076222,,,0.059773,0.074906,,
569.26,0.687465,,,,,0.076222,,,0.06405,0.078525,,
569.28,0.690097,,,,,0.074248,,,0.06701,0.078525,,
569.3,0.693715,,,,,0.07688,,,0.062076,0.078854,,
569.32,0.696347,,,,,0.081814,,,0.06076,0.076222,,
569.34,0.691742,,,,,0.073261,,,0.061747,0.079841,,
569.36,0.691084,,,,,0.077538,,,0.057799,0.075235,,
569.38,0.692728,,,,,0.078854,,,0.065695,0.074577,,
569.4,0.695689,,,,,0.079841,,,0.062734,0.069642,,
569.42,0.690755,,,,,0.082472,,,0.064379,0.079512,,
569.44,0.689768,,,,,0.079183,,,0.058457,0.082143,,
569.46,0.687465,,,,,0.077209,,,0.057141,0.078525,,
569.48,0.697005,,,,,0.078854,,,0.060431,0.076551,,
569.5,0.699308,,,,,0.076222,,,0.063063,0.075235,,
569.52,0.68911,,,,,0.079512,,,0.060102,0.079183,,
569.54,0.692071,,,,,0.078854,,,0.056812,0.079512,,
569.56,0.690426,,,,,0.077867,,,0.058786,0.079183,,
569.58,0.696347,,,,,0.076551,,,0.061747,0.074906,,
569.6,0.693057,,,,,0.080828,,,0.066352,0.070629,,
569.62,0.69865,,,,,0.075564,,,0.063721,0.08017,,
569.64,0.697992,,,,,0.077867,,,0.063721,0.07688,,
569.66,0.697334,,,,,0.072274,,,0.064379,0.078854,,
569.68,0.698321,,,,,0.078854,,,0.062734,0.071945,,
569.7,0.69536,,,,,0.077867,,,0.058786,0.077867,,
569.72,0.688781,,,,,0.074577,,,0.066681,0.079183,,
569.74,0.691084,,,,,0.077209,,,0.066681,0.078525,,
569.76,0.690097,,,,,0.08017,,,0.062076,0.080828,,
569.78,0.693057,,,,,0.077867,,,0.059773,0.078525,,
569.8,0.693057,,,,,0.081157,,,0.061747,0.089052,,
569.82,0.696676,,,,,0.081157,,,0.063721,0.078854,,
569.84,0.694702,,,,,0.077867,,,0.06405,0.077209,,
569.86,0.681872,,,,,0.077538,,,0.063721,0.077209,,
569.88,0.690426,,,,,0.075564,,,0.062076,0.082801,,
569.9,0.695031,,,,,0.081814,,,0.061089,0.075235,,
569.92,0.681872,,,,,0.078525,,,0.060431,0.08017,,
569.94,0.703585,,,,,0.076222,,,0.061089,0.075564,,
569.96,0.702598,,,,,0.077538,,,0.05747,0.074906,,
569.98,0.688781,,,,,0.077867,,,0.06405,0.078196,,
570,0.710493,,,,,0.08313,,,0.058128,0.06701,,
570.02,0.685162,,,,,0.076222,,,0.052206,0.077867,,
570.04,0.692071,,,,,0.078854,,,0.062405,0.080828,,
570.06,0.697334,,,,,0.058786,,,0.06076,0.077209,,
570.08,0.694044,,,,,0.07359,,,0.059115,0.081486,,
570.1,0.697005,,,,,0.075564,,,0.055167,0.077867,,
570.12,0.693386,,,,,0.077538,,,0.061747,0.077538,,
570.14,0.703914,,,,,0.071945,,,0.064708,0.083459,,
570.16,0.694373,,,,,0.064708,,,0.062734,0.077867,,
570.18,0.70194,,,,,0.077538,,,0.059773,0.075564,,
570.2,0.69865,,,,,0.082472,,,0.059773,0.07688,,
570.22,0.700953,,,,,0.072932,,,0.056154,0.075235,,
570.24,0.699308,,,,,0.075893,,,0.06405,0.073919,,
570.26,0.670358,,,,,0.076551,,,0.06076,0.077538,,
570.28,0.691742,,,,,0.077867,,,0.051219,0.078525,,
570.3,0.702927,,,,,0.079183,,,0.061747,0.075564,,
570.32,0.697334,,,,,0.077867,,,0.056812,0.079512,,
570.34,0.693715,,,,,0.079183,,,0.059115,0.078196,,
570.36,0.692071,,,,,0.072603,,,0.063392,0.078525,,
570.38,0.698321,,,,,0.051877,,,0.054509,0.076222,,
570.4,0.699637,,,,,0.079183,,,0.063063,0.081486,,
570.42,0.69536,,,,,0.078854,,,0.061418,0.075564,,
570.44,0.692728,,,,,0.079183,,,0.059115,0.082801,,
570.46,0.697663,,,,,0.078196,,,0.057799,0.079512,,
570.48,0.694044,,,,,0.081486,,,0.064379,0.077209,,
570.5,0.704243,,,,,0.078196,,,0.062405,0.078196,,
570.52,0.691413,,,,,0.082472,,,0.06076,0.078854,,
570.54,0.693386,,,,,0.083459,,,0.060431,0.074248,,
570.56,0.699637,,,,,0.088065,,,0.063721,0.065695,,
570.58,0.694044,,,,,0.080828,,,0.058786,0.061089,,
570.6,0.704901,,,,,0.08017,,,0.062076,0.078525,,
570.62,0.706217,,,,,0.075235,,,0.061747,0.075235,,
570.64,0.703585,,,,,0.077867,,,0.063063,0.079841,,
570.66,0.696018,,,,,0.074906,,,0.06405,0.08313,,
570.68,0.695031,,,,,0.078196,,,0.06701,0.079512,,
570.7,0.707533,,,,,0.075564,,,0.062076,0.076551,,
570.72,0.710164,,,,,0.090039,,,0.068326,0.089052,,
570.74,0.697663,,,,,0.078525,,,0.06076,0.078854,,
570.76,0.703585,,,,,0.063721,,,0.065366,0.078525,,
570.78,0.69536,,,,,0.081486,,,0.064379,0.064379,,
570.8,0.706875,,,,,0.078854,,,0.062405,0.080828,,
570.82,0.704243,,,,,0.079841,,,0.06076,0.079183,,
570.84,0.698979,,,,,0.079183,,,0.068984,0.072932,,
570.86,0.694702,,,,,0.079512,,,0.066352,0.087736,,
570.88,0.69536,,,,,0.081814,,,0.063721,0.07688,,
570.9,0.707204,,,,,0.082472,,,0.059444,0.060431,,
570.92,0.700295,,,,,0.082801,,,0.066352,0.077209,,
570.94,0.699966,,,,,0.079512,,,0.066024,0.081157,,
570.96,0.695031,,,,,0.080499,,,0.063721,0.074248,,
570.98,0.701611,,,,,0.08017,,,0.063721,0.079183,,
571,0.699966,,,,,0.083459,,,0.059773,0.077538,,
571.02,0.70194,,,,,0.084775,,,0.063721,0.078854,,
571.04,0.698979,,,,,0.081157,,,0.066024,0.074577,,
571.06,0.702927,,,,,0.080499,,,0.058128,0.073919,,
571.08,0.702269,,,,,0.081157,,,0.062405,0.081814,,
571.1,0.704572,,,,,0.08313,,,0.062734,0.078854,,
571.12,0.704901,,,,,0.082801,,,0.064708,0.074906,,
571.14,0.699966,,,,,0.079841,,,0.066681,0.081486,,
571.16,0.694702,,,,,0.078525,,,0.061747,0.079512,,
571.18,0.707862,,,,,0.078854,,,0.063721,0.078854,,
571.2,0.702598,,,,,0.082143,,,0.063063,0.070629,,
571.22,0.705888,,,,,0.082143,,,0.047272,0.077867,,
571.24,0.701611,,,,,0.084117,,,0.062734,0.084775,,
571.26,0.696018,,,,,0.075564,,,0.064379,0.078196,,
571.28,0.698979,,,,,0.081814,,,0.061089,0.075893,,
571.3,0.709506,,,,,0.080828,,,0.061747,0.079512,,
571.32,0.702598,,,,,0.079841,,,0.063063,0.078196,,
571.34,0.700953,,,,,0.078525,,,0.062076,0.079841,,
571.36,0.701611,,,,,0.075235,,,0.062734,0.078196,,
571.38,0.701282,,,,,0.08017,,,0.066352,0.077538,,
571.4,0.683188,,,,,0.083788,,,0.066681,0.079183,,
571.42,0.690755,,,,,0.080828,,,0.061418,0.076222,,
571.44,0.707862,,,,,0.084117,,,0.055496,0.078525,,
571.46,0.696676,,,,,0.08017,,,0.06405,0.07688,,
571.48,0.704901,,,,,0.08313,,,0.058786,0.078854,,
571.5,0.702927,,,,,0.077209,,,0.054509,0.083459,,
571.52,0.700624,,,,,0.081486,,,0.066352,0.077867,,
571.54,0.689768,,,,,0.084775,,,0.066024,0.079183,,
571.56,0.701611,,,,,0.078854,,,0.063721,0.075564,,
571.58,0.702269,,,,,0.08017,,,0.057141,0.079512,,
571.6,0.697005,,,,,0.082472,,,0.064708,0.077209,,
571.62,0.690426,,,,,0.084446,,,0.065695,0.072932,,
571.64,0.705559,,,,,0.078525,,,0.06405,0.081157,,
571.66,0.69536,,,,,0.085104,,,0.062734,0.075893,,
571.68,0.697334,,,,,0.081486,,,0.063392,0.077538,,
571.7,0.701282,,,,,0.082472,,,0.044969,0.077538,,
571.72,0.70819,,,,,0.084117,,,0.062405,0.080499,,
571.74,0.699308,,,,,0.082143,,,0.061418,0.082472,,
571.76,0.702927,,,,,0.085104,,,0.062405,0.076551,,
571.78,0.697992,,,,,0.080828,,,0.067339,0.080499,,
571.8,0.703914,,,,,0.085433,,,0.069642,0.078196,,
571.82,0.700953,,,,,0.081814,,,0.063063,0.082143,,
571.84,0.707204,,,,,0.084446,,,0.056483,0.079841,,
571.86,0.71148,,,,,0.081486,,,0.061089,0.08017,,
571.88,0.697334,,,,,0.067668,,,0.065037,0.078525,,
571.9,0.705888,,,,,0.081814,,,0.061747,0.082472,,
571.92,0.698979,,,,,0.084446,,,0.047601,0.083788,,
571.94,0.713125,,,,,0.080499,,,0.063063,0.08017,,
571.96,0.708519,,,,,0.085104,,,0.065695,0.072603,,
571.98,0.698321,,,,,0.082143,,,0.056154,0.079183,,
572,0.704572,,,,,0.070958,,,0.062734,0.081157,,
572.02,0.702598,,,,,0.085433,,,0.062405,0.084775,,
572.04,0.68582,,,,,0.08313,,,0.06405,0.078196,,
572.06,0.71148,,,,,0.085762,,,0.063063,0.079183,,
572.08,0.69536,,,,,0.086749,,,0.059773,0.079183,,
572.1,0.706875,,,,,0.085104,,,0.061418,0.082143,,
572.12,0.697005,,,,,0.083459,,,0.061747,0.058457,,
572.14,0.705559,,,,,0.087407,,,0.059115,0.079183,,
572.16,0.698979,,,,,0.080828,,,0.062076,0.076551,,
572.18,0.704901,,,,,0.085762,,,0.064379,0.079183,,
572.2,0.707204,,,,,0.078854,,,0.065366,0.077538,,
572.22,0.712138,,,,,0.083459,,,0.063721,0.083788,,
572.24,0.700295,,,,,0.087736,,,0.069642,0.081814,,
572.26,0.703585,,,,,0.084117,,,0.064708,0.074248,,
572.28,0.702269,,,,,0.085433,,,0.068326,0.078854,,
572.3,0.700295,,,,,0.086749,,,0.053193,0.078854,,
572.32,0.705559,,,,,0.086749,,,0.062734,0.078525,,
572.34,0.704901,,,,,0.083459,,,0.064708,0.076222,,
572.36,0.69865,,,,,0.070629,,,0.058786,0.081157,,
572.38,0.706217,,,,,0.088065,,,0.04464,0.080828,,
572.4,0.706546,,,,,0.084117,,,0.056154,0.081157,,
572.42,0.710822,,,,,0.092013,,,0.064708,0.079841,,
572.44,0.706217,,,,,0.089052,,,0.067668,0.064379,,
572.46,0.705559,,,,,0.087407,,,0.067339,0.078196,,
572.48,0.704901,,,,,0.078196,,,0.06405,0.069313,,
572.5,0.710493,,,,,0.079512,,,0.054838,0.075235,,
572.52,0.702269,,,,,0.091355,,,0.063721,0.082143,,
572.54,0.686149,,,,,0.085433,,,0.065037,0.079841,,
572.56,0.70523,,,,,0.092013,,,0.06405,0.079512,,
572.58,0.697005,,,,,0.094645,,,0.064708,0.080499,,
572.6,0.710164,,,,,0.094316,,,0.06405,0.077209,,
572.62,0.697334,,,,,0.092671,,,0.071287,0.076222,,
572.64,0.702598,,,,,0.094645,,,0.069971,0.08017,,
572.66,0.701282,,,,,0.090368,,,0.072603,0.077867,,
572.68,0.704901,,,,,0.095961,,,0.051548,0.078196,,
572.7,0.704572,,,,,0.093329,,,0.065695,0.078854,,
572.72,0.701611,,,,,0.097605,,,0.067668,0.077867,,
572.74,0.688123,,,,,0.091355,,,0.063392,0.078196,,
572.76,0.706875,,,,,0.092013,,,0.066681,0.072932,,
572.78,0.707533,,,,,0.092342,,,0.047601,0.077538,,
572.8,0.707862,,,,,0.094316,,,0.066681,0.082143,,
572.82,0.709835,,,,,0.090368,,,0.06701,0.078196,,
572.84,0.687136,,,,,0.087736,,,0.065366,0.082143,,
572.86,0.691742,,,,,0.084775,,,0.067668,0.07688,,
572.88,0.678582,,,,,0.094974,,,0.062405,0.077209,,
572.9,0.707204,,,,,0.083788,,,0.066352,0.076222,,
572.92,0.707533,,,,,0.091684,,,0.064379,0.079512,,
572.94,0.707862,,,,,0.093329,,,0.064379,0.080828,,
572.96,0.709506,,,,,0.091026,,,0.069642,0.067668,,
572.98,0.708519,,,,,0.090697,,,0.066352,0.080499,,
573,0.70194,,,,,0.088723,,,0.059773,0.076222,,
573.02,0.68582,,,,,0.089052,,,0.067339,0.078854,,
573.04,0.69536,,,,,0.091355,,,0.067668,0.071945,,
573.06,0.702598,,,,,0.079512,,,0.060102,0.080499,,
573.08,0.710493,,,,,0.090039,,,0.067668,0.079841,,
573.1,0.705559,,,,,0.077538,,,0.059115,0.079841,,
573.12,0.70194,,,,,0.094974,,,0.054838,0.072932,,
573.14,0.706546,,,,,0.094645,,,0.065695,0.079183,,
573.16,0.706217,,,,,0.097934,,,0.067668,0.08017,,
573.18,0.702269,,,,,0.098263,,,0.06405,0.058457,,
573.2,0.713454,,,,,0.098263,,,0.066024,0.078196,,
573.22,0.70819,,,,,0.099579,,,0.061089,0.078525,,
573.24,0.710164,,,,,0.101224,,,0.066352,0.08017,,
573.26,0.697663,,,,,0.102211,,,0.065695,0.090368,,
573.28,0.705559,,,,,0.101553,,,0.040692,0.081486,,
573.3,0.693386,,,,,0.108462,,,0.063063,0.08017,,
573.32,0.707533,,,,,0.101882,,,0.065366,0.081814,,
573.34,0.704243,,,,,0.110107,,,0.065366,0.079841,,
573.36,0.701282,,,,,0.109449,,,0.068326,0.074577,,
573.38,0.703256,,,,,0.082472,,,0.068655,0.077867,,
573.4,0.703585,,,,,0.113396,,,0.059444,0.079841,,
573.42,0.715757,,,,,0.114383,,,0.072274,0.071287,,
573.44,0.707533,,,,,0.112081,,,0.063063,0.078525,,
573.46,0.715757,,,,,0.116686,,,0.065366,0.083459,,
573.48,0.706875,,,,,0.112739,,,0.067668,0.078854,,
573.5,0.718718,,,,,0.11241,,,0.063063,0.087736,,
573.52,0.709177,,,,,0.11537,,,0.063721,0.079841,,
573.54,0.699966,,,,,0.116028,,,0.064379,0.077209,,
573.56,0.710822,,,,,0.119976,,,0.066681,0.081486,,
573.58,0.713125,,,,,0.117673,,,0.061418,0.079841,,
573.6,0.703256,,,,,0.112739,,,0.061089,0.079183,,
573.62,0.701611,,,,,0.120305,,,0.065366,0.079512,,
573.64,0.706875,,,,,0.11537,,,0.048588,0.083459,,
573.66,0.710493,,,,,0.119318,,,0.062076,0.079512,,
573.68,0.707862,,,,,0.117015,,,0.065037,0.080499,,
573.7,0.705888,,,,,0.119318,,,0.066024,0.079841,,
573.72,0.711151,,,,,0.117673,,,0.065366,0.078196,,
573.74,0.709835,,,,,0.120963,,,0.070958,0.077538,,
573.76,0.712138,,,,,0.122937,,,0.060102,0.076222,,
573.78,0.709835,,,,,0.117344,,,0.079183,0.080499,,
573.8,0.709177,,,,,0.117015,,,0.067997,0.077867,,
573.82,0.712138,,,,,0.117673,,,0.059444,0.079841,,
573.84,0.707862,,,,,0.117673,,,0.061747,0.077209,,
573.86,0.704243,,,,,0.116686,,,0.06405,0.078854,,
573.88,0.708519,,,,,0.113067,,,0.066681,0.077867,,
573.9,0.710822,,,,,0.115699,,,0.062076,0.072603,,
573.92,0.703585,,,,,0.113396,,,0.065695,0.071287,,
573.94,0.717073,,,,,0.115699,,,0.058128,0.079512,,
573.96,0.71148,,,,,0.113396,,,0.065037,0.075235,,
573.98,0.703585,,,,,0.110436,,,0.064708,0.079183,,
574,0.703256,,,,,0.106488,,,0.062734,0.082801,,
574.02,0.71148,,,,,0.107804,,,0.06405,0.079841,,
574.04,0.70194,,,,,0.101224,,,0.050233,0.077538,,
574.06,0.703256,,,,,0.105501,,,0.067668,0.075564,,
574.08,0.714441,,,,,0.100237,,,0.064379,0.078854,,
574.1,0.696347,,,,,0.097605,,,0.065037,0.080828,,
574.12,0.711151,,,,,0.090368,,,0.050561,0.07688,,
574.14,0.71806,,,,,0.095632,,,0.067339,0.079512,,
574.16,0.709506,,,,,0.095303,,,0.048917,0.080499,,
574.18,0.707862,,,,,0.091026,,,0.064708,0.079841,,
574.2,0.709835,,,,,0.089381,,,0.062076,0.081486,,
574.22,0.709177,,,,,0.098592,,,0.066352,0.084775,,
574.24,0.711809,,,,,0.093658,,,0.064379,0.0703,,
574.26,0.706875,,,,,0.093658,,,0.065695,0.078854,,
574.28,0.71148,,,,,0.094645,,,0.064708,0.080828,,
574.3,0.706875,,,,,0.092671,,,0.066352,0.080828,,
574.32,0.710822,,,,,0.091684,,,0.062734,0.079512,,
574.34,0.70819,,,,,0.090039,,,0.06405,0.080828,,
574.36,0.691742,,,,,0.091684,,,0.067668,0.080828,,
574.38,0.709177,,,,,0.095632,,,0.064379,0.093987,,
574.4,0.711809,,,,,0.097277,,,0.065037,0.076551,,
574.42,0.703256,,,,,0.096948,,,0.045956,0.077538,,
574.44,0.716415,,,,,0.100566,,,0.070629,0.08017,,
574.46,0.703914,,,,,0.106488,,,0.057799,0.081157,,
574.48,0.710493,,,,,0.104185,,,0.06405,0.081814,,
574.5,0.706875,,,,,0.107146,,,0.068326,0.08313,,
