wl_1,ref_1_ND64,wl_2,ref_2_ND64,wl_3,ref_3_ND64,Cu2O_1_77K_ND4,Cu2O_2_77K_ND1,Cu2O_3_77K_ND4,Cu2O_1_150K_ND4,Cu2O_1_296K_ND4,BG_23_ND64,BG_1_ND4
467.2,0.254199,,,,,0.004175,,,-0.001746,0.010755,,
467.22,0.248936,,,,,0.006478,,,-0.012274,0.014045,,
467.24,0.246633,,,,,-0.00372,,,0.006807,0.010097,,
467.26,0.247949,,,,,0.004175,,,0.000886,0.006807,,
467.28,0.24762,,,,,-0.010629,,,0.000886,0.016348,,
467.3,0.249923,,,,,0.003517,,,0.00286,0.014374,,
467.32,0.248607,,,,,0.00286,,,0.004504,0.011742,,
467.34,0.245646,,,,,0.007465,,,-0.001417,0.012729,,
467.36,0.248607,,,,,0.000557,,,0.004175,0.013058,,
467.38,0.249594,,,,,0.001873,,,-0.00043,0.012729,,
467.4,0.251239,,,,,0.007465,,,-0.002404,0.014045,,
467.42,0.239724,,,,,0.005491,,,0.000228,0.008123,,
467.44,0.248936,,,,,0.008452,,,0.005491,0.011742,,
467.46,0.248607,,,,,0.003846,,,0.004504,0.009439,,
467.48,0.251568,,,,,0.004833,,,0.000557,0.0124,,
467.5,0.250581,,,,,0.005491,,,0.002202,0.013716,,
467.52,0.257818,,,,,0.008123,,,0.001544,0.010755,,
467.54,0.250581,,,,,0.007465,,,0.003517,0.012729,,
467.56,0.25091,,,,,0.005162,,,0.000886,0.009439,,
467.58,0.25091,,,,,0.003846,,,0.001873,0.012729,,
467.6,0.25716,,,,,-0.004049,,,0.001215,0.016677,,
467.62,0.254199,,,,,0.006478,,,0.004833,0.011413,,
467.64,0.250252,,,,,0.006149,,,0.005491,0.011413,,
467.66,0.249923,,,,,0.00582,,,0.004504,0.009439,,
467.68,0.248936,,,,,0.000886,,,0.003517,0.007794,,
467.7,0.251568,,,,,0.003846,,,0.00286,0.016677,,
467.72,0.251239,,,,,0.004504,,,0.004504,0.014374,,
467.74,0.256502,,,,,0.002531,,,0.002531,0.011413,,
467.76,0.247949,,,,,0.002531,,,0.004175,0.010097,,
467.78,0.246304,,,,,0.006807,,,-0.003062,0.014374,,
467.8,0.248936,,,,,0.007136,,,0.006478,0.016677,,
467.82,0.248607,,,,,0.005491,,,-0.006681,0.0124,,
467.84,0.249265,,,,,0.008452,,,-0.002075,0.010755,,
467.86,0.248607,,,,,-0.00043,,,0.003189,0.014374,,
467.88,0.251568,,,,,0.005162,,,0.002531,0.011742,,
467.9,0.249923,,,,,0.010097,,,0.003189,0.013058,,
467.92,0.254528,,,,,0.004175,,,0.010097,0.014703,,
467.94,0.252884,,,,,0.004504,,,-0.000101,0.014045,,
467.96,0.250581,,,,,0.007465,,,0.002531,0.004175,,
467.98,0.249923,,,,,0.000228,,,-0.000759,0.011742,,
468,0.251239,,,,,0.00582,,,-0.013918,0.01898,,
468.02,0.252226,,,,,0.006807,,,-0.002075,0.012071,,
468.04,0.264398,,,,,0.004175,,,-0.003391,0.013058,,
468.06,0.256831,,,,,0.006149,,,-0.014576,0.016677,,
468.08,0.247949,,,,,-0.012274,,,0.004504,0.0124,,
468.1,0.229855,,,,,0.003517,,,0.003517,0.014045,,
468.12,0.253213,,,,,0.00582,,,-0.00043,0.010426,,
468.14,0.252226,,,,,0.002202,,,0.004504,0.00911,,
468.16,0.243672,,,,,0.007465,,,0.003517,0.013387,,
468.18,0.259463,,,,,-0.002404,,,0.002531,0.0124,,
468.2,0.256173,,,,,0.007794,,,-0.000759,0.015361,,
468.22,0.257818,,,,,0.000886,,,-0.022143,0.014045,,
468.24,0.236106,,,,,0.00911,,,-0.00372,0.014045,,
468.26,0.252884,,,,,0.002531,,,-0.002733,-0.001088,,
468.28,0.251897,,,,,0.005162,,,-0.004707,0.011413,,
468.3,0.25716,,,,,0.003517,,,0.000886,0.01569,,
468.32,0.253213,,,,,0.008781,,,0.000228,0.01569,,
468.34,0.251568,,,,,0.002202,,,0.006478,0.0124,,
468.36,0.254528,,,,,0.007465,,,0.001873,0.008452,,
468.38,0.249594,,,,,0.007136,,,0.001873,0.010097,,
468.4,0.253213,,,,,0.001873,,,-0.017537,0.009439,,
468.42,0.250252,,,,,0.00911,,,0.004504,0.008781,,
468.44,0.255515,,,,,0.00911,,,0.004833,0.016019,,
468.46,0.255186,,,,,0.005162,,,0.001544,0.0124,,
468.48,0.249265,,,,,0.003846,,,0.003189,0.011742,,
468.5,0.251239,,,,,0.00911,,,0.000886,0.004175,,
468.52,0.257818,,,,,0.00582,,,-0.011287,0.012071,,
468.54,0.26045,,,,,0.005491,,,0.002531,0.013716,,
468.56,0.262095,,,,,0.007136,,,0.003189,0.014045,,
468.58,0.255515,,,,,0.006807,,,0.001873,0.008452,,
468.6,0.258147,,,,,0.006149,,,0.001544,0.014703,,
468.62,0.263411,,,,,0.006807,,,-0.001417,0.010755,,
468.64,0.252226,,,,,0.007136,,,0.002202,0.014374,,
468.66,0.256502,,,,,0.00911,,,-0.002404,0.012729,,
468.68,0.240053,,,,,0.009439,,,0.007465,0.008781,,
468.7,0.255515,,,,,0.004175,,,-0.005694,0.015361,,
468.72,0.253542,,,,,0.000228,,,0.001873,0.014045,,
468.74,0.249594,,,,,0.006807,,,0.004504,0.005162,,
468.76,0.260779,,,,,0.007794,,,0.001215,0.00286,,
468.78,0.260121,,,,,0.005491,,,0.001873,0.011742,,
468.8,0.261437,,,,,0.006149,,,0.001873,0.012729,,
468.82,0.26045,,,,,0.006149,,,0.002531,0.022269,,
468.84,0.254528,,,,,0.002202,,,0.000228,0.016019,,
468.86,0.263082,,,,,0.006149,,,0.000228,0.016019,,
468.88,0.258805,,,,,0.00911,,,0.000228,0.014045,,
468.9,0.259134,,,,,0.006149,,,0.001215,0.00911,,
468.92,0.258147,,,,,0.008452,,,0.004504,0.015361,,
468.94,0.257818,,,,,0.007794,,,-0.00043,0.012729,,
468.96,0.26045,,,,,0.006478,,,0.000557,0.015361,,
468.98,0.258476,,,,,0.008123,,,0.006478,0.013716,,
469,0.261766,,,,,0.009439,,,-0.00043,0.014703,,
469.02,0.262424,,,,,0.009439,,,0.003846,0.015032,,
469.04,0.262753,,,,,0.009768,,,0.003846,0.014703,,
469.06,0.25716,,,,,0.007136,,,0.003846,0.014374,,
469.08,0.256173,,,,,0.009768,,,0.000886,0.012071,,
469.1,0.250252,,,,,0.009439,,,0.001215,0.014374,,
469.12,0.253542,,,,,0.010755,,,0.005162,0.011742,,
469.14,0.25716,,,,,0.008123,,,0.004504,0.013058,,
469.16,0.263411,,,,,-0.005694,,,0.002202,0.012729,,
469.18,0.256502,,,,,0.011084,,,0.00286,0.006807,,
469.2,0.261766,,,,,0.020624,,,0.004504,0.012729,,
469.22,0.261766,,,,,0.010097,,,-0.001746,0.015361,,
469.24,0.254528,,,,,0.009439,,,0.007136,0.0124,,
469.26,0.262753,,,,,0.007794,,,-0.000759,0.014703,,
469.28,0.249923,,,,,0.009439,,,0.001215,0.013058,,
469.3,0.256173,,,,,0.009768,,,-0.016879,0.012729,,
469.32,0.261108,,,,,0.010426,,,0.003517,0.014703,,
469.34,0.263082,,,,,0.007465,,,0.000228,0.013387,,
469.36,0.240053,,,,,0.011742,,,-0.012931,0.009439,,
469.38,0.258476,,,,,-0.004707,,,0.005491,0.010426,,
469.4,0.258476,,,,,0.012071,,,0.007136,0.010755,,
469.42,0.254528,,,,,0.006807,,,0.001215,0.00911,,
469.44,0.265056,,,,,0.005162,,,0.006149,0.011413,,
469.46,0.256173,,,,,0.008452,,,0.002202,0.014374,,
469.48,0.256502,,,,,0.00911,,,-0.015563,0.013716,,
469.5,0.253542,,,,,0.00911,,,0.002202,0.011413,,
469.52,0.265385,,,,,0.011084,,,0.000886,0.015361,,
469.54,0.26045,,,,,0.007465,,,0.004504,0.010755,,
469.56,0.260121,,,,,0.009768,,,0.003846,0.011742,,
469.58,0.264398,,,,,0.004833,,,0.001544,0.022269,,
469.6,0.260779,,,,,0.012071,,,0.00286,0.004833,,
469.62,0.263082,,,,,0.004833,,,0.001873,0.012071,,
469.64,0.264727,,,,,-0.012602,,,0.00286,0.014703,,
469.66,0.258476,,,,,0.007465,,,0.00582,0.014374,,
469.68,0.258147,,,,,0.007136,,,0.004504,-0.005036,,
469.7,0.262424,,,,,0.009439,,,0.00286,0.014374,,
469.72,0.262424,,,,,0.00582,,,0.001873,0.010755,,
469.74,0.263411,,,,,0.008452,,,0.00582,0.018651,,
469.76,0.259792,,,,,0.007465,,,0.000886,0.017006,,
469.78,0.261766,,,,,0.005491,,,0.003846,0.013387,,
469.8,0.264727,,,,,0.001544,,,0.001544,0.008781,,
469.82,0.25716,,,,,0.008452,,,0.00286,0.014374,,
469.84,0.265714,,,,,0.005491,,,0.007465,-0.004707,,
469.86,0.26374,,,,,0.00911,,,0.001544,0.017993,,
469.88,0.265714,,,,,0.00911,,,0.001544,0.015032,,
469.9,0.262424,,,,,0.005491,,,-0.027736,-0.001746,,
469.92,0.265056,,,,,0.003189,,,0.003846,0.0124,,
469.94,0.265056,,,,,-0.000759,,,0.006478,0.017664,,
469.96,0.268346,,,,,0.007794,,,0.001215,0.015032,,
469.98,0.26374,,,,,0.010097,,,-0.001088,0.013058,,
470,0.262424,,,,,0.010097,,,0.001544,0.014703,,
470.02,0.266372,,,,,0.011084,,,0.002202,0.011084,,
470.04,0.246304,,,,,0.008123,,,0.000557,0.015032,,
470.06,0.266372,,,,,0.00582,,,0.000886,0.013716,,
470.08,0.26999,,,,,0.007465,,,0.003189,0.015032,,
470.1,0.256173,,,,,0.010755,,,0.003846,0.008781,,
470.12,0.266701,,,,,0.005162,,,0.003189,0.013387,,
470.14,0.266701,,,,,0.010426,,,0.000557,0.017335,,
470.16,0.264069,,,,,0.008781,,,-0.007997,0.016019,,
470.18,0.268675,,,,,0.007465,,,0.005162,0.013058,,
470.2,0.263082,,,,,0.008452,,,0.001544,0.009768,,
470.22,0.270319,,,,,0.009439,,,0.000557,0.01569,,
470.24,0.270648,,,,,0.007794,,,-0.001088,0.015032,,
470.26,0.265714,,,,,0.00911,,,0.000886,0.016677,,
470.28,0.269004,,,,,0.003846,,,0.001544,0.010426,,
470.3,0.268675,,,,,0.005162,,,0.000557,0.017006,,
470.32,0.265714,,,,,0.006478,,,0.002531,0.018322,,
470.34,0.265714,,,,,0.006807,,,0.003846,0.017993,,
470.36,0.270319,,,,,0.011742,,,0.001873,0.013716,,
470.38,0.261766,,,,,-0.000101,,,0.001215,0.01569,,
470.4,0.264398,,,,,0.008123,,,-0.001417,-0.008655,,
470.42,0.267688,,,,,0.007136,,,-0.001746,0.013716,,
470.44,0.273938,,,,,0.005491,,,0.003189,0.00911,,
470.46,0.26703,,,,,0.011084,,,0.001544,0.017335,,
470.48,0.269004,,,,,0.009768,,,0.000557,0.015032,,
470.5,0.264727,,,,,0.008123,,,0.003189,0.010755,,
470.52,0.27328,,,,,0.011413,,,0.001215,0.013387,,
470.54,0.263411,,,,,0.010426,,,0.005162,0.012729,,
470.56,0.264069,,,,,0.011413,,,0.005162,0.017993,,
470.58,0.271635,,,,,-0.009313,,,0.003517,0.016019,,
470.6,0.270319,,,,,0.009768,,,0.007136,0.013058,,
470.62,0.272293,,,,,0.009768,,,0.004833,0.015361,,
470.64,0.265714,,,,,0.011084,,,0.002531,0.014374,,
470.66,0.264069,,,,,0.004175,,,0.006149,0.012729,,
470.68,0.269333,,,,,0.008452,,,0.002531,0.015361,,
470.7,0.266372,,,,,0.010755,,,0.006807,0.015361,,
470.72,0.279202,,,,,0.015361,,,0.006807,-0.000101,,
470.74,0.252555,,,,,0.008123,,,0.004175,0.015361,,
470.76,0.272622,,,,,0.010097,,,0.00582,0.011742,,
470.78,0.271964,,,,,-0.00701,,,0.000557,0.015361,,
470.8,0.283808,,,,,0.008123,,,0.001873,0.014703,,
470.82,0.266372,,,,,-0.002404,,,0.001215,0.014703,,
470.84,0.268675,,,,,0.00911,,,0.004175,0.015032,,
470.86,0.272622,,,,,0.010097,,,0.002202,0.014703,,
470.88,0.266701,,,,,0.010426,,,0.003189,0.01898,,
470.9,0.277228,,,,,0.007794,,,0.005491,0.016019,,
470.92,0.270977,,,,,0.010097,,,0.00582,0.021611,,
470.94,0.27328,,,,,0.010755,,,0.003846,0.014374,,
470.96,0.271306,,,,,0.00911,,,0.002531,0.013716,,
470.98,0.274267,,,,,-0.008984,,,-0.004049,0.014045,,
471,0.256831,,,,,0.010097,,,-0.008326,0.017664,,
471.02,0.268017,,,,,0.010097,,,0.004833,0.015361,,
471.04,0.24762,,,,,0.008781,,,0.00286,0.015361,,
471.06,0.268346,,,,,0.008781,,,-0.007997,0.014703,,
471.08,0.276899,,,,,0.008452,,,0.001873,0.011413,,
471.1,0.274596,,,,,0.008781,,,0.003846,0.008452,,
471.12,0.272951,,,,,0.006149,,,0.002531,0.013716,,
471.14,0.277886,,,,,0.00911,,,0.002202,0.016348,,
471.16,0.274596,,,,,0.013716,,,0.005491,0.01898,,
471.18,0.268675,,,,,0.010426,,,0.00582,0.005162,,
471.2,0.274267,,,,,-0.007339,,,0.00286,0.018651,,
471.22,0.271964,,,,,0.010755,,,0.003189,0.002202,,
471.24,0.272951,,,,,0.010755,,,-0.00372,0.017993,,
471.26,0.26999,,,,,0.007794,,,0.005162,0.014703,,
471.28,0.280189,,,,,0.008781,,,0.003846,0.013716,,
471.3,0.273609,,,,,0.010755,,,0.00286,0.014703,,
471.32,0.268675,,,,,0.010755,,,0.006807,0.017335,,
471.34,0.26999,,,,,0.009768,,,0.00286,0.023256,,
471.36,0.270977,,,,,0.011413,,,0.006807,0.014045,,
471.38,0.271306,,,,,0.011084,,,-0.001746,0.013716,,
471.4,0.262424,,,,,0.008123,,,0.004504,0.018651,,
471.42,0.264398,,,,,0.0124,,,0.004504,0.017006,,
471.44,0.272951,,,,,0.007794,,,0.00582,0.012729,,
471.46,0.27986,,,,,-0.006681,,,-0.00043,0.018651,,
471.48,0.271964,,,,,0.00911,,,0.006478,0.013716,,
471.5,0.275912,,,,,0.013058,,,0.006149,0.02194,,
471.52,0.273609,,,,,0.008123,,,0.001544,0.0124,,
471.54,0.278215,,,,,0.010755,,,0.005491,0.014045,,
471.56,0.269004,,,,,0.010755,,,0.005491,0.01569,,
471.58,0.273938,,,,,0.008123,,,0.006149,0.015361,,
471.6,0.266043,,,,,0.008452,,,-0.001088,0.015032,,
471.62,0.254528,,,,,0.009439,,,0.004833,0.005491,,
471.64,0.272293,,,,,0.00911,,,0.003846,0.010426,,
471.66,0.280518,,,,,0.0124,,,0.007465,0.014703,,
471.68,0.269661,,,,,0.009439,,,0.00582,0.01569,,
471.7,0.26374,,,,,0.008452,,,0.004504,0.00286,,
471.72,0.284795,,,,,0.008781,,,0.007794,0.015032,,
471.74,0.268675,,,,,0.008123,,,0.003846,0.013716,,
471.76,0.27328,,,,,0.0124,,,0.003517,0.0124,,
471.78,0.273938,,,,,0.013387,,,-0.004707,0.015032,,
471.8,0.272622,,,,,0.009439,,,0.004504,0.025559,,
471.82,0.275254,,,,,0.00911,,,-0.00701,0.01569,,
471.84,0.275583,,,,,-0.008984,,,0.004175,0.014703,,
471.86,0.27986,,,,,0.010426,,,-0.007668,0.014703,,
471.88,0.274267,,,,,0.012729,,,0.004504,0.019308,,
471.9,0.270977,,,,,0.011084,,,0.006149,0.017664,,
471.92,0.267688,,,,,0.001873,,,0.011084,0.013387,,
471.94,0.271306,,,,,0.003517,,,0.004504,0.016348,,
471.96,0.278544,,,,,0.0124,,,-0.011616,0.021611,,
471.98,0.272622,,,,,0.011742,,,0.005162,0.014045,,
472,0.275912,,,,,0.009768,,,0.00286,0.010097,,
472.02,0.26999,,,,,0.004175,,,-0.00043,0.015361,,
472.04,0.275912,,,,,0.0124,,,0.006807,0.016677,,
472.06,0.27657,,,,,0.014045,,,0.007465,0.016677,,
472.08,0.257818,,,,,0.010755,,,0.005491,0.017664,,
472.1,0.277557,,,,,0.015361,,,0.007794,0.018322,,
472.12,0.275254,,,,,0.007794,,,0.001873,0.017335,,
472.14,0.255186,,,,,0.011742,,,0.006149,0.014703,,
472.16,0.282163,,,,,0.011742,,,0.006478,0.017006,,
472.18,0.284137,,,,,-0.001088,,,0.005162,0.011413,,
472.2,0.273609,,,,,0.010097,,,-0.005365,-0.009642,,
472.22,0.259792,,,,,0.008452,,,0.014374,0.013716,,
472.24,0.274267,,,,,0.012071,,,0.00582,0.014045,,
472.26,0.271306,,,,,0.007794,,,0.007465,0.015361,,
472.28,0.283808,,,,,0.010097,,,0.002531,0.013716,,
472.3,0.27986,,,,,0.007136,,,0.001215,0.007465,,
472.32,0.270319,,,,,0.011084,,,-0.024117,0.014374,,
472.34,0.277886,,,,,0.010755,,,0.004175,0.004504,,
472.36,0.278873,,,,,0.008452,,,0.005491,0.017006,,
472.38,0.281834,,,,,0.012071,,,0.010097,0.013058,,
472.4,0.270648,,,,,0.013716,,,0.001544,0.000557,,
472.42,0.274925,,,,,0.011084,,,0.007465,0.013716,,
472.44,0.279531,,,,,0.011742,,,0.008452,0.014045,,
472.46,0.277557,,,,,0.011413,,,0.006478,0.017006,,
472.48,0.275254,,,,,0.008452,,,0.009439,0.0124,,
472.5,0.276899,,,,,0.012729,,,0.004504,0.017006,,
472.52,0.272622,,,,,0.008781,,,0.004175,0.019308,,
472.54,0.26999,,,,,0.013387,,,0.002202,-0.000759,,
472.56,0.273938,,,,,0.009439,,,0.008452,0.014045,,
472.58,0.272293,,,,,0.012729,,,0.006478,0.014045,,
472.6,0.274925,,,,,0.008123,,,0.007136,0.014703,,
472.62,0.28315,,,,,0.0124,,,0.011084,-0.012602,,
472.64,0.269004,,,,,0.009768,,,0.008123,0.011413,,
472.66,0.282492,,,,,0.0124,,,0.006149,0.013716,,
472.68,0.277557,,,,,0.010097,,,0.004175,0.014045,,
472.7,0.278544,,,,,0.009768,,,0.006478,0.022269,,
472.72,0.280518,,,,,0.009768,,,0.004175,0.017006,,
472.74,0.291374,,,,,0.013387,,,0.004175,0.014045,,
472.76,0.281176,,,,,0.015361,,,0.004504,0.013058,,
472.78,0.271635,,,,,0.01569,,,0.003846,0.014703,,
472.8,0.276241,,,,,0.011084,,,0.005162,0.013716,,
472.82,0.281505,,,,,0.009439,,,0.008123,0.017335,,
472.84,0.280847,,,,,0.011742,,,0.005162,0.012729,,
472.86,0.278873,,,,,0.010426,,,0.008452,-0.009313,,
472.88,0.285452,,,,,0.011413,,,-0.007997,0.018651,,
472.9,0.283808,,,,,0.008452,,,0.007136,0.016677,,
472.92,0.279531,,,,,0.005162,,,0.000886,0.013716,,
472.94,0.280189,,,,,0.0124,,,0.006149,0.016019,,
472.96,0.27986,,,,,-0.002075,,,0.00582,0.014374,,
472.98,0.281505,,,,,0.00911,,,0.001873,0.01569,,
473,0.281834,,,,,0.007794,,,0.006149,0.017993,,
473.02,0.280189,,,,,0.01569,,,0.016019,0.017993,,
473.04,0.278873,,,,,0.015361,,,0.003517,0.015361,,
473.06,0.279531,,,,,0.005491,,,0.003189,0.016019,,
473.08,0.280518,,,,,0.009439,,,0.006478,0.013387,,
473.1,0.281176,,,,,0.0124,,,0.004833,0.015032,,
473.12,0.276899,,,,,0.010097,,,0.007136,0.019308,,
473.14,0.280847,,,,,0.011413,,,0.000228,0.013058,,
473.16,0.271306,,,,,0.014703,,,0.004833,0.017993,,
473.18,0.276899,,,,,0.013716,,,0.006807,0.00286,,
473.2,0.284137,,,,,0.013716,,,0.001215,0.016677,,
473.22,0.282163,,,,,0.012729,,,-0.005036,0.016677,,
473.24,0.276241,,,,,0.012729,,,0.004833,0.02194,,
473.26,0.282821,,,,,0.011084,,,0.003189,0.011084,,
473.28,0.27657,,,,,0.010426,,,0.006149,0.018322,,
473.3,0.287426,,,,,0.014703,,,0.00582,0.020953,,
473.32,0.284137,,,,,0.011413,,,0.003846,0.004175,,
473.34,0.280518,,,,,0.015032,,,0.000886,0.016677,,
473.36,0.284795,,,,,0.012071,,,0.004175,0.016348,,
473.38,0.283808,,,,,0.0124,,,-0.0103,-0.005365,,
473.4,0.284137,,,,,0.013387,,,0.004504,0.013058,,
473.42,0.28315,,,,,0.011084,,,0.006149,0.01898,,
473.44,0.281176,,,,,0.012729,,,0.006149,0.01569,,
473.46,0.277228,,,,,0.012071,,,0.013716,0.021611,,
473.48,0.283479,,,,,0.010755,,,0.002202,0.017335,,
473.5,0.289729,,,,,0.016019,,,0.001544,0.015032,,
473.52,0.281505,,,,,0.013387,,,0.005162,0.015361,,
473.54,0.277557,,,,,0.013387,,,0.011084,0.013058,,
473.56,0.272622,,,,,0.010755,,,0.005491,0.014045,,
473.58,0.28315,,,,,0.009768,,,0.003517,0.014374,,
473.6,0.284795,,,,,0.014045,,,0.002531,0.012071,,
473.62,0.278215,,,,,0.010755,,,0.001215,0.016348,,
473.64,0.283808,,,,,0.016019,,,-0.003062,0.016348,,
473.66,0.281176,,,,,0.009768,,,0.004175,-0.000759,,
473.68,0.271635,,,,,0.013716,,,0.007794,0.017335,,
473.7,0.285452,,,,,0.014045,,,0.005491,0.018651,,
473.72,0.289729,,,,,0.013716,,,-0.01326,0.016677,,
473.74,0.284137,,,,,0.011413,,,0.007465,0.014703,,
473.76,0.285452,,,,,0.009768,,,0.008123,0.019308,,
473.78,0.2894,,,,,0.017664,,,0.003846,0.023585,,
473.8,0.265385,,,,,0.012071,,,0.005162,0.017335,,
473.82,0.282821,,,,,0.0124,,,0.006478,0.017993,,
473.84,0.285781,,,,,0.011742,,,0.003846,0.019308,,
473.86,0.280518,,,,,0.012729,,,0.002202,0.016019,,
473.88,0.274925,,,,,0.010426,,,-0.014247,0.01569,,
473.9,0.278873,,,,,0.010426,,,0.004504,0.011413,,
473.92,0.283479,,,,,0.016348,,,0.003517,0.017664,,
473.94,0.284795,,,,,0.012729,,,0.008123,0.017006,,
473.96,0.28315,,,,,0.0124,,,0.003846,0.016677,,
473.98,0.276899,,,,,0.008452,,,0.004833,0.012729,,
474,0.283808,,,,,0.008123,,,-0.014247,0.013058,,
474.02,0.290387,,,,,0.014703,,,0.005162,0.013387,,
474.04,0.2894,,,,,0.00911,,,0.000228,0.016348,,
474.06,0.288413,,,,,0.016019,,,-0.001088,0.014374,,
474.08,0.291374,,,,,0.009768,,,0.002531,0.010755,,
474.1,0.274267,,,,,0.010097,,,0.003846,0.016019,,
474.12,0.285781,,,,,0.007465,,,0.001873,0.016677,,
474.14,0.286439,,,,,0.015032,,,0.00582,0.01569,,
474.16,0.287426,,,,,0.012071,,,0.002202,0.017335,,
474.18,0.279531,,,,,0.004504,,,0.010755,0.015361,,
474.2,0.287097,,,,,0.015361,,,0.004504,0.015032,,
474.22,0.2894,,,,,0.015361,,,0.003189,0.019308,,
474.24,0.288413,,,,,0.010755,,,0.004504,0.021282,,
474.26,0.288413,,,,,0.013387,,,0.005162,0.013716,,
474.28,0.281176,,,,,0.0124,,,0.006807,0.019966,,
474.3,0.290058,,,,,0.000557,,,0.006807,0.018322,,
474.32,0.289729,,,,,0.013716,,,0.004504,0.017006,,
474.34,0.265056,,,,,0.017335,,,0.002531,0.020953,,
474.36,0.289729,,,,,0.016019,,,0.004175,0.013716,,
474.38,0.288742,,,,,0.015032,,,-0.000759,0.015361,,
474.4,0.27986,,,,,0.008781,,,0.005162,0.016019,,
474.42,0.287426,,,,,0.000228,,,0.005162,0.013716,,
474.44,0.287097,,,,,0.017993,,,0.008123,0.013716,,
474.46,0.287097,,,,,0.000557,,,0.00911,0.0124,,
474.48,0.29598,,,,,0.012071,,,0.008452,0.014374,,
474.5,0.296638,,,,,0.011742,,,0.003189,0.019308,,
474.52,0.289729,,,,,0.011413,,,0.001873,0.016677,,
474.54,0.285781,,,,,0.009768,,,0.00582,0.015361,,
474.56,0.292032,,,,,0.018651,,,0.007465,0.018651,,
474.58,0.287097,,,,,0.009768,,,0.00582,0.020295,,
474.6,0.289071,,,,,0.0124,,,0.007136,0.015032,,
474.62,0.289071,,,,,0.011742,,,-0.003062,0.018651,,
474.64,0.287426,,,,,0.01569,,,-0.008655,0.018651,,
474.66,0.287755,,,,,0.013387,,,0.007465,0.014703,,
474.68,0.291045,,,,,0.009768,,,0.004833,0.012729,,
474.7,0.288742,,,,,0.013058,,,0.008123,0.01569,,
474.72,0.273609,,,,,0.013716,,,0.002531,0.017006,,
474.74,0.287426,,,,,0.010426,,,0.003846,0.014374,,
474.76,0.274267,,,,,0.013058,,,0.008123,0.017993,,
474.78,0.290716,,,,,-0.005365,,,0.002202,0.017335,,
474.8,0.291703,,,,,0.011742,,,0.006149,0.016019,,
474.82,0.282163,,,,,0.0124,,,-0.000759,0.015032,,
474.84,0.290387,,,,,-0.001417,,,0.00911,0.016019,,
474.86,0.293019,,,,,0.009768,,,0.003517,0.020953,,
474.88,0.288413,,,,,0.013058,,,0.004175,0.023585,,
474.9,0.291703,,,,,0.0124,,,0.005491,0.01898,,
474.92,0.294664,,,,,0.0124,,,0.007794,0.016019,,
474.94,0.289729,,,,,0.013716,,,0.003189,0.015032,,
474.96,0.287426,,,,,0.016677,,,0.008452,0.013058,,
474.98,0.288413,,,,,0.011413,,,0.006807,0.014703,,
475,0.292032,,,,,0.010755,,,-0.009313,0.017993,,
475.02,0.293677,,,,,0.017993,,,0.00911,0.017993,,
475.04,0.288742,,,,,0.014374,,,0.006807,0.018322,,
475.06,0.290387,,,,,0.011742,,,0.005491,0.011413,,
475.08,0.292361,,,,,0.011413,,,0.005162,0.018651,,
475.1,0.291703,,,,,0.008781,,,0.008123,0.017006,,
475.12,0.295651,,,,,0.021282,,,0.00582,0.022598,,
475.14,0.294664,,,,,0.008123,,,0.004175,0.020295,,
475.16,0.293348,,,,,0.019308,,,0.00911,0.017993,,
475.18,0.289729,,,,,0.011084,,,0.006149,0.017335,,
475.2,0.289071,,,,,0.01569,,,0.003846,0.010755,,
475.22,0.293348,,,,,0.007794,,,0.004175,0.015361,,
475.24,0.285124,,,,,0.017335,,,0.004504,0.023914,,
475.26,0.292032,,,,,0.01569,,,0.003517,0.014374,,
475.28,0.293348,,,,,0.017006,,,0.008781,0.017335,,
475.3,0.289729,,,,,0.017335,,,0.003189,0.017664,,
475.32,0.290387,,,,,0.018651,,,0.003846,0.019966,,
475.34,0.294006,,,,,0.014045,,,0.007794,0.019966,,
475.36,0.292361,,,,,0.013716,,,0.004504,0.01898,,
475.38,0.294335,,,,,0.014374,,,0.007465,0.009439,,
475.4,0.300915,,,,,0.012729,,,0.002531,0.007794,,
475.42,0.295322,,,,,0.01569,,,0.006807,0.01898,,
475.44,0.29598,,,,,0.009768,,,0.004833,0.014045,,
475.46,0.292032,,,,,0.014374,,,0.003517,0.016677,,
475.48,0.294335,,,,,0.015361,,,0.004175,0.024243,,
475.5,0.298612,,,,,0.012729,,,-0.017537,0.017993,,
475.52,0.273938,,,,,0.013058,,,0.005162,0.017006,,
475.54,0.29269,,,,,0.023256,,,0.00582,0.017006,,
475.56,0.289071,,,,,0.011742,,,0.003846,0.00582,,
475.58,0.296309,,,,,0.015361,,,0.00582,0.01569,,
475.6,0.291045,,,,,0.014703,,,0.003517,0.015032,,
475.62,0.292361,,,,,0.014703,,,-0.008984,0.016019,,
475.64,0.294006,,,,,0.0124,,,0.009439,0.017335,,
475.66,0.269661,,,,,0.013716,,,0.010755,0.016348,,
475.68,0.292361,,,,,0.016348,,,0.010097,0.013716,,
475.7,0.295651,,,,,0.013058,,,0.004175,0.015361,,
475.72,0.295651,,,,,0.013058,,,0.00911,0.017993,,
475.74,0.295322,,,,,0.0124,,,0.007136,0.014045,,
475.76,0.298283,,,,,0.010426,,,0.004175,0.021282,,
475.78,0.290387,,,,,0.016677,,,0.00911,0.017335,,
