2.121427 -162096.271781
2.121927 -162095.767331
2.122427 -162095.268186
2.122927 -162094.774341
2.123427 -162094.285791
2.123927 -162093.802532
2.124427 -162093.324558
2.124927 -162092.851864
2.125427 -162092.384446
2.125927 -162091.922299
2.126427 -162091.465417
2.126927 -162091.013797
2.127427 -162090.567432
2.127927 -162090.126318
2.128427 -162089.690451
2.128927 -162089.259824
2.129427 -162088.834435
2.129927 -162088.414276
2.130427 -162087.999345
2.130927 -162087.589635
2.131427 -162087.185142
2.131927 -162086.785862
2.132427 -162086.391788
2.132927 -162086.002918
2.133427 -162085.619244
2.133927 -162085.240764
2.134427 -162084.867471
2.134927 -162084.499362
2.135427 -162084.136431
2.135927 -162083.778673
2.136427 -162083.426084
2.136927 -162083.078659
2.137427 -162082.736394
2.137927 -162082.399282
2.138427 -162082.067320
2.138927 -162081.740503
2.139427 -162081.418826
2.139927 -162081.102284
2.140427 -162080.790873
2.140927 -162080.484587
2.141427 -162080.183422
2.141927 -162079.887373
2.142427 -162079.596436
2.142927 -162079.310606
2.143427 -162079.029878
2.143927 -162078.754246
2.144427 -162078.483708
2.144927 -162078.218257
2.145427 -162077.957889
2.145927 -162077.702600
2.146427 -162077.452385
2.146927 -162077.207238
2.147427 -162076.967156
2.147927 -162076.732133
2.148427 -162076.502165
2.148927 -162076.277248
2.149427 -162076.057376
2.149927 -162075.842545
2.150427 -162075.632750
2.150927 -162075.427987
2.151427 -162075.228251
2.151927 -162075.033537
2.152427 -162074.843841
2.152927 -162074.659157
2.153427 -162074.479482
2.153927 -162074.304811
2.154427 -162074.135139
2.154927 -162073.970461
2.155427 -162073.810774
2.155927 -162073.656071
2.156427 -162073.506349
2.156927 -162073.361603
2.157427 -162073.221829
2.157927 -162073.087022
2.158427 -162072.957176
2.158927 -162072.832289
2.159427 -162072.712354
2.159927 -162072.597368
2.160427 -162072.487326
2.160927 -162072.382224
2.161427 -162072.282056
2.161927 -162072.186819
2.162427 -162072.096507
2.162927 -162072.011117
2.163427 -162071.930643
2.163927 -162071.855081
2.164427 -162071.784427
2.164927 -162071.718676
2.165427 -162071.657824
2.165927 -162071.601865
2.166427 -162071.550796
2.166927 -162071.504612
2.167427 -162071.463309
2.167927 -162071.426882
2.168427 -162071.395326
2.168927 -162071.368637
2.169427 -162071.346811
2.169927 -162071.329842
2.170427 -162071.317728
2.170927 -162071.310462
2.171427 -162071.308041
2.171927 -162071.310461
2.172427 -162071.317716
2.172927 -162071.329802
2.173427 -162071.346715
2.173927 -162071.368451
2.174427 -162071.395005
2.174927 -162071.426372
2.175427 -162071.462548
2.175927 -162071.503529
2.176427 -162071.549310
2.176927 -162071.599887
2.177427 -162071.655256
2.177927 -162071.715411
2.178427 -162071.780349
2.178927 -162071.850066
2.179427 -162071.924556
2.179927 -162072.003816
2.180427 -162072.087840
2.180927 -162072.176626
2.181427 -162072.270168
2.181927 -162072.368461
2.182427 -162072.471503
2.182927 -162072.579287
2.183427 -162072.691811
2.183927 -162072.809069
2.184427 -162072.931057
2.184927 -162073.057771
2.185427 -162073.189206
2.185927 -162073.325359
2.186427 -162073.466224
2.186927 -162073.611798
2.187427 -162073.762076
2.187927 -162073.917054
2.188427 -162074.076728
2.188927 -162074.241093
2.189427 -162074.410145
2.189927 -162074.583879
2.190427 -162074.762292
2.190927 -162074.945379
2.191427 -162075.133136
2.191927 -162075.325558
2.192427 -162075.522641
2.192927 -162075.724382
2.193427 -162075.930775
2.193927 -162076.141816
2.194427 -162076.357502
2.194927 -162076.577828
2.195427 -162076.802789
2.195927 -162077.032382
2.196427 -162077.266602
2.196927 -162077.505445
2.197427 -162077.748906
2.197927 -162077.996982
2.198427 -162078.249669
2.198927 -162078.506961
2.199427 -162078.768855
2.199927 -162079.035347
2.200427 -162079.306433
2.200927 -162079.582107
2.201427 -162079.862367
2.201927 -162080.147207
2.202427 -162080.436624
2.202927 -162080.730614
2.203427 -162081.029171
2.203927 -162081.332293
2.204427 -162081.639975
2.204927 -162081.952213
2.205427 -162082.269002
2.205927 -162082.590338
2.206427 -162082.916218
2.206927 -162083.246637
2.207427 -162083.581591
2.207927 -162083.921076
2.208427 -162084.265088
2.208927 -162084.613622
2.209427 -162084.966674
2.209927 -162085.324241
2.210427 -162085.686318
2.210927 -162086.052901
2.211427 -162086.423987
2.211927 -162086.799570
2.212427 -162087.179646
2.212927 -162087.564213
2.213427 -162087.953265
2.213927 -162088.346798
2.214427 -162088.744809
2.214927 -162089.147293
2.215427 -162089.554247
2.215927 -162089.965665
2.216427 -162090.381545
2.216927 -162090.801882
2.217427 -162091.226671
2.217927 -162091.655910
2.218427 -162092.089593
2.218927 -162092.527717
2.219427 -162092.970278
2.219927 -162093.417272
2.220427 -162093.868694
2.220927 -162094.324541
2.221427 -162094.784808
