0.064000 8.586906 0.013658
0.192000 8.540714 0.013977
0.320000 8.463159 0.014529
0.448000 8.385945 0.015101
0.576000 8.329658 0.015532
0.704000 8.287528 0.015863
0.832000 8.223627 0.016378
0.960000 8.153062 0.016966
1.088000 8.101981 0.017405
1.216000 8.037543 0.017975
1.344000 7.975221 0.018544
1.472000 7.929126 0.018976
1.600000 7.824046 0.020000
1.728000 7.821242 0.020028
1.856000 7.684784 0.021442
1.984000 7.657283 0.021739
2.112000 7.611348 0.022244
2.240000 7.550661 0.022930
2.368000 7.483807 0.023709
2.496000 7.443078 0.024197
2.624000 7.341484 0.025458
2.752000 7.304516 0.025933
2.880000 7.232010 0.026890
3.008000 7.186144 0.027514
3.136000 7.121252 0.028421
3.264000 6.986566 0.030401
3.392000 7.024649 0.029827
3.520000 6.959399 0.030817
3.648000 6.911747 0.031560
3.776000 6.788972 0.033558
3.904000 6.830874 0.032862
4.032000 6.701960 0.035050
4.160000 6.699500 0.035093
4.288000 6.602588 0.036835
4.416000 6.489205 0.038984
4.544000 6.416732 0.040423
4.672000 6.376727 0.041239
4.800000 6.423247 0.040291
4.928000 6.272877 0.043437
5.056000 6.232448 0.044324
5.184000 6.133398 0.046575
5.312000 6.177944 0.045549
5.440000 6.075346 0.047946
5.568000 5.953243 0.050965
5.696000 5.869297 0.053149
5.824000 5.863631 0.053300
5.952000 5.840642 0.053916
6.080000 5.627621 0.059976
6.208000 5.707110 0.057639
6.336000 5.733341 0.056888
6.464000 5.602119 0.060746
6.592000 5.497168 0.064018
6.720000 5.493061 0.064150
6.848000 5.429346 0.066227
6.976000 5.365976 0.068359
7.104000 5.267858 0.071796
7.232000 5.170484 0.075378
7.360000 5.123964 0.077152
7.488000 5.141664 0.076472
7.616000 5.176150 0.075165
7.744000 5.056246 0.079809
7.872000 4.976734 0.083045
8.000000 4.744932 0.093250
8.128000 4.859812 0.088045
8.256000 4.844187 0.088736
8.384000 4.744932 0.093250
8.512000 4.663439 0.097129
8.640000 4.624973 0.099015
8.768000 4.615121 0.099504
8.896000 4.430817 0.109109
9.024000 4.418841 0.109764
9.152000 4.219508 0.121268
9.280000 4.077537 0.130189
9.408000 4.219508 0.121268
9.536000 4.262680 0.118678
9.664000 4.060443 0.131306
9.792000 4.219508 0.121268
9.920000 3.970292 0.137361
10.048000 4.189655 0.123091
10.176000 3.828641 0.147442
10.304000 3.850148 0.145865
10.432000 3.806662 0.149071
10.560000 3.970292 0.137361
10.688000 3.737670 0.154303
10.816000 3.401197 0.182574
10.944000 3.401197 0.182574
11.072000 3.637586 0.162221
11.200000 3.555348 0.169031
11.328000 3.258097 0.196116
11.456000 3.433987 0.179605
11.584000 3.135494 0.208514
11.712000 3.178054 0.204124
11.840000 3.258097 0.196116
11.968000 3.367296 0.185695
12.096000 3.433987 0.179605
12.224000 3.663562 0.160128
12.352000 3.218876 0.200000
12.480000 3.218876 0.200000
12.608000 3.091042 0.213201
12.736000 2.890372 0.235702
12.864000 2.944439 0.229416
12.992000 2.833213 0.242536
13.120000 3.135494 0.208514
13.248000 3.178054 0.204124
13.376000 2.995732 0.223607
13.504000 2.639057 0.267261
13.632000 2.890372 0.235702
13.760000 2.484907 0.288675
13.888000 2.484907 0.288675
14.016000 2.772589 0.250000
14.144000 1.791759 0.408248
14.272000 2.639057 0.267261
14.400000 2.302585 0.316228
14.528000 2.564949 0.277350
14.656000 2.197225 0.333333
14.784000 2.197225 0.333333
14.912000 2.197225 0.333333
15.040000 1.945910 0.377964
15.168000 2.890372 0.235702
15.296000 2.397895 0.301511
15.424000 2.708050 0.258199
15.552000 2.708050 0.258199
15.680000 2.564949 0.277350
15.808000 1.609438 0.447214
15.936000 2.890372 0.235702
16.064000 2.197225 0.333333
16.192000 1.791759 0.408248
16.320000 2.564949 0.277350
16.448000 2.564949 0.277350
16.576000 2.079442 0.353553
16.704000 2.397895 0.301511
16.832000 1.386294 0.500000
16.960000 1.945910 0.377964
17.088000 2.564949 0.277350
17.216000 2.708050 0.258199
17.344000 2.397895 0.301511
17.472000 1.386294 0.500000
17.600000 4.836282 0.089087
17.728000 12.994807 0.001507
17.856000 14.885390 0.000586
17.984000 14.049494 0.000890
18.112000 9.415727 0.009024
18.240000 11.492345 0.003195
18.368000 9.053920 0.010813
18.496000 9.775200 0.007539
18.624000 9.848345 0.007269
18.752000 10.199361 0.006099
18.880000 8.939843 0.011448
19.008000 8.859363 0.011918
19.136000 9.436998 0.008929
