t_ref,V_ref,t_unf,V_unf
-228.984375,0.469666315,-57.24609375,0.178004693
-228.90625,0.470683739,-57.2265625,0.177326411
-228.828125,0.471362022,-57.20703125,0.176987269
-228.75,0.470683739,-57.1875,0.176648128
-228.671875,0.470683739,-57.16796875,0.176308986
-228.59375,0.470683739,-57.1484375,0.175291562
-228.515625,0.470683739,-57.12890625,0.173595855
-228.4375,0.471701163,-57.109375,0.172917572
-228.359375,0.471362022,-57.08984375,0.171221865
-228.28125,0.470005456,-57.0703125,0.170543582
-228.203125,0.471022881,-57.05078125,0.169865299
-228.125,0.471701163,-57.03125,0.169187017
-228.046875,0.471362022,-57.01171875,0.168169592
-227.96875,0.472379446,-56.9921875,0.167491309
-227.890625,0.472379446,-56.97265625,0.166134744
-227.8125,0.471022881,-56.953125,0.165456461
-227.734375,0.47339687,-56.93359375,0.164099895
-227.65625,0.472718588,-56.9140625,0.163421612
-227.578125,0.472379446,-56.89453125,0.16274333
-227.5,0.471022881,-56.875,0.163421612
-227.421875,0.472040305,-56.85546875,0.161725905
-227.34375,0.472379446,-56.8359375,0.16036934
-227.265625,0.472718588,-56.81640625,0.160030198
-227.1875,0.47339687,-56.796875,0.159351915
-227.109375,0.472379446,-56.77734375,0.159012774
-227.03125,0.472379446,-56.7578125,0.15799535
-226.953125,0.472718588,-56.73828125,0.157317067
-226.875,0.473057729,-56.71875,0.157656208
-226.796875,0.472379446,-56.69921875,0.156977925
-226.71875,0.472379446,-56.6796875,0.156299643
-226.640625,0.473057729,-56.66015625,0.15562136
-226.5625,0.47339687,-56.640625,0.155282218
-226.484375,0.474075153,-56.62109375,0.155282218
-226.40625,0.47339687,-56.6015625,0.154603935
-226.328125,0.472379446,-56.58203125,0.155282218
-226.25,0.47339687,-56.5625,0.154603935
-226.171875,0.474075153,-56.54296875,0.153586511
-226.09375,0.47339687,-56.5234375,0.153925653
-226.015625,0.47339687,-56.50390625,0.152908228
-225.9375,0.474414295,-56.484375,0.152569087
-225.859375,0.473736012,-56.46484375,0.152569087
-225.78125,0.473736012,-56.4453125,0.151890804
-225.703125,0.47339687,-56.42578125,0.15087338
-225.625,0.475092578,-56.40625,0.149516814
-225.546875,0.474414295,-56.38671875,0.149177673
-225.46875,0.474753436,-56.3671875,0.148838531
-225.390625,0.473736012,-56.34765625,0.148160248
-225.3125,0.474753436,-56.328125,0.147481966
-225.234375,0.475431719,-56.30859375,0.146803683
-225.15625,0.474414295,-56.2890625,0.146464541
-225.078125,0.474414295,-56.26953125,0.146464541
-225,0.474753436,-56.25,0.1461254
-224.921875,0.475431719,-56.23046875,0.1461254
-224.84375,0.476110002,-56.2109375,0.1461254
-224.765625,0.474753436,-56.19140625,0.145786259
-224.6875,0.475431719,-56.171875,0.145786259
-224.609375,0.476449143,-56.15234375,0.145107976
-224.53125,0.47577086,-56.1328125,0.144768834
-224.453125,0.476110002,-56.11328125,0.144768834
-224.375,0.476449143,-56.09375,0.144090551
-224.296875,0.47577086,-56.07421875,0.144090551
-224.21875,0.475092578,-56.0546875,0.144090551
-224.140625,0.475431719,-56.03515625,0.14375141
-224.0625,0.476449143,-56.015625,0.14375141
-223.984375,0.476788285,-55.99609375,0.142394844
-223.90625,0.47577086,-55.9765625,0.142055703
-223.828125,0.476110002,-55.95703125,0.142055703
-223.75,0.477127426,-55.9375,0.14137742
-223.671875,0.476788285,-55.91796875,0.141038279
-223.59375,0.477127426,-55.8984375,0.14137742
-223.515625,0.476788285,-55.87890625,0.14137742
-223.4375,0.477805709,-55.859375,0.14137742
-223.359375,0.476788285,-55.83984375,0.14137742
-223.28125,0.477127426,-55.8203125,0.141716561
-223.203125,0.477466568,-55.80078125,0.142055703
-223.125,0.477466568,-55.78125,0.141716561
-223.046875,0.47814485,-55.76171875,0.141716561
-222.96875,0.477466568,-55.7421875,0.141716561
-222.890625,0.477805709,-55.72265625,0.142055703
-222.8125,0.477466568,-55.703125,0.142055703
-222.734375,0.476788285,-55.68359375,0.141716561
-222.65625,0.47814485,-55.6640625,0.142055703
-222.578125,0.477127426,-55.64453125,0.141038279
-222.5,0.478483992,-55.625,0.140359996
-222.421875,0.47814485,-55.60546875,0.140020854
-222.34375,0.478823133,-55.5859375,0.139342572
-222.265625,0.478823133,-55.56640625,0.139342572
-222.1875,0.477805709,-55.546875,0.13900343
-222.109375,0.479162275,-55.52734375,0.139342572
-222.03125,0.478483992,-55.5078125,0.138664289
-221.953125,0.479162275,-55.48828125,0.138325147
-221.875,0.480179699,-55.46875,0.138664289
-221.796875,0.479162275,-55.44921875,0.138325147
-221.71875,0.47814485,-55.4296875,0.138325147
-221.640625,0.478483992,-55.41015625,0.138664289
-221.5625,0.479162275,-55.390625,0.138664289
-221.484375,0.478483992,-55.37109375,0.138325147
-221.40625,0.479840557,-55.3515625,0.138325147
-221.328125,0.479840557,-55.33203125,0.137986006
-221.25,0.479501416,-55.3125,0.137646864
-221.171875,0.478823133,-55.29296875,0.137307723
-221.09375,0.479840557,-55.2734375,0.137307723
-221.015625,0.481536265,-55.25390625,0.136968582
-220.9375,0.479840557,-55.234375,0.136968582
-220.859375,0.479162275,-55.21484375,0.13662944
-220.78125,0.480857982,-55.1953125,0.136290299
-220.703125,0.48051884,-55.17578125,0.13662944
-220.625,0.479840557,-55.15625,0.136290299
-220.546875,0.480179699,-55.13671875,0.136290299
-220.46875,0.480857982,-55.1171875,0.13662944
-220.390625,0.479840557,-55.09765625,0.136290299
-220.3125,0.480857982,-55.078125,0.135612016
-220.234375,0.480857982,-55.05859375,0.135612016
-220.15625,0.480179699,-55.0390625,0.135612016
-220.078125,0.479501416,-55.01953125,0.134933733
-220,0.480857982,-55,0.134933733
-219.921875,0.479840557,-54.98046875,0.134933733
-219.84375,0.481197123,-54.9609375,0.134594592
-219.765625,0.480857982,-54.94140625,0.13425545
-219.6875,0.481875406,-54.921875,0.133916309
-219.609375,0.48051884,-54.90234375,0.133916309
-219.53125,0.482553689,-54.8828125,0.133577167
-219.453125,0.480857982,-54.86328125,0.133577167
-219.375,0.480857982,-54.84375,0.133577167
-219.296875,0.481875406,-54.82421875,0.133577167
-219.21875,0.481875406,-54.8046875,0.133577167
-219.140625,0.482553689,-54.78515625,0.133238026
-219.0625,0.48051884,-54.765625,0.133238026
-218.984375,0.481536265,-54.74609375,0.133577167
-218.90625,0.481197123,-54.7265625,0.133238026
-218.828125,0.482214547,-54.70703125,0.133238026
-218.75,0.483231972,-54.6875,0.133238026
-218.671875,0.481875406,-54.66796875,0.132898885
-218.59375,0.482553689,-54.6484375,0.132898885
-218.515625,0.482553689,-54.62890625,0.132898885
-218.4375,0.481536265,-54.609375,0.132898885
-218.359375,0.483231972,-54.58984375,0.132559743
-218.28125,0.481875406,-54.5703125,0.132559743
-218.203125,0.483231972,-54.55078125,0.132559743
-218.125,0.483231972,-54.53125,0.132220602
-218.046875,0.481875406,-54.51171875,0.132559743
-217.96875,0.483231972,-54.4921875,0.132220602
-217.890625,0.483231972,-54.47265625,0.132220602
-217.8125,0.48289283,-54.453125,0.132220602
-217.734375,0.482214547,-54.43359375,0.13188146
-217.65625,0.483231972,-54.4140625,0.13188146
-217.578125,0.483231972,-54.39453125,0.13188146
-217.5,0.482214547,-54.375,0.131542319
-217.421875,0.481875406,-54.35546875,0.13188146
-217.34375,0.482553689,-54.3359375,0.131542319
-217.265625,0.48289283,-54.31640625,0.131203177
-217.1875,0.482553689,-54.296875,0.131542319
-217.109375,0.483571113,-54.27734375,0.131203177
-217.03125,0.483231972,-54.2578125,0.130864036
-216.953125,0.483231972,-54.23828125,0.130524895
-216.875,0.482553689,-54.21875,0.130524895
-216.796875,0.483231972,-54.19921875,0.130524895
-216.71875,0.481536265,-54.1796875,0.130524895
-216.640625,0.483231972,-54.16015625,0.130524895
-216.5625,0.481875406,-54.140625,0.130524895
-216.484375,0.48289283,-54.12109375,0.130524895
-216.40625,0.483571113,-54.1015625,0.130524895
-216.328125,0.483910255,-54.08203125,0.130185753
-216.25,0.482553689,-54.0625,0.130185753
-216.171875,0.484588537,-54.04296875,0.129846612
-216.09375,0.483910255,-54.0234375,0.129846612
-216.015625,0.483571113,-54.00390625,0.129846612
-215.9375,0.484927679,-53.984375,0.12950747
-215.859375,0.484588537,-53.96484375,0.12950747
-215.78125,0.483231972,-53.9453125,0.12950747
-215.703125,0.484249396,-53.92578125,0.12950747
-215.625,0.483231972,-53.90625,0.129168329
-215.546875,0.484588537,-53.88671875,0.129168329
-215.46875,0.48526682,-53.8671875,0.129168329
-215.390625,0.484927679,-53.84765625,0.128829187
-215.3125,0.48526682,-53.828125,0.128829187
-215.234375,0.483571113,-53.80859375,0.128829187
-215.15625,0.485605962,-53.7890625,0.128829187
-215.078125,0.484249396,-53.76953125,0.128829187
-215,0.484249396,-53.75,0.128829187
-214.921875,0.484588537,-53.73046875,0.128829187
-214.84375,0.485605962,-53.7109375,0.128829187
-214.765625,0.485605962,-53.69140625,0.128829187
-214.6875,0.48526682,-53.671875,0.128829187
-214.609375,0.484927679,-53.65234375,0.128829187
-214.53125,0.484588537,-53.6328125,0.128829187
-214.453125,0.485605962,-53.61328125,0.128490046
-214.375,0.484588537,-53.59375,0.128150905
-214.296875,0.484927679,-53.57421875,0.128150905
-214.21875,0.484588537,-53.5546875,0.127472622
-214.140625,0.484927679,-53.53515625,0.127472622
-214.0625,0.485945103,-53.515625,0.127472622
-213.984375,0.48526682,-53.49609375,0.127472622
-213.90625,0.485945103,-53.4765625,0.127472622
-213.828125,0.486962527,-53.45703125,0.12713348
-213.75,0.485605962,-53.4375,0.12713348
-213.671875,0.48526682,-53.41796875,0.12713348
-213.59375,0.486284244,-53.3984375,0.12713348
-213.515625,0.486623386,-53.37890625,0.12713348
-213.4375,0.486623386,-53.359375,0.12713348
-213.359375,0.48526682,-53.33984375,0.126794339
-213.28125,0.485605962,-53.3203125,0.12713348
-213.203125,0.486623386,-53.30078125,0.126794339
-213.125,0.485605962,-53.28125,0.126455198
-213.046875,0.48764081,-53.26171875,0.126116056
-212.96875,0.48764081,-53.2421875,0.125776915
-212.890625,0.48526682,-53.22265625,0.125437773
-212.8125,0.486962527,-53.203125,0.125776915
-212.734375,0.485945103,-53.18359375,0.126116056
-212.65625,0.485945103,-53.1640625,0.126455198
-212.578125,0.485945103,-53.14453125,0.126116056
-212.5,0.486962527,-53.125,0.125776915
-212.421875,0.486284244,-53.10546875,0.125437773
-212.34375,0.48764081,-53.0859375,0.125437773
-212.265625,0.486623386,-53.06640625,0.125776915
-212.1875,0.48764081,-53.046875,0.126116056
-212.109375,0.487301669,-53.02734375,0.125776915
-212.03125,0.486623386,-53.0078125,0.125437773
-211.953125,0.487301669,-52.98828125,0.12475949
-211.875,0.487301669,-52.96875,0.125098632
-211.796875,0.488658234,-52.94921875,0.125098632
-211.71875,0.486623386,-52.9296875,0.12475949
-211.640625,0.48764081,-52.91015625,0.124420349
-211.5625,0.487301669,-52.890625,0.124420349
-211.484375,0.48764081,-52.87109375,0.12475949
-211.40625,0.48764081,-52.8515625,0.12475949
-211.328125,0.487979952,-52.83203125,0.125098632
-211.25,0.487301669,-52.8125,0.125098632
-211.171875,0.488319093,-52.79296875,0.125098632
-211.09375,0.488997376,-52.7734375,0.12475949
-211.015625,0.487979952,-52.75390625,0.124081208
-210.9375,0.48764081,-52.734375,0.124420349
-210.859375,0.48764081,-52.71484375,0.124420349
-210.78125,0.489675659,-52.6953125,0.123742066
-210.703125,0.488658234,-52.67578125,0.124420349
-210.625,0.488658234,-52.65625,0.124420349
-210.546875,0.488319093,-52.63671875,0.123742066
-210.46875,0.488319093,-52.6171875,0.123063783
-210.390625,0.489336517,-52.59765625,0.122724642
-210.3125,0.489675659,-52.578125,0.122724642
-210.234375,0.489336517,-52.55859375,0.123063783
-210.15625,0.488319093,-52.5390625,0.123402925
-210.078125,0.488997376,-52.51953125,0.123402925
-210,0.488319093,-52.5,0.123063783
-209.921875,0.490693083,-52.48046875,0.123063783
-209.84375,0.488658234,-52.4609375,0.123402925
-209.765625,0.489675659,-52.44140625,0.123742066
-209.6875,0.489675659,-52.421875,0.124081208
-209.609375,0.489336517,-52.40234375,0.124081208
-209.53125,0.489675659,-52.3828125,0.124081208
-209.453125,0.490353942,-52.36328125,0.124420349
-209.375,0.489675659,-52.34375,0.124081208
-209.296875,0.489675659,-52.32421875,0.124081208
-209.21875,0.488997376,-52.3046875,0.124420349
-209.140625,0.490693083,-52.28515625,0.124081208
-209.0625,0.4900148,-52.265625,0.124081208
-208.984375,0.490353942,-52.24609375,0.124420349
-208.90625,0.491371366,-52.2265625,0.123742066
-208.828125,0.488658234,-52.20703125,0.123402925
-208.75,0.490353942,-52.1875,0.123063783
-208.671875,0.490693083,-52.16796875,0.123063783
-208.59375,0.490353942,-52.1484375,0.122724642
-208.515625,0.489675659,-52.12890625,0.122046359
-208.4375,0.491710507,-52.109375,0.121368076
-208.359375,0.490693083,-52.08984375,0.121028935
-208.28125,0.490353942,-52.0703125,0.121368076
-208.203125,0.490693083,-52.05078125,0.121028935
-208.125,0.491032224,-52.03125,0.121368076
-208.046875,0.490693083,-52.01171875,0.121028935
-207.96875,0.491371366,-51.9921875,0.121368076
-207.890625,0.491032224,-51.97265625,0.121707218
-207.8125,0.492049649,-51.953125,0.121707218
-207.734375,0.491371366,-51.93359375,0.122046359
-207.65625,0.49238879,-51.9140625,0.121368076
-207.578125,0.490353942,-51.89453125,0.120011511
-207.5,0.492049649,-51.875,0.118994086
-207.421875,0.491371366,-51.85546875,0.118654945
-207.34375,0.491032224,-51.8359375,0.117976662
-207.265625,0.491371366,-51.81640625,0.117637521
-207.1875,0.491710507,-51.796875,0.117298379
-207.109375,0.491710507,-51.77734375,0.117298379
-207.03125,0.49238879,-51.7578125,0.117298379
-206.953125,0.49238879,-51.73828125,0.117976662
-206.875,0.492049649,-51.71875,0.118315803
-206.796875,0.49238879,-51.69921875,0.118994086
-206.71875,0.492049649,-51.6796875,0.118994086
-206.640625,0.49238879,-51.66015625,0.119333228
-206.5625,0.491710507,-51.640625,0.119333228
-206.484375,0.493067073,-51.62109375,0.119672369
-206.40625,0.492727931,-51.6015625,0.119672369
-206.328125,0.492049649,-51.58203125,0.120011511
-206.25,0.492049649,-51.5625,0.120011511
-206.171875,0.492727931,-51.54296875,0.120350652
-206.09375,0.49238879,-51.5234375,0.120011511
-206.015625,0.491710507,-51.50390625,0.120011511
-205.9375,0.493406214,-51.484375,0.120011511
-205.859375,0.493067073,-51.46484375,0.120011511
-205.78125,0.491710507,-51.4453125,0.120011511
-205.703125,0.493406214,-51.42578125,0.119672369
-205.625,0.493406214,-51.40625,0.119672369
-205.546875,0.492049649,-51.38671875,0.120011511
-205.46875,0.49238879,-51.3671875,0.119672369
-205.390625,0.493406214,-51.34765625,0.120011511
-205.3125,0.493406214,-51.328125,0.120011511
-205.234375,0.493067073,-51.30859375,0.120011511
-205.15625,0.493406214,-51.2890625,0.120011511
-205.078125,0.493067073,-51.26953125,0.120011511
-205,0.493067073,-51.25,0.120011511
-204.921875,0.494423639,-51.23046875,0.120011511
-204.84375,0.493745356,-51.2109375,0.120011511
-204.765625,0.492049649,-51.19140625,0.120350652
-204.6875,0.493745356,-51.171875,0.120011511
-204.609375,0.49476278,-51.15234375,0.120011511
-204.53125,0.493745356,-51.1328125,0.119672369
-204.453125,0.493067073,-51.11328125,0.119672369
-204.375,0.493745356,-51.09375,0.119672369
-204.296875,0.494084497,-51.07421875,0.119333228
-204.21875,0.493406214,-51.0546875,0.119333228
-204.140625,0.49476278,-51.03515625,0.119333228
-204.0625,0.493067073,-51.015625,0.119333228
-203.984375,0.494084497,-50.99609375,0.119333228
-203.90625,0.493745356,-50.9765625,0.119333228
-203.828125,0.494084497,-50.95703125,0.119333228
-203.75,0.49476278,-50.9375,0.119333228
-203.671875,0.493406214,-50.91796875,0.119333228
-203.59375,0.497475911,-50.8984375,0.119333228
-203.515625,0.49476278,-50.87890625,0.119333228
-203.4375,0.494423639,-50.859375,0.119672369
-203.359375,0.49476278,-50.83984375,0.119333228
-203.28125,0.494423639,-50.8203125,0.119333228
-203.203125,0.495441063,-50.80078125,0.119333228
-203.125,0.495101921,-50.78125,0.118994086
-203.046875,0.49476278,-50.76171875,0.118994086
-202.96875,0.495780204,-50.7421875,0.119333228
-202.890625,0.495441063,-50.72265625,0.119333228
-202.8125,0.496797628,-50.703125,0.119333228
-202.734375,0.49476278,-50.68359375,0.118994086
-202.65625,0.496119346,-50.6640625,0.118994086
-202.578125,0.494084497,-50.64453125,0.118994086
-202.5,0.496119346,-50.625,0.119333228
-202.421875,0.494423639,-50.60546875,0.118994086
-202.34375,0.49476278,-50.5859375,0.118654945
-202.265625,0.495780204,-50.56640625,0.118654945
-202.1875,0.494423639,-50.546875,0.118315803
-202.109375,0.495780204,-50.52734375,0.118654945
-202.03125,0.495780204,-50.5078125,0.118654945
-201.953125,0.49476278,-50.48828125,0.118315803
-201.875,0.496119346,-50.46875,0.118654945
-201.796875,0.496119346,-50.44921875,0.118654945
-201.71875,0.495780204,-50.4296875,0.118654945
-201.640625,0.495441063,-50.41015625,0.118315803
-201.5625,0.495780204,-50.390625,0.118654945
-201.484375,0.496119346,-50.37109375,0.118654945
-201.40625,0.496797628,-50.3515625,0.118654945
-201.328125,0.495441063,-50.33203125,0.118654945
-201.25,0.496119346,-50.3125,0.118654945
-201.171875,0.496458487,-50.29296875,0.118315803
-201.09375,0.496458487,-50.2734375,0.118654945
-201.015625,0.49713677,-50.25390625,0.118315803
-200.9375,0.496797628,-50.234375,0.118654945
-200.859375,0.497815053,-50.21484375,0.118315803
-200.78125,0.496458487,-50.1953125,0.118315803
-200.703125,0.496119346,-50.17578125,0.118315803
-200.625,0.495780204,-50.15625,0.118315803
-200.546875,0.496797628,-50.13671875,0.118315803
-200.46875,0.496119346,-50.1171875,0.118315803
-200.390625,0.497475911,-50.09765625,0.118315803
-200.3125,0.496797628,-50.078125,0.118654945
-200.234375,0.498832477,-50.05859375,0.118315803
-200.15625,0.499849901,-50.0390625,0.118654945
-200.078125,0.498832477,-50.01953125,0.118315803
-200,0.497815053,-50,0.118654945
-199.921875,0.496797628,-49.98046875,0.118315803
-199.84375,0.497815053,-49.9609375,0.118315803
-199.765625,0.497815053,-49.94140625,0.118315803
-199.6875,0.496458487,-49.921875,0.117976662
-199.609375,0.497475911,-49.90234375,0.117976662
-199.53125,0.498154194,-49.8828125,0.117976662
-199.453125,0.499849901,-49.86328125,0.117976662
-199.375,0.497815053,-49.84375,0.117976662
-199.296875,0.498154194,-49.82421875,0.117976662
-199.21875,0.497815053,-49.8046875,0.117976662
-199.140625,0.498154194,-49.78515625,0.117637521
-199.0625,0.498154194,-49.765625,0.117637521
-198.984375,0.499171618,-49.74609375,0.117637521
-198.90625,0.49713677,-49.7265625,0.117637521
-198.828125,0.498154194,-49.70703125,0.117298379
-198.75,0.497475911,-49.6875,0.117637521
-198.671875,0.497815053,-49.66796875,0.117637521
-198.59375,0.498154194,-49.6484375,0.117298379
-198.515625,0.499171618,-49.62890625,0.117637521
-198.4375,0.499171618,-49.609375,0.117637521
-198.359375,0.498493336,-49.58984375,0.117298379
-198.28125,0.49951076,-49.5703125,0.117298379
-198.203125,0.498493336,-49.55078125,0.117637521
-198.125,0.498493336,-49.53125,0.117298379
-198.046875,0.49951076,-49.51171875,0.117298379
-197.96875,0.497815053,-49.4921875,0.117637521
-197.890625,0.498493336,-49.47265625,0.117298379
-197.8125,0.499849901,-49.453125,0.117637521
-197.734375,0.499849901,-49.43359375,0.117298379
-197.65625,0.498154194,-49.4140625,0.117637521
-197.578125,0.49951076,-49.39453125,0.117637521
-197.5,0.499849901,-49.375,0.117637521
-197.421875,0.498154194,-49.35546875,0.117298379
-197.34375,0.501545608,-49.3359375,0.117298379
-197.265625,0.498493336,-49.31640625,0.117637521
-197.1875,0.499849901,-49.296875,0.117298379
-197.109375,0.499849901,-49.27734375,0.117637521
-197.03125,0.49951076,-49.2578125,0.117298379
-196.953125,0.49951076,-49.23828125,0.117637521
-196.875,0.49951076,-49.21875,0.117637521
-196.796875,0.499849901,-49.19921875,0.117298379
-196.71875,0.500189043,-49.1796875,0.117298379
-196.640625,0.501206467,-49.16015625,0.117298379
-196.5625,0.49951076,-49.140625,0.117298379
-196.484375,0.499849901,-49.12109375,0.117298379
-196.40625,0.499849901,-49.1015625,0.117298379
-196.328125,0.500189043,-49.08203125,0.116959238
-196.25,0.499171618,-49.0625,0.116959238
-196.171875,0.499849901,-49.04296875,0.116959238
-196.09375,0.500189043,-49.0234375,0.116959238
-196.015625,0.49951076,-49.00390625,0.116959238
-195.9375,0.500867326,-48.984375,0.116959238
-195.859375,0.501206467,-48.96484375,0.116620096
-195.78125,0.499171618,-48.9453125,0.116620096
-195.703125,0.499849901,-48.92578125,0.116959238
-195.625,0.500867326,-48.90625,0.116620096
-195.546875,0.49951076,-48.88671875,0.116620096
-195.46875,0.500528184,-48.8671875,0.116620096
-195.390625,0.500528184,-48.84765625,0.116620096
-195.3125,0.500189043,-48.828125,0.116620096
-195.234375,0.500528184,-48.80859375,0.116620096
-195.15625,0.501206467,-48.7890625,0.116620096
-195.078125,0.500867326,-48.76953125,0.116620096
-195,0.500528184,-48.75,0.116620096
-194.921875,0.500867326,-48.73046875,0.116620096
-194.84375,0.500528184,-48.7109375,0.116620096
-194.765625,0.500867326,-48.69140625,0.116620096
-194.6875,0.501545608,-48.671875,0.116620096
-194.609375,0.501206467,-48.65234375,0.116620096
-194.53125,0.501545608,-48.6328125,0.116620096
-194.453125,0.501545608,-48.61328125,0.116620096
-194.375,0.501206467,-48.59375,0.116620096
-194.296875,0.501545608,-48.57421875,0.116620096
-194.21875,0.501206467,-48.5546875,0.116620096
-194.140625,0.502223891,-48.53515625,0.116280955
-194.0625,0.501206467,-48.515625,0.116280955
-193.984375,0.50188475,-48.49609375,0.116280955
-193.90625,0.502563033,-48.4765625,0.116280955
-193.828125,0.50188475,-48.45703125,0.116620096
-193.75,0.502563033,-48.4375,0.116620096
-193.671875,0.50188475,-48.41796875,0.116620096
-193.59375,0.502563033,-48.3984375,0.116620096
-193.515625,0.501545608,-48.37890625,0.116620096
-193.4375,0.502902174,-48.359375,0.116280955
-193.359375,0.502563033,-48.33984375,0.116280955
-193.28125,0.501206467,-48.3203125,0.116280955
-193.203125,0.503580457,-48.30078125,0.116280955
-193.125,0.502902174,-48.28125,0.116280955
-193.046875,0.502563033,-48.26171875,0.116280955
-192.96875,0.501545608,-48.2421875,0.116280955
-192.890625,0.502223891,-48.22265625,0.115941814
-192.8125,0.502223891,-48.203125,0.115941814
-192.734375,0.501545608,-48.18359375,0.115941814
-192.65625,0.502563033,-48.1640625,0.115941814
-192.578125,0.50188475,-48.14453125,0.115941814
-192.5,0.503241315,-48.125,0.115941814
-192.421875,0.502563033,-48.10546875,0.115941814
-192.34375,0.502902174,-48.0859375,0.115941814
-192.265625,0.502223891,-48.06640625,0.115941814
-192.1875,0.501206467,-48.046875,0.115941814
-192.109375,0.502223891,-48.02734375,0.115941814
-192.03125,0.502223891,-48.0078125,0.115941814
-191.953125,0.503580457,-47.98828125,0.115941814
-191.875,0.502223891,-47.96875,0.115941814
-191.796875,0.503919598,-47.94921875,0.115941814
-191.71875,0.502223891,-47.9296875,0.115941814
-191.640625,0.503241315,-47.91015625,0.115941814
-191.5625,0.503580457,-47.890625,0.115941814
-191.484375,0.502902174,-47.87109375,0.115941814
-191.40625,0.503580457,-47.8515625,0.115941814
-191.328125,0.503580457,-47.83203125,0.115602672
-191.25,0.502902174,-47.8125,0.115941814
-191.171875,0.503580457,-47.79296875,0.115941814
-191.09375,0.502223891,-47.7734375,0.115602672
-191.015625,0.503580457,-47.75390625,0.115941814
-190.9375,0.502902174,-47.734375,0.115941814
-190.859375,0.502902174,-47.71484375,0.115941814
-190.78125,0.503241315,-47.6953125,0.115941814
-190.703125,0.502902174,-47.67578125,0.115602672
-190.625,0.503580457,-47.65625,0.115941814
-190.546875,0.505276164,-47.63671875,0.115941814
-190.46875,0.503919598,-47.6171875,0.115941814
-190.390625,0.503919598,-47.59765625,0.115941814
-190.3125,0.503580457,-47.578125,0.115941814
-190.234375,0.50425874,-47.55859375,0.115941814
-190.15625,0.503241315,-47.5390625,0.115602672
-190.078125,0.50425874,-47.51953125,0.115941814
-190,0.504597881,-47.5,0.115602672
-189.921875,0.503241315,-47.48046875,0.115602672
-189.84375,0.502902174,-47.4609375,0.115602672
-189.765625,0.505276164,-47.44140625,0.115602672
-189.6875,0.504597881,-47.421875,0.115602672
-189.609375,0.503580457,-47.40234375,0.115602672
-189.53125,0.503919598,-47.3828125,0.115602672
-189.453125,0.50425874,-47.36328125,0.115602672
-189.375,0.502563033,-47.34375,0.115602672
-189.296875,0.50663273,-47.32421875,0.115263531
-189.21875,0.505276164,-47.3046875,0.115263531
-189.140625,0.503580457,-47.28515625,0.115263531
-189.0625,0.504597881,-47.265625,0.115263531
-188.984375,0.504937023,-47.24609375,0.115263531
-188.90625,0.505615305,-47.2265625,0.115263531
-188.828125,0.504937023,-47.20703125,0.115263531
-188.75,0.504597881,-47.1875,0.115263531
-188.671875,0.503580457,-47.16796875,0.115263531
-188.59375,0.505276164,-47.1484375,0.115602672
-188.515625,0.50425874,-47.12890625,0.115263531
-188.4375,0.505276164,-47.109375,0.114924389
-188.359375,0.504937023,-47.08984375,0.115263531
-188.28125,0.504937023,-47.0703125,0.114924389
-188.203125,0.505954447,-47.05078125,0.115263531
-188.125,0.50425874,-47.03125,0.115263531
-188.046875,0.506971871,-47.01171875,0.115263531
-187.96875,0.505276164,-46.9921875,0.114924389
-187.890625,0.505615305,-46.97265625,0.114924389
-187.8125,0.505615305,-46.953125,0.114924389
-187.734375,0.504597881,-46.93359375,0.114924389
-187.65625,0.504937023,-46.9140625,0.114924389
-187.578125,0.505276164,-46.89453125,0.115263531
-187.5,0.505615305,-46.875,0.114924389
-187.421875,0.505276164,-46.85546875,0.115263531
-187.34375,0.503919598,-46.8359375,0.115263531
-187.265625,0.506293588,-46.81640625,0.114924389
-187.1875,0.505615305,-46.796875,0.115263531
-187.109375,0.506971871,-46.77734375,0.115263531
-187.03125,0.505615305,-46.7578125,0.114924389
-186.953125,0.506293588,-46.73828125,0.115263531
-186.875,0.504937023,-46.71875,0.114924389
-186.796875,0.50663273,-46.69921875,0.114924389
-186.71875,0.505276164,-46.6796875,0.114924389
-186.640625,0.507311013,-46.66015625,0.115263531
-186.5625,0.505615305,-46.640625,0.114924389
-186.484375,0.505954447,-46.62109375,0.114924389
-186.40625,0.507311013,-46.6015625,0.114924389
-186.328125,0.505615305,-46.58203125,0.114924389
-186.25,0.507311013,-46.5625,0.114924389
-186.171875,0.505276164,-46.54296875,0.114924389
-186.09375,0.50663273,-46.5234375,0.114924389
-186.015625,0.506293588,-46.50390625,0.114924389
-185.9375,0.506293588,-46.484375,0.114585248
-185.859375,0.505954447,-46.46484375,0.114585248
-185.78125,0.505615305,-46.4453125,0.114585248
-185.703125,0.507311013,-46.42578125,0.114924389
-185.625,0.50663273,-46.40625,0.114585248
-185.546875,0.506293588,-46.38671875,0.114585248
-185.46875,0.507311013,-46.3671875,0.114585248
-185.390625,0.508328437,-46.34765625,0.114585248
-185.3125,0.505615305,-46.328125,0.114585248
-185.234375,0.505954447,-46.30859375,0.114585248
-185.15625,0.50663273,-46.2890625,0.114246106
-185.078125,0.507650154,-46.26953125,0.114585248
-185,0.507311013,-46.25,0.114585248
-184.921875,0.508328437,-46.23046875,0.114585248
-184.84375,0.50663273,-46.2109375,0.114585248
-184.765625,0.507989295,-46.19140625,0.114585248
-184.6875,0.50663273,-46.171875,0.114585248
-184.609375,0.507650154,-46.15234375,0.114585248
