#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A7FC83
#Date Time: 2021-12-20 17:11:33.263
#Sample rate: 51.2Hz
#Samples: 3934
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V)
-78.125,0.6165145498554571
-78.10546875,1.166262792124763
-78.0859375,1.166601933545041
-78.06640625,1.1642279436031
-78.046875,1.165584509284209
-78.02734375,1.154731983835339
-78.0078125,1.148288296850073
-77.98828125,1.15710597377728
-77.96875,1.155410266675894
-77.94921875,1.149984003951459
-77.9296875,1.149984003951459
-77.91015625,1.146931731168964
-77.890625,1.145914306908133
-77.87109375,1.140148902763421
-77.8515625,1.139809761343143
-77.83203125,1.140827185603975
-77.8125,1.139470619922866
-77.79296875,1.129974660155105
-77.7734375,1.129974660155105
-77.75390625,1.127261528792888
-77.734375,1.136418347140372
-77.71484375,1.134383498618708
-77.6953125,1.136418347140372
-77.67578125,1.130992084415937
-77.65625,1.125565821691502
-77.63671875,1.121156983227898
-77.6171875,1.133366074357877
-77.59765625,1.134383498618708
-77.578125,1.129635518734828
-77.55859375,1.131670367256491
-77.5390625,1.126922387372611
-77.51953125,1.134044357198431
-77.5,1.134722640038986
-77.48046875,1.12454839743067
-77.4609375,1.129635518734828
-77.44140625,1.129635518734828
-77.421875,1.13065294299566
-77.40234375,1.130313801575382
-77.3828125,1.137435771401203
-77.36328125,1.129974660155105
-77.34375,1.120139558967067
-77.32421875,1.137096629980926
-77.3046875,1.138792337082312
-77.28515625,1.136757488560649
-77.265625,1.132009508676768
-77.24609375,1.128957235894274
-77.2265625,1.128957235894274
-77.20703125,1.133366074357877
-77.1875,1.131331225836214
-77.16796875,1.130313801575382
-77.1484375,1.138114054241758
-77.12890625,1.136418347140372
-77.109375,1.138453195662035
-77.08984375,1.139470619922866
-77.0703125,1.149984003951459
-77.05078125,1.150662286792013
-77.03125,1.161514812240883
-77.01171875,1.154392842415062
-76.9921875,1.153714559574508
-76.97265625,1.176097893312801
-76.953125,1.179489307515573
-76.93359375,1.174741327631693
-76.9140625,1.17982844893585
-76.89453125,1.1835590045589
-76.875,1.175758751892524
-76.85546875,1.181863297457514
-76.8359375,1.187289560181948
-76.81640625,1.181524156037236
-76.796875,1.184915570240008
-76.77734375,1.191698398645552
-76.7578125,1.185254711660285
-76.73828125,1.191698398645552
-76.71875,1.182880721718345
-76.69921875,1.17982844893585
-76.6796875,1.194411530007769
-76.66015625,1.188985267283334
-76.640625,1.181524156037236
-76.62109375,1.186611277341394
-76.6015625,1.180167590356128
