#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A7FC83
#Date Time: 2021-12-20 17:23:58.545
#Sample rate: 12.8Hz
#Samples: 7267
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V)
-312.5,0.0213213572690089
-312.421875,0.1183158034682819
-312.34375,0.1237420661927168
-312.265625,0.1213680762507766
-312.1875,0.1186549448885591
-312.109375,0.1179766620480048
-312.03125,0.1176375206277276
-311.953125,0.1172983792074504
-311.875,0.1172983792074504
-311.796875,0.116620096366896
-311.71875,0.1162809549466189
-311.640625,0.1162809549466189
-311.5625,0.1162809549466189
-311.484375,0.1162809549466189
-311.40625,0.1162809549466189
-311.328125,0.1162809549466189
-311.25,0.116620096366896
-311.171875,0.116620096366896
-311.09375,0.116620096366896
-311.015625,0.1162809549466189
-310.9375,0.1162809549466189
-310.859375,0.1159418135263417
-310.78125,0.1159418135263417
-310.703125,0.1159418135263417
-310.625,0.1159418135263417
-310.546875,0.1162809549466189
-310.46875,0.1162809549466189
-310.390625,0.1162809549466189
-310.3125,0.116620096366896
-310.234375,0.1162809549466189
-310.15625,0.1162809549466189
-310.078125,0.1159418135263417
-310,0.1159418135263417
-309.921875,0.1159418135263417
-309.84375,0.1159418135263417
-309.765625,0.1159418135263417
-309.6875,0.1159418135263417
-309.609375,0.1162809549466189
-309.53125,0.1162809549466189
-309.453125,0.1162809549466189
-309.375,0.1162809549466189
-309.296875,0.1162809549466189
-309.21875,0.1162809549466189
-309.140625,0.1162809549466189
-309.0625,0.116620096366896
-308.984375,0.1169592377871732
-308.90625,0.1169592377871732
-308.828125,0.1172983792074504
-308.75,0.1172983792074504
-308.671875,0.1176375206277276
-308.59375,0.1176375206277276
-308.515625,0.1176375206277276
-308.4375,0.1179766620480048
-308.359375,0.1179766620480048
-308.28125,0.1179766620480048
-308.203125,0.1183158034682819
-308.125,0.1186549448885591
-308.046875,0.1189940863088363
-307.96875,0.1193332277291135
-307.890625,0.1200115105696678
-307.8125,0.120350651989945
-307.734375,0.1206897934102222
-307.65625,0.1210289348304994
-307.578125,0.1217072176710537
-307.5,0.1217072176710537
-307.421875,0.1223855005116081
-307.34375,0.1230637833521624
-307.265625,0.1234029247724396
-307.1875,0.1244203490332711
-307.109375,0.1250986318738255
-307.03125,0.1261160561346571
-306.953125,0.1274726218157658
-306.875,0.133577167380755
-306.796875,0.1444296928296247
-306.71875,0.1562996425393259
