wl,baseline,buffer,gfp,yfp,lysozyme
461.2,-0.00406,-0.00053,0.04723,0.08003,0.02235
461,-0.00428,-0.00042,0.04714,0.08021,0.02233
460.8,-0.00436,-0.00019,0.047,0.08037,0.02243
460.6,-0.00424,-0.0002,0.04693,0.08035,0.0224
460.4,-0.00435,-5.00E-05,0.04676,0.08038,0.02229
460.2,-0.00444,-8.00E-05,0.04682,0.08054,0.02235
460,-0.00422,-0.00041,0.04666,0.0803,0.02214
459.8,-0.00429,-0.00035,0.04656,0.08035,0.02237
459.6,-0.0045,-8.00E-05,0.04681,0.08052,0.02255
459.4,-0.0045,-2.00E-05,0.04672,0.0807,0.0223
459.2,-0.00442,-0.00024,0.04639,0.08098,0.0223
459,-0.00444,-0.00023,0.04636,0.0812,0.02239
458.8,-0.00453,-0.00025,0.04643,0.08129,0.02236
458.6,-0.00435,-0.0005,0.04619,0.08099,0.02208
458.4,-0.00437,-0.0003,0.04602,0.08136,0.02217
458.2,-0.00447,-0.0001,0.04605,0.08159,0.0222
458,-0.00445,-0.00022,0.04594,0.08159,0.02201
457.8,-0.00457,-0.00021,0.04604,0.08184,0.02196
457.6,-0.00462,-0.00013,0.04601,0.08196,0.02233
457.4,-0.00461,-0.00012,0.04584,0.08224,0.02242
457.2,-0.00446,-0.00027,0.04565,0.0821,0.02192
457,-0.00442,-0.00048,0.04548,0.08223,0.02196
456.8,-0.00455,-0.00036,0.04561,0.08284,0.0221
456.6,-0.00462,-7.00E-05,0.04552,0.08304,0.02214
456.4,-0.00466,-0.00011,0.04546,0.08326,0.02217
456.2,-0.0046,-0.00031,0.04549,0.0835,0.02202
456,-0.0047,-0.00014,0.04554,0.08372,0.02223
455.8,-0.00468,-0.00023,0.04537,0.08388,0.02214
455.6,-0.00454,-0.00029,0.04493,0.08403,0.02191
455.4,-0.00468,-6.00E-05,0.04511,0.08429,0.02211
455.2,-0.00485,-6.00E-05,0.04538,0.08474,0.02232
455,-0.00476,-0.0002,0.04514,0.08497,0.02205
454.8,-0.00464,-0.00019,0.04493,0.08484,0.02168
454.6,-0.0047,-0.0001,0.04493,0.08519,0.02189
454.4,-0.00466,-0.00021,0.04489,0.08554,0.02189
454.2,-0.00465,-0.00022,0.04486,0.0858,0.02193
454,-0.00475,-0.00014,0.04494,0.08615,0.0221
453.8,-0.00476,-6.00E-05,0.04485,0.0865,0.022
453.6,-0.00471,-0.00012,0.04452,0.08677,0.02193
453.4,-0.00471,-0.00022,0.04457,0.08716,0.02189
453.2,-0.00481,-0.00022,0.04472,0.08755,0.0217
453,-0.00477,-8.00E-05,0.04465,0.08779,0.02157
452.8,-0.0047,-7.00E-05,0.04456,0.08814,0.02168
452.6,-0.00494,-0.0002,0.04478,0.08869,0.02192
452.4,-0.00491,-0.0003,0.04468,0.08898,0.02193
452.2,-0.00472,-0.00034,0.04425,0.08912,0.02162
452,-0.00483,-2.00E-05,0.04442,0.0896,0.02148
451.8,-0.00482,-2.00E-05,0.04439,0.09011,0.02153
451.6,-0.00459,-0.00038,0.04414,0.09033,0.02139
451.4,-0.00471,-6.00E-05,0.04424,0.09083,0.02155
451.2,-0.00495,0.00015,0.04448,0.09151,0.02182
451,-0.00489,-0.00016,0.04456,0.09177,0.0214
450.8,-0.00484,-5.00E-05,0.04424,0.09222,0.02138
450.6,-0.00477,-0.0001,0.04405,0.09259,0.02154
450.4,-0.00474,-0.00014,0.04413,0.09278,0.0214
450.2,-0.00496,0.0001,0.04422,0.0935,0.02157
450,-0.00491,-0.00018,0.04434,0.09406,0.02162
449.8,-0.00471,-0.00041,0.04411,0.09415,0.0212
449.6,-0.00479,-0.00042,0.04395,0.09471,0.02113
449.4,-0.0048,-0.00032,0.04397,0.09537,0.02141
449.2,-0.00467,-0.00021,0.04385,0.09571,0.0212
449,-0.0048,1.00E-05,0.04408,0.09642,0.02127
448.8,-0.00481,-4.00E-05,0.04423,0.09692,0.02148
448.6,-0.0048,-0.00019,0.04407,0.09743,0.02133
448.4,-0.0048,-0.00011,0.04408,0.09785,0.02101
448.2,-0.00472,-0.00013,0.04416,0.09833,0.02099
448,-0.0049,-0.00025,0.04437,0.09927,0.0213
447.8,-0.00493,-0.00035,0.04439,0.09983,0.02134
447.6,-0.00486,-1.00E-04,0.04427,0.10024,0.0212
447.4,-0.00464,-0.00043,0.04407,0.10058,0.02116
447.2,-0.00459,-0.0005,0.04408,0.10123,0.02117
447,-0.00486,0.00015,0.04453,0.10227,0.02116
446.8,-0.00503,0.00023,0.04465,0.10307,0.02135
446.6,-0.00489,-0.00018,0.04461,0.10348,0.02134
446.4,-0.00474,-0.0001,0.04476,0.10387,0.02119
446.2,-0.00483,2.00E-05,0.04482,0.10469,0.02118
446,-0.00488,-0.00027,0.04491,0.10557,0.02135
445.8,-0.00492,-0.00027,0.04508,0.10604,0.02149
445.6,-0.005,-4.00E-05,0.04531,0.10675,0.02147
445.4,-0.00479,-5.00E-05,0.04529,0.10737,0.0212
445.2,-0.00469,-0.0002,0.04529,0.10799,0.0211
445,-0.00495,0.0001,0.04563,0.10897,0.02135
444.8,-0.00501,7.00E-05,0.04581,0.10977,0.02146
444.6,-0.00502,4.05E-11,0.04584,0.11037,0.02163
444.4,-0.0048,-0.00019,0.04599,0.11097,0.02145
444.2,-0.00468,-0.00019,0.04635,0.11183,0.02124
444,-0.00469,-0.00014,0.04644,0.11247,0.02128
443.8,-0.00466,-0.00038,0.04633,0.11309,0.02128
443.6,-0.00483,-0.0001,0.04663,0.11424,0.02142
443.4,-0.00473,-0.00029,0.04674,0.11505,0.02133
443.2,-0.0047,-0.00046,0.047,0.11574,0.0213
443,-0.0049,-0.00022,0.04763,0.11671,0.02134
442.8,-0.00476,-0.00018,0.04773,0.11733,0.02113
442.6,-0.00464,-0.00019,0.04784,0.11816,0.02116
442.4,-0.00475,-0.00015,0.04828,0.11933,0.02114
442.2,-0.00479,-0.00011,0.04859,0.12028,0.0211
442,-0.00491,0.00019,0.04906,0.12117,0.02149
441.8,-0.00477,0.00017,0.0495,0.12186,0.02134
441.6,-0.00468,-0.00031,0.0496,0.12279,0.0211
441.4,-0.00482,-0.00028,0.04995,0.12398,0.02122
441.2,-0.00471,-0.00029,0.05036,0.1248,0.0211
441,-0.00475,-0.00037,0.05085,0.12586,0.02119
440.8,-0.00489,-0.00031,0.05136,0.12686,0.02126
440.6,-0.0051,-6.00E-05,0.05205,0.12806,0.02162
440.4,-0.00503,-1.00E-05,0.05251,0.12898,0.02172
440.2,-0.00482,-0.00025,0.0527,0.12952,0.02145
440,-0.00486,-4.00E-05,0.05315,0.13049,0.02136
439.8,-0.00484,-0.00021,0.05379,0.13169,0.02137
439.6,-0.00486,-0.00041,0.05438,0.13286,0.02158
439.4,-0.00484,-0.00023,0.05479,0.13375,0.02148
439.2,-0.00482,-0.00043,0.05546,0.1348,0.02142
439,-0.0049,-0.00045,0.05611,0.13598,0.02156
438.8,-0.00502,-0.00019,0.05679,0.1372,0.02172
438.6,-0.00511,-5.00E-05,0.05765,0.13846,0.02171
438.4,-0.00494,-0.00021,0.05826,0.13932,0.02145
438.2,-0.00492,-0.0002,0.05887,0.14027,0.02137
438,-0.005,1.00E-05,0.05958,0.14146,0.02152
437.8,-0.00496,-5.00E-05,0.06034,0.14249,0.0216
437.6,-0.00489,-0.0003,0.06102,0.14368,0.02161
437.4,-0.00476,-0.00041,0.06165,0.14454,0.0214
437.2,-0.00494,-0.0002,0.06274,0.14572,0.02157
437,-0.0051,-0.00012,0.06384,0.14733,0.0219
436.8,-0.00503,-6.00E-05,0.06446,0.14834,0.02178
436.6,-0.00494,-0.00016,0.0651,0.14917,0.02162
436.4,-0.00483,-0.00035,0.06603,0.15034,0.02139
436.2,-0.00481,-0.00032,0.06694,0.15168,0.02137
436,-0.00499,-0.00016,0.06814,0.1531,0.02194
435.8,-0.00512,-6.00E-05,0.06947,0.15414,0.02223
435.6,-0.00526,-3.00E-05,0.07045,0.1552,0.02204
435.4,-0.00522,1.66E-10,0.07131,0.15642,0.02176
435.2,-0.00504,-1.00E-04,0.07235,0.15754,0.02166
435,-0.00481,-0.00038,0.07309,0.15848,0.02164
434.8,-0.00489,-0.00017,0.074,0.15982,0.02167
434.6,-0.00506,-0.00015,0.07534,0.1611,0.02183
434.4,-0.00489,-0.00043,0.07645,0.16223,0.02176
434.2,-0.00511,-1.00E-05,0.07789,0.16363,0.02198
434,-0.00515,-6.00E-05,0.07922,0.16489,0.02198
433.8,-0.00504,-0.00027,0.08018,0.16599,0.02174
433.6,-0.00518,-3.00E-05,0.08146,0.16707,0.02195
433.4,-0.00523,-8.00E-05,0.08279,0.16841,0.02212
433.2,-0.00517,-0.00019,0.08421,0.16959,0.02198
433,-0.00514,-3.00E-05,0.08554,0.17083,0.02181
432.8,-0.00503,-0.00014,0.08659,0.17185,0.02187
432.6,-0.00512,-0.00025,0.08806,0.17304,0.02205
432.4,-0.00526,-0.00022,0.08941,0.17443,0.02215
432.2,-0.0051,-0.00025,0.09059,0.17561,0.02194
432,-0.00519,-2.00E-05,0.09223,0.17682,0.02194
431.8,-0.00525,-0.00019,0.09366,0.17793,0.02188
431.6,-0.00525,-0.00019,0.09509,0.17929,0.0219
431.4,-0.00521,-1.00E-05,0.09659,0.18043,0.02204
431.2,-0.00521,-6.00E-05,0.09802,0.18157,0.02202
431,-0.00531,-8.00E-05,0.09968,0.18286,0.02229
430.8,-0.00531,-0.00018,0.10117,0.18401,0.02226
430.6,-0.0052,-0.00031,0.10233,0.1851,0.02209
430.4,-0.00521,-0.00024,0.10375,0.1862,0.02213
430.2,-0.0053,-5.00E-05,0.10543,0.18734,0.02234
430,-0.00532,-3.00E-05,0.10706,0.18867,0.02236
429.8,-0.00546,2.00E-05,0.10872,0.19009,0.02247
429.6,-0.00541,4.00E-05,0.11014,0.19098,0.02252
429.4,-0.00549,0.00015,0.11189,0.19204,0.02251
429.2,-0.00547,4.00E-05,0.11336,0.19321,0.02236
429,-0.00522,-0.00025,0.11445,0.19409,0.02208
428.8,-0.00536,-0.00025,0.11627,0.1955,0.02242
428.6,-0.00553,-1.00E-05,0.11809,0.19687,0.02274
428.4,-0.00544,-3.00E-05,0.11954,0.19776,0.02244
428.2,-0.00537,-0.00032,0.12102,0.19877,0.02246
428,-0.00531,-0.00042,0.1227,0.19982,0.02255
427.8,-0.00521,-0.00052,0.12428,0.20098,0.02229
427.6,-0.00526,-0.00032,0.12573,0.20206,0.02228
427.4,-0.00537,4.00E-05,0.12747,0.20311,0.02229
427.2,-0.00549,8.00E-05,0.12952,0.20432,0.02251
427,-0.00554,-6.00E-05,0.13112,0.20535,0.02286
426.8,-0.00534,-0.00014,0.13225,0.20614,0.0226
426.6,-0.00521,-0.00013,0.13367,0.20708,0.02224
426.4,-0.0052,-5.00E-05,0.13547,0.20807,0.02248
426.2,-0.00518,-0.00013,0.13728,0.20916,0.02245
426,-0.00533,-1.00E-04,0.13878,0.21042,0.02246
425.8,-0.00535,-2.00E-05,0.14026,0.21138,0.02254
425.6,-0.00513,-0.00033,0.14164,0.21214,0.02238
425.4,-0.005,-0.00028,0.14298,0.21304,0.02236
425.2,-0.00508,-0.0001,0.1447,0.2142,0.02227
425,-0.0051,-0.00017,0.14624,0.21519,0.02244
424.8,-0.00495,-0.00023,0.14775,0.21613,0.0225
424.6,-0.00499,-5.00E-05,0.14937,0.21715,0.02234
424.4,-0.00518,4.00E-05,0.15111,0.21818,0.02249
424.2,-0.00514,6.00E-05,0.1526,0.21911,0.02242
424,-0.00495,-0.0001,0.1539,0.21986,0.02212
423.8,-0.00487,-0.00023,0.15533,0.22073,0.02243
423.6,-0.00497,-3.00E-05,0.15688,0.22175,0.02263
423.4,-0.00506,-0.0001,0.15846,0.22277,0.02257
423.2,-0.00473,-0.00049,0.15959,0.22339,0.02213
423,-0.00476,-0.00036,0.16101,0.22413,0.0221
422.8,-0.00507,-0.00015,0.16268,0.22519,0.02278
422.6,-0.00505,-0.0003,0.16407,0.22602,0.02269
422.4,-0.00506,-0.00032,0.16551,0.22694,0.02251
422.2,-0.0051,-0.00012,0.16693,0.22787,0.02248
422,-0.00503,-1.00E-04,0.16826,0.22859,0.02243
421.8,-0.00499,-0.00013,0.16939,0.22927,0.02257
421.6,-0.00506,-3.00E-05,0.17081,0.2302,0.02266
421.4,-0.00501,-0.00019,0.17226,0.23106,0.02255
421.2,-0.00508,-0.00031,0.17353,0.23209,0.02271
421,-0.00514,-0.00024,0.17475,0.23297,0.02279
420.8,-0.00517,6.00E-05,0.17607,0.23347,0.02271
420.6,-0.00515,0.00016,0.17748,0.23423,0.02258
420.4,-0.00505,-7.00E-05,0.17864,0.23485,0.02246
420.2,-0.00513,-5.00E-05,0.17964,0.23576,0.02258
420,-0.00542,-0.00019,0.1811,0.23661,0.02113
419.8,-0.00554,-0.0001,0.18238,0.23719,0.02137
419.6,-0.00558,7.00E-05,0.18317,0.238,0.02124
419.4,-0.0056,7.00E-05,0.18443,0.23894,0.02122
419.2,-0.00547,-0.00028,0.18564,0.23952,0.02133
419,-0.00536,-0.00042,0.18654,0.24012,0.02115
418.8,-0.00552,-0.00033,0.18764,0.24102,0.02134
418.6,-0.00574,-9.00E-05,0.18896,0.24192,0.0214
418.4,-0.0055,-0.0001,0.18982,0.2422,0.02095
418.2,-0.00554,-0.00016,0.19095,0.24295,0.021
418,-0.00577,1.63E-10,0.19217,0.2441,0.02136
417.8,-0.00565,-0.00011,0.19296,0.24449,0.02147
417.6,-0.00565,-9.00E-05,0.19419,0.2452,0.0213
417.4,-0.00559,-0.00014,0.19514,0.24598,0.02101
417.2,-0.00535,-0.00052,0.19564,0.24624,0.02089
417,-0.00555,-0.00025,0.19694,0.24711,0.021
416.8,-0.00572,-6.00E-05,0.19825,0.24813,0.02094
416.6,-0.00574,-2.00E-05,0.19909,0.24897,0.02117
416.4,-0.00579,3.00E-05,0.19998,0.24949,0.02133
416.2,-0.00564,-0.00026,0.20084,0.24992,0.02112
416,-0.00555,-0.00039,0.20165,0.25044,0.02107
415.8,-0.00577,-0.00016,0.20292,0.25119,0.0211
415.6,-0.00593,-0.00011,0.20395,0.25204,0.02111
415.4,-0.00575,-0.00034,0.20455,0.2523,0.02112
415.2,-0.00563,-0.00044,0.20549,0.25275,0.02095
415,-0.0058,-8.00E-05,0.2065,0.25364,0.02101
414.8,-0.00588,-0.00013,0.20744,0.25435,0.02096
414.6,-0.00591,-0.00017,0.20862,0.25504,0.02085
414.4,-0.00589,0.00012,0.20941,0.25561,0.02099
414.2,-0.00585,-3.00E-05,0.20999,0.256,0.02084
414,-0.00581,-0.00011,0.21102,0.2566,0.02062
413.8,-0.00585,-0.00023,0.21208,0.25739,0.02086
413.6,-0.0059,-0.00039,0.21295,0.25809,0.02109
413.4,-0.00587,-0.00028,0.21382,0.25852,0.02101
413.2,-0.00582,-0.00018,0.21467,0.259,0.02064
413,-0.00567,-0.00042,0.21559,0.25938,0.02033
412.8,-0.00602,-0.00011,0.21668,0.26024,0.02083
412.6,-0.00608,0.00015,0.21765,0.26096,0.02096
412.4,-0.00589,9.00E-05,0.21865,0.26112,0.02065
412.2,-0.0059,-2.00E-05,0.21954,0.26152,0.02051
412,-0.00578,-0.00033,0.22004,0.26192,0.02041
411.8,-0.00577,-0.00041,0.22077,0.26246,0.0204
411.6,-0.00568,-0.00059,0.22175,0.26295,0.02033
411.4,-0.00589,-0.00032,0.22285,0.26366,0.0206
411.2,-0.00595,-0.00012,0.22383,0.26421,0.02065
411,-0.00586,-0.00019,0.2248,0.26449,0.02063
410.8,-0.00599,-0.00014,0.22579,0.26518,0.02058
410.6,-0.00589,-0.00028,0.22659,0.26573,0.02025
410.4,-0.00599,-0.00025,0.22778,0.26604,0.02057
410.2,-0.00608,1.96E-10,0.22884,0.26652,0.02061
410,-0.00604,7.00E-05,0.22946,0.26699,0.02037
409.8,-0.00612,-9.00E-05,0.23043,0.26735,0.02053
409.6,-0.00622,4.00E-05,0.23154,0.26794,0.02045
409.4,-0.00598,-0.00017,0.23219,0.26811,0.01995
409.2,-0.00589,-0.0004,0.2329,0.26839,0.01984
409,-0.00611,-0.00016,0.23406,0.26923,0.02031
408.8,-0.00617,-0.00017,0.23523,0.26946,0.02046
408.6,-0.00611,-0.00025,0.23621,0.2694,0.02039
408.4,-0.00595,-0.00043,0.23707,0.26964,0.02016
408.2,-0.00596,-0.00034,0.23788,0.27013,0.01996
408,-0.00607,-5.00E-05,0.23885,0.27066,0.02008
407.8,-0.00615,-0.00014,0.23978,0.27102,0.02013
407.6,-0.00609,-0.00021,0.24076,0.27118,0.01993
407.4,-0.00602,1.00E-05,0.24161,0.27147,0.02005
407.2,-0.00602,0.00011,0.2426,0.27169,0.02016
407,-0.00607,-0.00013,0.24379,0.27182,0.02027
406.8,-0.00623,-2.00E-05,0.24474,0.27237,0.0205
406.6,-0.00624,6.00E-05,0.24538,0.27266,0.0205
406.4,-0.00599,-0.00025,0.24609,0.27259,0.02013
406.2,-0.00589,-0.00043,0.24708,0.27278,0.01996
406,-0.00597,-0.00041,0.24776,0.27302,0.02007
405.8,-0.00618,-9.00E-05,0.24879,0.27336,0.02009
405.6,-0.00642,0.0002,0.25007,0.27361,0.02048
405.4,-0.00631,-2.00E-05,0.2507,0.27361,0.02076
405.2,-0.00635,1.00E-05,0.25146,0.27392,0.02081
405,-0.00623,-2.00E-05,0.25238,0.2739,0.02051
404.8,-0.00598,-0.00036,0.25317,0.27367,0.0203
404.6,-0.00604,-0.00027,0.25385,0.27377,0.02037
404.4,-0.00613,-0.00017,0.25471,0.27394,0.02054
404.2,-0.00613,-8.00E-05,0.25535,0.27404,0.02069
404,-0.00618,-1.00E-05,0.25597,0.27417,0.02069
403.8,-0.00638,4.00E-05,0.2572,0.2745,0.02075
403.6,-0.00626,-1.00E-04,0.25793,0.27423,0.02056
403.4,-0.00616,-0.00018,0.25832,0.27402,0.02048
403.2,-0.0062,-6.00E-05,0.25903,0.27427,0.02076
403,-0.00623,-4.00E-05,0.25962,0.27429,0.02101
402.8,-0.00616,-0.00014,0.26008,0.27409,0.02098
402.6,-0.00607,-0.00016,0.26062,0.27385,0.02113
402.4,-0.00621,-0.00022,0.26157,0.27398,0.02133
402.2,-0.0063,-0.00032,0.26243,0.27414,0.02119
402,-0.00623,-0.00013,0.26275,0.27392,0.02095
401.8,-0.00637,0.00013,0.26319,0.27399,0.02104
401.6,-0.00657,0.00028,0.26384,0.27397,0.02163
401.4,-0.00649,9.00E-05,0.26436,0.27358,0.0219
401.2,-0.00631,-7.00E-05,0.26465,0.2733,0.02159
401,-0.00629,5.00E-05,0.26512,0.27339,0.02145
400.8,-0.00639,-2.00E-05,0.26573,0.27341,0.02152
400.6,-0.00624,-0.00024,0.26585,0.27288,0.02121
400.4,-0.00624,-0.00032,0.26623,0.27273,0.02128
400.2,-0.00647,-0.00011,0.26702,0.27279,0.0219
400,-0.00665,0.00021,0.26741,0.27273,0.0221
399.8,-0.00667,0.0002,0.26763,0.27267,0.02217
399.6,-0.00653,7.00E-05,0.26786,0.27231,0.0219
399.4,-0.00644,-8.00E-05,0.26807,0.27189,0.02165
399.2,-0.0063,-0.00017,0.26807,0.27129,0.02186
399,-0.0064,-3.00E-05,0.26839,0.27095,0.02213
398.8,-0.00663,5.00E-05,0.26881,0.27117,0.02236
398.6,-0.00638,-0.00027,0.26862,0.27079,0.02194
398.4,-0.00646,-0.00034,0.26866,0.27047,0.02176
398.2,-0.00675,-4.00E-05,0.26915,0.27029,0.02211
398,-0.00705,0.00027,0.26933,0.27003,0.0224
397.8,-0.00735,0.00023,0.26932,0.26984,0.02253
397.6,-0.00738,-0.00015,0.26947,0.26952,0.02266
397.4,-0.00761,-5.00E-05,0.26962,0.26944,0.02276
397.2,-0.00786,0.00017,0.26962,0.26914,0.02267
397,-0.00807,-7.00E-05,0.26972,0.26876,0.02279
396.8,-0.00818,5.00E-05,0.26962,0.26851,0.023
396.6,-0.00819,9.00E-05,0.26947,0.2683,0.02318
396.4,-0.00806,-0.00018,0.26938,0.26779,0.02312
396.2,-0.00785,-0.00028,0.26913,0.26719,0.02291
396,-0.00766,-0.00035,0.26915,0.26682,0.02293
395.8,-0.00745,-0.00013,0.26895,0.26637,0.0231
395.6,-0.00721,-4.75E-11,0.26875,0.2659,0.0231
395.4,-0.00703,-5.00E-05,0.26849,0.26542,0.02315
395.2,-0.00691,-2.00E-05,0.26811,0.26481,0.02321
395,-0.00669,-0.00018,0.26776,0.2644,0.02344
394.8,-0.0066,-6.00E-05,0.26764,0.26405,0.02371
394.6,-0.00658,0.00018,0.26749,0.26356,0.02357
394.4,-0.00656,-2.00E-05,0.26719,0.26313,0.02341
394.2,-0.00653,-0.00015,0.26685,0.26271,0.02356
394,-0.00662,-0.00015,0.26659,0.26241,0.02388
393.8,-0.00652,-0.00044,0.26621,0.26194,0.02368
393.6,-0.00656,-0.00036,0.26594,0.26157,0.02379
393.4,-0.00675,6.00E-05,0.26587,0.26122,0.02405
393.2,-0.00657,-5.00E-05,0.2652,0.26039,0.02392
393,-0.00644,-0.0002,0.26471,0.26004,0.02397
392.8,-0.00652,-0.00021,0.26474,0.25975,0.02407
392.6,-0.00668,2.00E-05,0.26435,0.25919,0.0243
392.4,-0.0068,0.00025,0.26377,0.25887,0.02436
392.2,-0.00683,1.00E-04,0.26344,0.2586,0.0243
392,-0.00664,-6.00E-05,0.26295,0.25795,0.0243
391.8,-0.00666,8.00E-05,0.26267,0.25733,0.02432
391.6,-0.00668,7.00E-05,0.2623,0.25677,0.02426
391.4,-0.00671,-9.00E-05,0.26186,0.2564,0.02448
391.2,-0.00671,-9.00E-05,0.26132,0.25617,0.02455
391,-0.00673,-5.00E-05,0.2608,0.25576,0.02436
390.8,-0.00672,-0.00028,0.26048,0.2551,0.02442
390.6,-0.00662,-0.00029,0.25996,0.25447,0.02472
390.4,-0.00677,1.00E-05,0.2596,0.2543,0.02494
390.2,-0.00698,0.00017,0.25901,0.25393,0.02482
390,-0.00705,0.00024,0.25848,0.25334,0.02504
389.8,-0.00694,8.00E-05,0.25836,0.25273,0.02539
389.6,-0.0067,-4.00E-05,0.25768,0.25198,0.02521
389.4,-0.00689,0.00022,0.25728,0.25159,0.02529
389.2,-0.00689,7.00E-05,0.25673,0.25111,0.02508
389,-0.00662,-0.00036,0.2559,0.25068,0.02492
388.8,-0.00666,-0.00037,0.25553,0.2503,0.02517
388.6,-0.0068,-4.00E-05,0.25529,0.2497,0.02537
388.4,-0.007,5.00E-05,0.25493,0.24933,0.02559
388.2,-0.00683,-0.00017,0.25415,0.24863,0.02543
388,-0.00672,-0.00022,0.25357,0.24803,0.02547
387.8,-0.00662,-0.00033,0.25301,0.24753,0.02529
387.6,-0.00682,-5.00E-05,0.25273,0.24733,0.0255
387.4,-0.00713,0.00032,0.25253,0.24711,0.02587
387.2,-0.00687,-1.00E-04,0.25177,0.24615,0.02563
387,-0.00677,-0.00034,0.25113,0.24549,0.02556
386.8,-0.00707,0.00015,0.25096,0.24531,0.02582
386.6,-0.00705,0.00027,0.25051,0.24467,0.02597
386.4,-0.00683,-0.00013,0.24978,0.24383,0.02606
386.2,-0.00676,-0.00022,0.24908,0.24334,0.02601
386,-0.00682,-0.00019,0.24847,0.243,0.02606
385.8,-0.00681,-0.00041,0.24793,0.24234,0.026
385.6,-0.00684,-0.00033,0.24761,0.24171,0.02598
385.4,-0.00698,7.00E-05,0.24734,0.24133,0.02654
385.2,-0.00703,0.00016,0.24664,0.24102,0.02653
385,-0.00683,-0.00029,0.24591,0.24033,0.02596
384.8,-0.00694,-0.00022,0.2456,0.23983,0.02621
384.6,-0.00717,0.00033,0.24517,0.2395,0.02665
384.4,-0.00697,0.00018,0.24434,0.23871,0.02659
384.2,-0.00689,-0.00026,0.24355,0.23791,0.02655
384,-0.00688,-0.00045,0.24298,0.23729,0.02635
383.8,-0.00701,-0.00015,0.24274,0.23711,0.02647
383.6,-0.0072,0.00015,0.24247,0.2367,0.02699
383.4,-0.00697,-0.00017,0.24175,0.23588,0.02659
383.2,-0.00692,-0.00013,0.241,0.23547,0.02648
383,-0.00711,8.00E-05,0.24057,0.23515,0.02717
382.8,-0.00709,-3.00E-05,0.24006,0.23423,0.02699
382.6,-0.00687,-0.00035,0.23924,0.23323,0.02665
382.4,-0.00683,-0.00027,0.23857,0.23283,0.02678
382.2,-0.00699,-3.00E-05,0.2381,0.23259,0.02702
382,-0.00697,-0.00016,0.23747,0.23198,0.02702
381.8,-0.00706,-6.00E-05,0.23693,0.23129,0.02692
381.6,-0.00703,-0.0001,0.23642,0.23064,0.02685
381.4,-0.00705,-9.00E-05,0.23577,0.23019,0.02701
381.2,-0.00704,-0.00011,0.2351,0.22974,0.02722
381,-0.00701,-0.00029,0.23462,0.22908,0.02729
380.8,-0.00685,-0.00049,0.23376,0.22821,0.02711
380.6,-0.00696,-0.00017,0.23313,0.22757,0.02723
380.4,-0.00719,4.00E-05,0.23285,0.22726,0.02743
380.2,-0.00714,4.00E-05,0.23212,0.22668,0.02736
380,-0.00708,-3.00E-05,0.23104,0.226,0.02723
379.8,-0.00704,-0.00022,0.23027,0.22547,0.02718
379.6,-0.00708,-0.0001,0.22978,0.22491,0.02722
379.4,-0.00698,-0.00025,0.22894,0.22417,0.0271
379.2,-0.00715,-0.00012,0.22833,0.22377,0.02751
379,-0.00711,-0.0002,0.22767,0.22312,0.02747
378.8,-0.00703,-0.00043,0.22694,0.22242,0.02717
378.6,-0.0072,-0.00027,0.22635,0.2219,0.02747
378.4,-0.00727,-0.0001,0.22567,0.22152,0.02764
378.2,-0.00733,-0.0001,0.22485,0.22128,0.02763
378,-0.00723,-7.00E-05,0.22384,0.2204,0.02748
377.8,-0.00713,-3.00E-05,0.22303,0.21952,0.02719
377.6,-0.00718,-7.00E-05,0.22242,0.21897,0.02729
377.4,-0.00728,-0.00012,0.22174,0.21841,0.02783
377.2,-0.00731,-0.00013,0.22086,0.21778,0.02779
377,-0.00729,-0.00018,0.22017,0.21734,0.0274
376.8,-0.00721,-0.00017,0.21944,0.21679,0.02746
376.6,-0.00729,3.00E-05,0.21855,0.21625,0.02768
376.4,-0.00727,8.00E-05,0.21768,0.21556,0.02757
376.2,-0.00733,1.00E-05,0.21699,0.21508,0.02743
376,-0.00754,-7.00E-05,0.21632,0.21462,0.02781
375.8,-0.00735,-0.00018,0.21519,0.21376,0.02774
375.6,-0.00734,-0.0001,0.21431,0.21317,0.02755
375.4,-0.00732,-0.00027,0.2135,0.21288,0.02758
375.2,-0.00719,-0.0004,0.2125,0.21232,0.02741
375,-0.00735,-0.0002,0.21165,0.21151,0.02741
374.8,-0.00751,7.00E-05,0.21103,0.21101,0.02772
374.6,-0.00743,-1.00E-05,0.21016,0.21045,0.0277
374.4,-0.00743,-0.00032,0.20919,0.20991,0.02735
374.2,-0.00748,-7.00E-05,0.20835,0.20936,0.02746
374,-0.00752,0.00016,0.2076,0.20873,0.02775
373.8,-0.00753,3.00E-05,0.20668,0.20799,0.0276
373.6,-0.00747,-0.00011,0.20551,0.20734,0.0274
373.4,-0.00763,-0.00011,0.2048,0.20722,0.02756
373.2,-0.00757,-0.00034,0.204,0.20659,0.02746
373,-0.00745,-0.0004,0.20306,0.20566,0.02742
372.8,-0.00761,2.04E-10,0.20218,0.20549,0.02771
372.6,-0.00769,0.00019,0.20118,0.20515,0.02755
372.4,-0.00775,3.00E-05,0.20042,0.20466,0.02745
372.2,-0.00766,-0.00015,0.19964,0.2039,0.02729
372,-0.0072,-0.00049,0.19819,0.20285,0.02681
371.8,-0.00727,-0.00056,0.19714,0.20234,0.0271
371.6,-0.00752,-0.00034,0.19634,0.20207,0.02732
371.4,-0.00758,-0.00018,0.19545,0.20174,0.02713
